duration,trust,placebo1,private,community,placebo2,coproduce,mc,sex,race,age,ideology,income,education,at,gw,gwh,rand,DV_DO,mcpass,atpass,mcatpass,trustprime,climatebelief,climatebelief_scale,white,black,hispanic,asian,other
195,93,75,97,90,90,92,2,0,white,47,5,4,6,80,1,1,Honest,dv|placebo2|placebo|private|community,1,1,1,2,1,0.54212611,1,0,0,0,0
96,72,70,75,66,100,63,1,1,white,48,2,3,6,65,-1,1,Corrupt,dv|placebo|community|private|placebo2,1,0,0,0,0,-1.384357745,1,0,0,0,0
195,50,50,60,80,90,60,4,1,white,28,2,6,5,80,1,1,Control,dv|community|private|placebo|placebo2,1,1,1,1,1,0.54212611,1,0,0,0,0
384,81,48,79,81,50,75,2,1,white,58,5,4,5,80,0,0,Honest,dv|community|placebo|placebo2|private,1,1,1,2,0,-1.384357745,1,0,0,0,0
149,16,30,55,100,100,52,1,0,white,56,2,1,5,80,1,1,Corrupt,dv|private|placebo2|community|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
97,79,61,77,56,57,92,1,0,white,48,5,3,6,72,1,1,Honest,dv|private|placebo|placebo2|community,0,0,0,2,1,0.54212611,1,0,0,0,0
234,75,66,72,70,65,78,2,0,white,48,2,4,6,80,1,1,Honest,dv|private|community|placebo|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
366,55,40,60,70,40,61,2,1,asian,46,3,1,5,80,0,0,Honest,dv|private|community|placebo2|placebo,1,1,1,2,0,-1.384357745,0,0,0,1,0
231,90,50,50,100,50,85,2,1,white,48,2,6,2,80,1,1,Honest,dv|placebo2|placebo|community|private,1,1,1,2,1,0.54212611,1,0,0,0,0
118,53,68,50,88,100,93,4,1,asian,43,1,4,5,80,1,1,Control,dv|placebo2|community|private|placebo,1,1,1,1,1,0.54212611,0,0,0,1,0
133,65,50,20,100,70,80,2,0,white,35,2,5,6,80,1,1,Honest,dv|private|placebo|community|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
551,100,93,100,81,91,100,2,0,white,29,5,4,5,80,1,0,Honest,dv|placebo2|community|private|placebo,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
96,76,79,68,82,65,75,2,1,white,48,4,3,6,62,-1,0,Control,dv|private|community|placebo2|placebo,0,0,0,1,-0.5,-2.347599673,1,0,0,0,0
167,93,83,83,90,95,92,2,0,white,34,2,5,5,80,1,0,Control,dv|private|placebo2|community|placebo,0,1,0,1,0.5,-0.421115818,1,0,0,0,0
132,80,89,86,90,81,92,1,0,white,64,3,1,5,80,1,1,Control,dv|placebo|placebo2|community|private,0,1,0,1,1,0.54212611,1,0,0,0,0
156,65,100,89,94,99,83,4,0,white,51,2,2,4,80,1,1,Honest,dv|private|placebo2|placebo|community,0,1,0,2,1,0.54212611,1,0,0,0,0
107,82,42,76,83,87,68,2,0,white,24,4,4,4,80,-1,-1,Honest,dv|placebo|community|placebo2|private,1,1,1,2,-1,-3.310841601,1,0,0,0,0
125,16,29,70,61,100,66,1,0,black,20,2,2,4,80,1,1,Corrupt,dv|placebo2|private|community|placebo,1,1,1,0,1,0.54212611,0,1,0,0,0
65,73,13,74,88,61,68,4,0,white,20,2,7,3,70,1,1,Control,dv|community|placebo2|placebo|private,1,0,0,1,1,0.54212611,1,0,0,0,0
157,9,30,100,30,35,100,4,0,white,33,4,6,6,80,-1,-1,Control,dv|placebo2|placebo|community|private,1,1,1,1,-1,-3.310841601,1,0,0,0,0
98,75,85,60,75,80,80,2,0,asian,38,3,5,5,80,1,1,Control,dv|community|placebo|private|placebo2,0,1,0,1,1,0.54212611,0,0,0,1,0
155,56,69,82,64,87,61,1,1,white,48,3,5,6,77,1,0,Corrupt,dv|community|private|placebo|placebo2,1,0,0,0,0.5,-0.421115818,1,0,0,0,0
341,63,26,69,83,92,30,2,1,white,33,3,2,3,80,0,0,Honest,dv|private|placebo|community|placebo2,1,1,1,2,0,-1.384357745,1,0,0,0,0
163,80,40,70,90,90,90,4,0,black,40,2,3,3,80,1,1,Control,dv|private|community|placebo|placebo2,1,1,1,1,1,0.54212611,0,1,0,0,0
250,20,49,51,68,41,39,1,1,white,54,5,2,2,80,-1,-1,Corrupt,dv|placebo2|community|placebo|private,1,1,1,0,-1,-3.310841601,1,0,0,0,0
185,30,50,80,80,50,75,1,0,asian,58,3,5,5,80,1,0,Corrupt,dv|placebo|community|placebo2|private,1,1,1,0,0.5,-0.421115818,0,0,0,1,0
289,61,61,55,94,90,75,1,0,asian,28,3,3,3,80,1,1,Corrupt,dv|placebo|placebo2|community|private,1,1,1,0,1,0.54212611,0,0,0,1,0
83,77,100,0,100,100,0,2,1,white,38,1,5,6,80,1,1,Honest,dv|placebo2|private|placebo|community,1,1,1,2,1,0.54212611,1,0,0,0,0
107,70,80,50,50,100,100,4,0,white,20,3,2,3,80,1,1,Control,dv|private|placebo2|placebo|community,1,1,1,1,1,0.54212611,1,0,0,0,0
115,89,89,89,97,89,95,1,0,black,30,2,4,5,80,1,1,Honest,dv|community|private|placebo2|placebo,0,1,0,2,1,0.54212611,0,1,0,0,0
252,77,60,75,75,61,76,2,1,white,65,3,6,7,80,1,0,Honest,dv|community|placebo2|private|placebo,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
450,80,50,80,90,95,40,2,1,hispanic,45,2,1,5,80,1,1,Honest,dv|community|placebo|private|placebo2,1,1,1,2,1,0.54212611,0,0,1,0,0
107,70,20,20,70,65,60,2,0,white,45,4,6,3,80,0,0,Honest,dv|community|placebo|placebo2|private,1,1,1,2,0,-1.384357745,1,0,0,0,0
323,51,0,100,100,100,100,4,1,asian,39,2,6,5,80,1,1,Control,dv|community|placebo2|placebo|private,1,1,1,1,1,0.54212611,0,0,0,1,0
462,30,50,82,100,100,76,4,0,white,50,1,3,3,80,1,1,Control,dv|community|private|placebo2|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
238,100,60,100,100,100,100,2,1,white,26,2,2,3,80,1,1,Honest,dv|community|placebo2|placebo|private,1,1,1,2,1,0.54212611,1,0,0,0,0
210,70,50,50,100,100,100,4,1,hispanic,27,2,3,3,80,1,1,Control,dv|placebo|placebo2|community|private,1,1,1,1,1,0.54212611,0,0,1,0,0
250,61,57,60,62,66,70,2,1,white,53,2,1,5,80,1,0,Honest,dv|private|placebo2|placebo|community,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
228,79,79,77,74,63,80,1,0,white,48,5,4,6,80,1,0,Corrupt,dv|placebo|placebo2|community|private,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
276,60,41,62,72,62,53,2,1,white,44,4,3,3,80,0,0,Control,dv|placebo2|placebo|private|community,0,1,0,1,0,-1.384357745,1,0,0,0,0
241,81,80,67,71,81,64,2,0,asian,45,4,4,4,80,1,1,Honest,dv|placebo2|placebo|community|private,1,1,1,2,1,0.54212611,0,0,0,1,0
166,10,74,28,83,91,25,1,1,hispanic,23,2,5,5,90,1,1,Corrupt,dv|placebo2|community|placebo|private,1,0,0,0,1,0.54212611,0,0,1,0,0
154,14,51,52,100,58,79,1,1,white,29,3,3,5,80,1,1,Corrupt,dv|placebo2|private|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
152,82,91,73,91,75,75,1,0,white,48,3,3,6,80,1,1,Control,dv|private|placebo2|placebo|community,0,1,0,1,1,0.54212611,1,0,0,0,0
319,71,58,55,73,91,63,2,1,white,40,3,3,3,80,1,0,Honest,dv|private|community|placebo|placebo2,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
175,94,96,95,91,91,94,2,0,white,27,NA,NA,NA,NA,NA,1,Honest,dv|community|placebo|placebo2|private,1,NA,NA,2,NA,NA,1,0,0,0,0
212,62,75,75,65,69,63,1,1,white,34,1,2,6,80,1,1,Corrupt,dv|community|private|placebo2|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
338,75,40,85,85,70,70,4,1,white,63,4,5,5,80,1,1,Control,dv|placebo|private|community|placebo2,1,1,1,1,1,0.54212611,1,0,0,0,0
185,71,71,61,60,70,72,1,1,white,25,4,4,5,80,1,1,Corrupt,dv|placebo2|private|community|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
203,75,50,100,100,75,65,2,0,white,32,3,6,5,80,1,0,Honest,dv|community|placebo2|private|placebo,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
171,40,60,40,42,100,41,2,1,asian,27,1,4,4,80,1,1,Honest,dv|community|placebo|private|placebo2,1,1,1,2,1,0.54212611,0,0,0,1,0
148,44,82,66,74,95,70,1,1,hispanic,29,2,4,2,80,1,1,Control,dv|placebo|private|community|placebo2,0,1,0,1,1,0.54212611,0,0,1,0,0
256,81,0,100,100,100,100,2,1,asian,28,3,3,6,80,1,1,Honest,dv|placebo|community|private|placebo2,1,1,1,2,1,0.54212611,0,0,0,1,0
157,91,51,93,94,51,81,2,0,white,42,2,2,6,80,1,1,Honest,dv|community|private|placebo2|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
283,85,50,85,85,75,75,2,1,white,49,3,1,1,80,1,1,Honest,dv|private|placebo|placebo2|community,1,1,1,2,1,0.54212611,1,0,0,0,0
106,90,28,61,52,35,64,2,0,white,31,2,1,NA,80,-1,0,Control,dv|placebo2|private|placebo|community,0,1,0,1,-0.5,-2.347599673,1,0,0,0,0
314,80,50,50,50,50,50,2,0,asian,40,4,5,6,80,0,-1,Honest,dv|community|placebo|private|placebo2,1,1,1,2,-0.5,-2.347599673,0,0,0,1,0
111,84,77,92,79,87,93,2,0,black,32,4,3,6,80,1,1,Control,dv|placebo|placebo2|community|private,0,1,0,1,1,0.54212611,0,1,0,0,0
266,95,29,69,67,24,77,2,1,hispanic,41,2,4,5,80,1,1,Control,dv|placebo|community|private|placebo2,0,1,0,1,1,0.54212611,0,0,1,0,0
248,0,70,0,100,100,75,1,0,white,27,NA,2,3,80,1,1,Corrupt,dv|private|placebo2|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
188,61,75,91,91,97,99,2,0,black,25,4,4,3,80,1,1,Corrupt,dv|community|private|placebo|placebo2,0,1,0,0,1,0.54212611,0,1,0,0,0
783,65,30,10,90,80,65,4,0,white,39,2,1,2,80,1,1,Control,dv|community|placebo|placebo2|private,1,1,1,1,1,0.54212611,1,0,0,0,0
532,60,61,62,75,60,72,1,1,white,68,2,2,5,83,0,1,Corrupt,dv|community|placebo|private|placebo2,1,0,0,0,0.5,-0.421115818,1,0,0,0,0
195,10,80,50,100,100,80,1,0,other,29,1,4,2,80,1,1,Corrupt,dv|community|placebo|placebo2|private,1,1,1,0,1,0.54212611,0,0,0,0,1
169,95,51,62,86,90,78,2,1,white,56,3,2,6,80,1,1,Honest,dv|community|placebo|private|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
193,91,51,100,91,51,100,2,0,white,68,4,6,5,80,1,0,Honest,dv|private|community|placebo|placebo2,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
370,30,50,53,71,100,72,1,0,white,25,2,1,2,80,1,1,Corrupt,dv|placebo2|community|private|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
104,71,63,76,71,67,63,2,0,white,64,3,5,5,80,1,0,Corrupt,dv|community|placebo|private|placebo2,0,1,0,0,0.5,-0.421115818,1,0,0,0,0
207,50,51,50,95,50,89,4,1,white,49,4,5,5,80,1,0,Honest,dv|community|private|placebo2|placebo,0,1,0,2,0.5,-0.421115818,1,0,0,0,0
268,37,66,71,69,66,69,1,1,other,41,3,4,2,77,0,1,Corrupt,dv|community|placebo2|private|placebo,1,0,0,0,0.5,-0.421115818,0,0,0,0,1
135,65,30,46,61,67,66,2,0,white,32,4,4,5,80,-1,0,Control,dv|community|placebo|placebo2|private,0,1,0,1,-0.5,-2.347599673,1,0,0,0,0
148,70,50,60,90,70,80,4,0,asian,33,1,4,5,80,1,1,Control,dv|community|placebo2|private|placebo,1,1,1,1,1,0.54212611,0,0,0,1,0
133,70,34,72,87,86,82,4,0,white,40,2,4,4,80,1,1,Honest,dv|private|placebo|placebo2|community,0,1,0,2,1,0.54212611,1,0,0,0,0
224,50,34,36,75,84,39,1,0,white,26,2,5,5,80,1,1,Corrupt,dv|community|placebo|private|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
66,52,51,52,53,52,53,2,1,white,33,1,2,5,80,1,1,Corrupt,dv|placebo2|placebo|private|community,0,1,0,0,1,0.54212611,1,0,0,0,0
116,0,51,0,0,51,0,1,0,other,49,1,1,5,80,1,1,Corrupt,dv|placebo2|placebo|community|private,1,1,1,0,1,0.54212611,0,0,0,0,1
95,71,77,88,77,77,NA,2,0,white,43,3,3,5,82,1,0,Honest,dv|placebo2|community|private|placebo,1,0,0,2,0.5,-0.421115818,1,0,0,0,0
169,0,19,92,100,91,9,1,1,white,32,3,4,4,80,1,0,Corrupt,dv|placebo2|private|placebo|community,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
312,61,40,9,56,92,20,4,1,black,44,3,1,2,80,1,1,Control,dv|private|placebo2|community|placebo,1,1,1,1,1,0.54212611,0,1,0,0,0
335,90,40,70,70,91,58,2,0,white,66,4,3,2,80,1,1,Honest,dv|placebo|placebo2|private|community,1,1,1,2,1,0.54212611,1,0,0,0,0
198,20,70,40,65,80,55,1,0,white,34,3,7,5,80,1,1,Corrupt,dv|private|placebo2|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
357,30,30,5,100,100,100,1,0,white,40,1,2,4,80,1,1,Corrupt,dv|private|placebo2|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
262,99,99,99,99,99,99,2,1,white,35,5,4,6,80,1,1,Honest,dv|private|placebo2|community|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
206,51,50,100,100,0,100,4,0,white,43,4,1,2,80,-1,1,Control,dv|private|community|placebo2|placebo,1,1,1,1,0,-1.384357745,1,0,0,0,0
212,75,50,50,50,100,50,2,0,white,40,2,1,1,80,1,1,Honest,dv|community|placebo|placebo2|private,1,1,1,2,1,0.54212611,1,0,0,0,0
312,50,60,57,55,56,64,4,1,white,62,2,2,2,80,1,1,Control,dv|placebo|private|placebo2|community,1,1,1,1,1,0.54212611,1,0,0,0,0
111,14,78,81,80,70,51,1,1,white,56,2,3,5,80,1,1,Corrupt,dv|community|placebo2|private|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
180,50,50,94,93,50,97,2,0,white,62,4,2,5,80,0,0,Honest,dv|community|placebo2|private|placebo,1,1,1,2,0,-1.384357745,1,0,0,0,0
203,100,83,67,78,88,78,2,0,white,40,1,2,6,80,0,1,Control,dv|placebo|placebo2|private|community,0,1,0,1,0.5,-0.421115818,1,0,0,0,0
129,46,62,65,64,60,62,2,1,black,39,3,5,7,80,1,1,Control,dv|placebo2|placebo|private|community,0,1,0,1,1,0.54212611,0,1,0,0,0
142,97,96,96,94,95,97,1,1,white,59,1,3,6,96,1,1,Control,dv|private|placebo2|placebo|community,0,0,0,1,1,0.54212611,1,0,0,0,0
254,25,61,62,33,78,42,4,0,white,36,3,1,5,80,0,0,Control,dv|placebo|private|placebo2|community,1,1,1,1,0,-1.384357745,1,0,0,0,0
157,53,56,64,35,43,38,4,0,white,41,3,7,6,80,1,1,Control,dv|community|placebo|placebo2|private,1,1,1,1,1,0.54212611,1,0,0,0,0
125,62,39,47,62,40,71,4,0,white,32,3,4,6,80,-1,1,Control,dv|placebo|placebo2|community|private,1,1,1,1,0,-1.384357745,1,0,0,0,0
158,15,71,100,100,81,7,1,1,white,62,3,5,6,80,1,1,Corrupt,dv|placebo2|community|placebo|private,1,1,1,0,1,0.54212611,1,0,0,0,0
300,100,39,91,82,78,85,2,0,black,47,3,2,3,80,1,0,Honest,dv|placebo|private|placebo2|community,1,1,1,2,0.5,-0.421115818,0,1,0,0,0
238,71,52,52,79,90,62,2,1,white,60,2,7,6,80,1,1,Honest,dv|placebo2|community|placebo|private,1,1,1,2,1,0.54212611,1,0,0,0,0
162,90,35,79,84,82,86,2,0,white,49,4,4,5,80,1,1,Honest,dv|community|placebo2|private|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
120,100,76,64,95,100,87,1,0,black,30,1,1,5,80,0,1,Honest,dv|placebo|placebo2|private|community,0,1,0,2,0.5,-0.421115818,0,1,0,0,0
127,50,70,51,50,70,80,4,0,white,37,3,6,5,80,1,1,Control,dv|placebo|community|placebo2|private,1,1,1,1,1,0.54212611,1,0,0,0,0
197,57,63,59,62,63,64,2,0,black,28,5,5,5,80,-1,0,Corrupt,dv|private|placebo|placebo2|community,0,1,0,0,-0.5,-2.347599673,0,1,0,0,0
1271,70,75,62,55,80,67,4,0,black,35,5,3,5,70,0,1,Corrupt,dv|private|placebo2|placebo|community,0,0,0,0,0.5,-0.421115818,0,1,0,0,0
154,18,59,55,59,61,61,1,0,white,43,3,4,5,80,1,1,Corrupt,dv|placebo|community|placebo2|private,1,1,1,0,1,0.54212611,1,0,0,0,0
163,81,52,80,79,100,87,4,0,white,32,4,1,3,80,1,1,Control,dv|placebo|community|private|placebo2,1,1,1,1,1,0.54212611,1,0,0,0,0
121,30,50,50,73,100,73,1,1,white,36,2,3,6,80,1,1,Corrupt,dv|placebo2|private|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
106,37,28,65,66,77,60,4,1,white,55,2,5,2,80,1,1,Corrupt,dv|placebo|placebo2|community|private,0,1,0,0,1,0.54212611,1,0,0,0,0
506,64,80,50,70,95,60,1,0,white,27,2,1,4,80,0,1,Corrupt,dv|community|placebo2|private|placebo,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
162,25,50,83,100,100,70,1,1,white,48,3,5,2,80,1,1,Corrupt,dv|placebo2|private|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
96,74,75,64,78,76,86,2,0,white,35,2,5,6,65,1,0,Control,dv|community|placebo2|private|placebo,0,0,0,1,0.5,-0.421115818,1,0,0,0,0
295,9,21,41,51,32,51,1,0,white,58,5,4,4,80,-1,0,Corrupt,dv|private|placebo|placebo2|community,1,1,1,0,-0.5,-2.347599673,1,0,0,0,0
115,70,74,46,71,85,76,4,1,white,31,3,4,5,80,1,1,Control,dv|community|private|placebo2|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
270,78,0,60,91,0,51,4,1,white,48,5,7,4,80,-1,-1,Honest,dv|community|private|placebo2|placebo,0,1,0,2,-1,-3.310841601,1,0,0,0,0
142,79,80,80,100,80,100,4,1,white,27,5,2,5,80,1,1,Control,dv|placebo2|placebo|private|community,1,1,1,1,1,0.54212611,1,0,0,0,0
243,67,71,61,85,86,75,1,1,white,40,3,3,5,80,1,0,Corrupt,dv|placebo2|placebo|private|community,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
284,55,20,45,70,10,60,2,1,white,21,4,3,3,80,-1,-1,Honest,dv|community|placebo|placebo2|private,1,1,1,2,-1,-3.310841601,1,0,0,0,0
410,100,92,92,100,100,100,1,1,white,53,1,6,5,100,1,1,Control,dv|community|placebo|placebo2|private,0,0,0,1,1,0.54212611,1,0,0,0,0
231,80,50,80,100,70,70,4,1,white,53,4,6,3,80,0,0,Control,dv|placebo|community|private|placebo2,1,1,1,1,0,-1.384357745,1,0,0,0,0
277,84,9,62,72,54,32,2,0,white,34,4,7,5,80,1,1,Honest,dv|community|placebo2|private|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
87,34,24,36,24,29,31,4,0,white,25,3,2,2,80,1,1,Control,dv|placebo|community|placebo2|private,1,1,1,1,1,0.54212611,1,0,0,0,0
100,81,71,69,85,39,81,1,0,white,42,2,2,5,80,1,1,Corrupt,dv|placebo|community|placebo2|private,1,1,1,0,1,0.54212611,1,0,0,0,0
230,70,50,70,100,91,100,4,1,white,49,3,3,5,80,1,1,Control,dv|private|placebo|community|placebo2,1,1,1,1,1,0.54212611,1,0,0,0,0
121,95,98,97,95,96,92,2,1,white,34,1,5,5,92,1,1,Honest,dv|placebo2|private|placebo|community,1,0,0,2,1,0.54212611,1,0,0,0,0
129,81,72,71,88,92,73,2,0,white,40,3,7,5,80,1,1,Honest,dv|placebo2|placebo|private|community,1,1,1,2,1,0.54212611,1,0,0,0,0
72,61,59,56,65,51,51,1,1,white,21,2,4,5,80,1,1,Honest,dv|community|placebo|private|placebo2,0,1,0,2,1,0.54212611,1,0,0,0,0
110,35,50,40,85,100,66,1,0,asian,22,1,3,5,80,1,1,Corrupt,dv|placebo|community|private|placebo2,1,1,1,0,1,0.54212611,0,0,0,1,0
208,81,51,81,81,81,71,4,1,white,40,4,5,3,80,1,1,Control,dv|private|community|placebo2|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
171,8,9,63,94,13,16,1,1,hispanic,41,4,4,5,80,-1,0,Corrupt,dv|placebo|private|community|placebo2,1,1,1,0,-0.5,-2.347599673,0,0,1,0,0
103,74,66,88,100,49,84,2,1,black,30,3,3,3,51,-1,1,Corrupt,dv|placebo|placebo2|community|private,0,0,0,0,0,-1.384357745,0,1,0,0,0
286,71,74,30,82,99,51,4,1,asian,40,3,6,6,80,1,1,Control,dv|community|private|placebo2|placebo,1,1,1,1,1,0.54212611,0,0,0,1,0
81,67,74,91,86,61,69,1,0,hispanic,32,5,3,6,62,1,1,Honest,dv|placebo2|placebo|community|private,0,0,0,2,1,0.54212611,0,0,1,0,0
159,40,74,76,78,74,20,4,1,black,41,2,5,2,80,1,0,Corrupt,dv|placebo|private|community|placebo2,0,1,0,0,0.5,-0.421115818,0,1,0,0,0
55,100,73,84,70,86,81,1,1,white,34,1,1,2,80,1,1,Corrupt,dv|placebo2|community|private|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
557,95,20,71,100,100,100,2,0,white,52,3,1,2,80,1,1,Honest,dv|community|private|placebo|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
131,85,70,81,80,70,80,1,1,white,29,1,4,5,80,1,1,Control,dv|community|placebo2|placebo|private,0,1,0,1,1,0.54212611,1,0,0,0,0
152,71,50,82,81,30,61,2,0,white,68,3,7,6,80,-1,-1,Honest,dv|placebo|placebo2|community|private,1,1,1,2,-1,-3.310841601,1,0,0,0,0
179,90,50,100,100,100,70,4,0,white,64,2,5,6,80,1,1,Control,dv|community|placebo2|private|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
216,64,42,51,58,81,23,2,1,black,49,2,2,2,80,1,1,Honest,dv|placebo2|private|community|placebo,1,1,1,2,1,0.54212611,0,1,0,0,0
121,59,63,60,61,43,57,4,1,hispanic,34,5,2,5,80,0,-1,Control,dv|placebo|community|placebo2|private,1,1,1,1,-0.5,-2.347599673,0,0,1,0,0
311,82,51,75,49,77,80,4,0,white,64,4,2,3,80,1,1,Control,dv|placebo|placebo2|community|private,1,1,1,1,1,0.54212611,1,0,0,0,0
199,74,83,55,64,65,66,2,0,white,35,2,4,6,80,1,1,Honest,dv|placebo2|private|community|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
70,99,91,90,92,83,87,2,1,black,61,3,1,3,84,1,1,Control,dv|placebo2|placebo|private|community,0,0,0,1,1,0.54212611,0,1,0,0,0
300,75,84,76,87,66,78,1,0,black,30,1,3,6,88,1,0,Control,dv|placebo|placebo2|community|private,0,0,0,1,0.5,-0.421115818,0,1,0,0,0
519,80,40,100,100,30,100,2,1,black,34,1,1,5,80,1,0,Control,dv|private|placebo|community|placebo2,0,1,0,1,0.5,-0.421115818,0,1,0,0,0
218,91,50,80,100,55,71,2,0,white,61,3,5,3,80,1,0,Control,dv|private|community|placebo|placebo2,0,1,0,1,0.5,-0.421115818,1,0,0,0,0
298,88,82,87,85,70,89,1,0,black,35,5,4,5,80,1,1,Corrupt,dv|community|placebo2|placebo|private,1,1,1,0,1,0.54212611,0,1,0,0,0
145,52,76,33,99,77,71,4,1,hispanic,32,5,4,3,80,-1,-1,Control,dv|private|placebo|community|placebo2,1,1,1,1,-1,-3.310841601,0,0,1,0,0
218,35,92,100,96,83,94,2,1,white,33,1,4,5,80,1,1,Honest,dv|placebo|placebo2|community|private,1,1,1,2,1,0.54212611,1,0,0,0,0
121,51,50,100,100,100,60,4,0,black,28,3,4,2,80,1,1,Control,dv|placebo2|private|placebo|community,1,1,1,1,1,0.54212611,0,1,0,0,0
184,55,31,55,100,100,100,2,1,white,59,4,6,6,80,1,1,Honest,dv|private|placebo|placebo2|community,1,1,1,2,1,0.54212611,1,0,0,0,0
238,89,46,73,76,91,56,2,1,white,69,3,3,5,80,1,1,Honest,dv|community|private|placebo2|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
157,97,90,91,96,98,95,1,1,hispanic,37,1,4,5,80,1,1,Control,dv|private|placebo2|community|placebo,0,1,0,1,1,0.54212611,0,0,1,0,0
254,96,51,98,100,94,100,2,0,white,57,1,1,6,80,1,1,Honest,dv|placebo|community|placebo2|private,1,1,1,2,1,0.54212611,1,0,0,0,0
137,70,100,30,100,100,100,2,0,white,46,2,5,6,80,1,1,Honest,dv|placebo2|community|placebo|private,1,1,1,2,1,0.54212611,1,0,0,0,0
86,61,50,59,77,80,54,4,0,asian,35,3,7,5,80,1,1,Control,dv|community|placebo|placebo2|private,1,1,1,1,1,0.54212611,0,0,0,1,0
762,50,100,0,51,100,83,1,1,white,33,1,4,4,80,1,1,Honest,dv|placebo|community|placebo2|private,0,1,0,2,1,0.54212611,1,0,0,0,0
149,20,45,40,35,40,20,2,0,white,47,2,6,5,80,1,0,Control,dv|placebo2|community|private|placebo,0,1,0,1,0.5,-0.421115818,1,0,0,0,0
307,80,51,100,100,100,100,2,0,black,30,3,2,3,80,1,1,Honest,dv|private|placebo|placebo2|community,1,1,1,2,1,0.54212611,0,1,0,0,0
205,42,50,47,59,70,67,1,1,white,64,2,3,4,80,1,1,Corrupt,dv|community|private|placebo|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
312,84,84,84,100,85,97,2,1,white,36,3,6,5,90,1,1,Honest,dv|placebo|private|placebo2|community,1,0,0,2,1,0.54212611,1,0,0,0,0
294,67,75,83,69,100,24,4,1,asian,73,2,3,5,80,1,1,Control,dv|private|community|placebo2|placebo,1,1,1,1,1,0.54212611,0,0,0,1,0
133,85,51,32,79,77,64,2,0,white,24,4,4,5,80,1,1,Honest,dv|private|community|placebo|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
225,9,46,72,93,90,77,1,0,white,80,3,2,3,80,1,0,Corrupt,dv|community|placebo|placebo2|private,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
270,75,51,49,51,70,71,2,0,white,28,3,3,3,80,1,1,Honest,dv|community|private|placebo2|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
232,71,64,66,81,58,75,4,0,white,56,4,6,6,80,0,1,Control,dv|private|placebo2|community|placebo,1,1,1,1,0.5,-0.421115818,1,0,0,0,0
161,90,70,61,81,91,80,2,0,white,21,2,6,3,80,1,1,Honest,dv|placebo|private|placebo2|community,1,1,1,2,1,0.54212611,1,0,0,0,0
130,27,34,59,87,78,54,1,1,white,42,2,6,3,80,1,1,Corrupt,dv|private|placebo|community|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
417,85,60,95,100,100,100,4,1,white,NA,2,3,3,80,1,1,Control,dv|placebo2|community|private|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
135,35,51,62,62,71,61,4,0,white,37,3,6,2,80,1,1,Corrupt,dv|placebo|community|placebo2|private,0,1,0,0,1,0.54212611,1,0,0,0,0
183,66,45,73,81,95,88,4,0,white,37,3,5,4,80,1,1,Control,dv|placebo2|community|placebo|private,1,1,1,1,1,0.54212611,1,0,0,0,0
184,10,51,18,43,62,0,1,0,white,33,2,4,4,80,1,1,Corrupt,dv|private|community|placebo|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
