state,year,policy,fatalities,employment,rate,union,trtraut,pctttu,mlc,pctmlc,manuf,pctmanufacturing,ST,RTW,lr
NV,2006,-0.4334074,49,1286.6,3.808487,14.9,226.7,17.62008,155.2,12.0628,50.9,3.956164,NV,0,1.337232
NV,2007,-0.4344042,71,1289.3,5.506864,15.4,232.9,18.06407,144.8,11.2309,50,3.878073,NV,0,1.705995
NV,2008,-0.4018822,41,1262.4,3.247782,16.7,232.2,18.39354,127.6,10.10773,48.2,3.818124,NV,0,1.177972
NV,2009,-0.1878833,24,1131.9,2.120329,15.8,211.2,18.65889,86.8,7.668522,38.9,3.436699,NV,0,0.7515711
NV,2010,-0.1348685,38,1118.1,3.398623,15,210.5,18.82658,70.4,6.296396,37.7,3.371791,NV,0,1.22337
NV,2011,-0.0487004,38,1127.1,3.371484,14.7,213.4,18.93355,65.9,5.846864,38.4,3.406974,NV,0,1.215353
NV,2012,-0.0909642,42,1147.1,3.661407,14.8,218,19.00445,68,5.927992,39.4,3.434748,NV,0,1.297848
NV,2013,-0.1619679,42,1180.3,3.558417,14.7,223,18.8935,72.4,6.134034,40.6,3.439803,NV,0,1.269316
NV,2014,-0.1572743,40,1221.7,3.274126,14.5,231.1,18.91626,78.1,6.392732,41.4,3.388721,NV,0,1.186051
NV,2015,,44,1264.3,3.480187,14.3,239.2,18.91956,85,6.723088,42.1,3.329906,NV,0,1.247086
NV,2016,,54,1309.1,4.124971,12.04924,244,18.63876,89.6,6.844397,43.8,3.34581,NV,0,1.417059
NY,1990,1.632102,,8200.3,,28.4,1569.7,19.14198,329.9,4.023024,971.2,11.84347,NY,0,
NY,1991,1.644225,,7832.7,,29.4,1475.1,18.83259,279.1,3.563267,902.2,11.51838,NY,0,
NY,1992,1.659806,314,7713.9,4.070574,27.9,1432,18.56389,246.2,3.191641,865.3,11.21741,NY,0,1.403784
NY,1993,1.667162,345,7767.8,4.441412,29,1432,18.43508,249.5,3.211978,829,10.67226,NY,0,1.490972
NY,1994,1.719137,364,7843.6,4.640726,29,1437.2,18.32322,260.4,3.319904,813.6,10.37279,NY,0,1.534871
NY,1995,1.763683,302,7886.6,3.82928,27.9,1449.9,18.38435,255.6,3.24094,812.3,10.29975,NY,0,1.342677
NY,1996,1.788009,317,7934.4,3.995261,27,1448,18.24965,264.5,3.333586,796.2,10.03479,NY,0,1.385109
NY,1997,1.741051,264,8068.4,3.272024,26.5,1446.7,17.93044,273.5,3.389767,795.1,9.854494,NY,0,1.185409
NY,1998,1.680434,243,8250,2.945455,25.5,1469.9,17.81697,289.8,3.512727,789,9.563637,NY,0,1.080263
NY,1999,1.614903,241,8471,2.845001,25.5,1508.3,17.80545,319.1,3.76697,767.7,9.062684,NY,0,1.045563
NY,2000,1.885448,233,8610.2,2.706093,25.7,1547.3,17.97055,333.8,3.876797,746.8,8.673434,NY,0,0.9955058
NY,2001,1.930775,220,8560.7,2.569883,26.9,1509.2,17.6294,334.6,3.908559,697.8,8.151202,NY,0,0.9438605
NY,2002,1.995282,240,8454.4,2.838758,25.8,1477.8,17.47966,327.5,3.873723,646.7,7.649271,NY,0,1.043367
NY,2003,2.168008,227,8376.6,2.70993,24.7,1472.7,17.58112,324.7,3.876274,604.5,7.216532,NY,0,0.9969228
NY,2004,2.168001,254,8465.7,3.000343,25.3,1491.2,17.61461,329.3,3.889814,594.6,7.023636,NY,0,1.098727
NY,2005,2.207809,239,8540.4,2.798464,26.2,1503.8,17.60807,331.7,3.883893,577.9,6.766662,NY,0,1.029071
NY,2006,2.172102,234,8600.4,2.720804,24.5,1506.3,17.5143,343.4,3.992837,564.6,6.564811,NY,0,1.000927
NY,2007,2.210088,220,8717.6,2.52363,25.3,1521.3,17.4509,359.3,4.121547,548.9,6.296458,NY,0,0.9256985
NY,2008,2.463499,213,8798.8,2.420785,24.9,1523.6,17.316,366.5,4.165341,531.2,6.037187,NY,0,0.8840917
NY,2009,2.358136,185,8531.9,2.168333,25.2,1450.2,16.99739,325,3.809234,466.3,5.465371,NY,0,0.7739587
NY,2010,2.328482,182,8542.9,2.130424,24.3,1466.6,17.16747,311.9,3.650985,455.8,5.335425,NY,0,0.756321
NY,2011,2.51142,206,8686.8,2.371414,24.1,1490.4,17.15707,316.6,3.64461,459.7,5.291937,NY,0,0.8634865
NY,2012,2.429999,202,8788.8,2.29838,23.2,1510.2,17.18323,316.3,3.598899,458.7,5.219142,NY,0,0.8322044
NY,2013,2.402873,178,8929.9,1.993303,24.4,1533.6,17.17377,331,3.706648,455.6,5.101961,NY,0,0.6897933
NY,2014,2.366969,241,9120.2,2.642486,24.6,1561.5,17.12134,351.9,3.858468,453.1,4.968093,NY,0,0.9717201
NY,2015,,236,9283.1,2.542254,24.7,1574.7,16.96308,369.6,3.981429,455.4,4.905689,NY,0,0.9330512
NY,2016,,272,9421.4,2.887044,23.58711,1571.9,16.68436,379.8,4.031248,451.8,4.795465,NY,0,1.060233
OH,1990,0.182299,,4900.1,,21.1,966.9,19.73225,209.1,4.26726,1064.8,21.73017,OH,0,
OH,1991,0.1170598,,4817.1,,20.8,944.7,19.61139,192.5,3.99618,1017.9,21.13097,OH,0,
OH,1992,0.1231311,203,4848.2,4.187121,20.5,947.5,19.54333,189.2,3.902479,986.5,20.34776,OH,0,1.432013
OH,1993,0.1556973,190,4930.8,3.85333,20.9,962.1,19.51205,201.3,4.082502,981.8,19.91158,OH,0,1.348938
OH,1994,0.0889362,209,5080.3,4.11393,19.2,997.3,19.63073,216.2,4.255654,1005.7,19.79608,OH,0,1.414379
OH,1995,0.0230091,186,5233.3,3.554163,18.7,1027.6,19.63579,220.4,4.211492,1039.7,19.86701,OH,0,1.26812
OH,1996,-0.0249041,201,5311.1,3.784527,19.6,1050.4,19.77745,232.7,4.38139,1031,19.41217,OH,0,1.330921
OH,1997,-0.155578,201,5406.7,3.71761,19,1064.5,19.68853,240,4.438937,1027.7,19.0079,OH,0,1.313081
OH,1998,-0.2381622,186,5493.7,3.385696,19.1,1088.7,19.81725,245.3,4.465115,1032.4,18.79243,OH,0,1.21956
OH,1999,-0.1215509,222,5580.3,3.978281,18.1,1105.4,19.80897,255.6,4.580399,1028.8,18.43629,OH,0,1.38085
OH,2000,-0.0548456,207,5626.2,3.679215,17.5,1109.8,19.72557,258,4.585689,1017.1,18.07792,OH,0,1.302699
OH,2001,-0.091198,209,5522.9,3.784244,17.9,1086.2,19.6672,254.4,4.606276,939.9,17.01823,OH,0,1.330846
OH,2002,-0.1013945,202,5444.1,3.710439,16.8,1060.7,19.48348,249.1,4.575595,883.9,16.23593,OH,0,1.31115
OH,2003,-0.0822714,206,5391,3.821183,16.7,1041.5,19.31923,242.1,4.490818,834.6,15.48136,OH,0,1.34056
OH,2004,-0.1548322,202,5413.6,3.731343,15.2,1040.5,19.22011,245.7,4.538569,823.3,15.20799,OH,0,1.316768
OH,2005,-0.1287424,168,5430.2,3.093809,16,1041.1,19.17241,245.4,4.519171,810.1,14.91842,OH,0,1.129403
OH,2006,-0.1114876,193,5430.4,3.554066,14.2,1043.4,19.21405,239.7,4.41404,794.2,14.62507,OH,0,1.268092
OH,2007,-0.0546844,165,5421.7,3.043326,14.2,1048.7,19.34264,235.6,4.3455,767.1,14.1487,OH,0,1.112951
OH,2008,-0.0846315,168,5358.9,3.134972,14.2,1034.8,19.30993,222.5,4.151971,735.7,13.72856,OH,0,1.14262
OH,2009,0.0801773,137,5026.7,2.725446,14.2,957.8,19.05425,188.7,3.753954,612.6,12.18692,OH,0,1.002632
OH,2010,0.1025411,161,5038.5,3.195395,13.7,947.9,18.81314,179.7,3.566538,623.1,12.36678,OH,0,1.161711
OH,2011,-0.0177365,155,5128,3.022621,13.5,960.6,18.73245,190.4,3.712949,642.4,12.5273,OH,0,1.106124
OH,2012,-0.02751,161,5203.3,3.09419,12.7,970.7,18.65547,189.8,3.647685,657.7,12.64006,OH,0,1.129526
OH,2013,-0.0746663,149,5274.7,2.824805,12.8,983.5,18.64561,199.6,3.784101,663,12.56944,OH,0,1.038439
OH,2014,-0.0235446,185,5354.5,3.455038,12.4,997.9,18.63666,213,3.977962,676.3,12.6305,OH,0,1.239833
OH,2015,,202,5435.3,3.716446,12.4,1014.7,18.6687,214.9,3.953784,688.5,12.66719,OH,0,1.312768
OH,2016,,164,5488.1,2.988284,12.3933,1023.3,18.6458,214.1,3.901168,685.4,12.48884,OH,0,1.094699
OK,1990,-0.4153777,,1217.2,,10.7,248.2,20.39106,80.6,6.621755,154.6,12.70128,OK,0,
OK,1991,-0.3627308,,1223.6,,10.4,245.6,20.07192,76.7,6.268388,155.9,12.74109,OK,0,
OK,1992,-0.3704007,78,1235.8,6.311701,9.6,248.1,20.07606,74.9,6.060851,151.6,12.26736,OK,0,1.842405
OK,1993,-0.3890199,86,1265.5,6.795733,9.8,254,20.07112,77.4,6.116159,156,12.32714,OK,0,1.916295
OK,1994,-0.4101157,97,1300.3,7.459817,9,259.6,19.96462,79.1,6.083211,158.7,12.20488,OK,0,2.009531
OK,1995,-0.6167851,200,1332.5,15.00938,9.5,264.4,19.8424,80.5,6.041276,160.1,12.01501,OK,0,2.708675
OK,1996,-0.5789216,87,1374.7,6.328653,10.6,271.4,19.74249,81.2,5.906744,162.6,11.82804,OK,0,1.845088
OK,1997,-0.6469542,104,1408.7,7.382693,8.6,277.6,19.70611,81.6,5.792575,169,11.99688,OK,0,1.999138
OK,1998,-0.7258886,75,1457.3,5.146504,8.7,286.3,19.64592,85.9,5.894463,175.3,12.02909,OK,0,1.638318
OK,1999,-0.7484044,99,1477.6,6.700054,8.9,288.7,19.53844,84.9,5.745804,177,11.97888,OK,0,1.902116
OK,2000,-0.7636136,82,1508.3,5.436584,6.9,294.5,19.52529,89.1,5.907313,177.5,11.76822,OK,0,1.693151
OK,2001,-0.9063395,115,1519,7.57077,8.5,288,18.95984,96.7,6.36603,167.1,11.00066,OK,1,2.024295
OK,2002,-0.8723421,92,1500.2,6.132515,9.1,282.8,18.85082,92.8,6.185842,150.9,10.05866,OK,1,1.813605
OK,2003,-0.949185,100,1465.9,6.821748,6.9,275.6,18.80074,93.8,6.398799,142.5,9.72099,OK,1,1.920116
OK,2004,-0.9409469,91,1490.9,6.103696,6.2,273.7,18.35804,95.9,6.432356,142.6,9.564692,OK,1,1.808895
OK,2005,-0.9393613,95,1530.4,6.207528,5.4,280.6,18.33508,102.8,6.717198,145.4,9.500784,OK,1,1.825763
OK,2006,-0.9857339,91,1572.3,5.7877,6.5,284,18.06271,113.3,7.206004,150.2,9.552884,OK,1,1.755735
OK,2007,-1.020041,104,1599.2,6.503252,7.1,286.9,17.94022,119.1,7.447474,152,9.504752,OK,1,1.872302
OK,2008,-1.030307,102,1620,6.296296,6.7,289.3,17.85802,129.3,7.981482,149.8,9.246914,OK,1,1.839962
OK,2009,-1.027794,82,1557.4,5.265185,5.8,279.3,17.93373,108.7,6.979581,124.9,8.019776,OK,1,1.661116
OK,2010,-1.117555,94,1557.7,6.034538,5.5,277.7,17.82757,112.4,7.215767,124,7.960454,OK,1,1.797499
OK,2011,-1.154847,86,1577.1,5.453047,6.5,283.8,17.99505,121.5,7.704014,131.2,8.319067,OK,1,1.696175
OK,2012,-1.180183,97,1614.7,6.007308,7.5,289.6,17.93522,129,7.9891,135.9,8.416424,OK,1,1.792977
OK,2013,-1.156786,92,1639.7,5.610783,7.6,296.4,18.07648,135.9,8.288101,136.7,8.336891,OK,1,1.72469
OK,2014,-1.220601,98,1660.2,5.902903,6,301.9,18.18456,139.1,8.378509,140.1,8.438743,OK,1,1.775444
OK,2015,,91,1667.7,5.456617,5.7,306.9,18.40259,130.7,7.837141,136.2,8.166937,OK,1,1.696829
OK,2016,,92,1649.1,5.578801,5.367932,307,18.61621,120.6,7.31308,127.5,7.73149,OK,1,1.718974
OR,1990,1.03247,,1269,,21,267,21.04019,67.3,5.303389,205.8,16.21749,OR,0,
OR,1991,1.148594,,1253.9,,19.5,260.8,20.79911,64.3,5.128001,195.7,15.60731,OR,0,
OR,1992,1.146642,88,1280.9,6.87017,19,265,20.68858,63.5,4.957452,193.9,15.13779,OR,0,1.927189
OR,1993,1.149169,84,1321.4,6.356894,20.4,272.3,20.60693,67.5,5.108219,195.3,14.77978,OR,0,1.84954
OR,1994,1.154561,80,1380.6,5.794582,22,284.5,20.60698,72.5,5.25134,204.9,14.84137,OR,0,1.756923
OR,1995,1.233082,73,1437.5,5.078261,20.5,292.4,20.34087,81.6,5.676522,211.9,14.74087,OR,0,1.624969
OR,1996,0.9319869,85,1491.1,5.70049,18.4,300.6,20.15961,89.8,6.022399,219.6,14.72738,OR,0,1.740552
OR,1997,1.068666,84,1538.7,5.459154,18.1,308.8,20.06889,93.1,6.050562,227.2,14.76571,OR,0,1.697294
OR,1998,1.041924,72,1563.9,4.603875,16.6,315.7,20.18671,92.4,5.908306,229.1,14.64927,OR,0,1.526898
OR,1999,1.148488,69,1588.3,4.344267,15.5,318.8,20.07178,94.2,5.93087,224.4,14.12831,OR,0,1.468857
OR,2000,1.14584,52,1620.3,3.209282,16.5,323.5,19.96544,93.1,5.74585,224.7,13.8678,OR,0,1.166047
OR,2001,1.124426,44,1598.1,2.753269,15.8,316.6,19.81103,88.6,5.544084,213.2,13.34084,OR,0,1.012789
OR,2002,1.036849,63,1589.7,3.963012,16.1,311.6,19.60118,88.3,5.554507,200.8,12.63131,OR,0,1.377004
OR,2003,1.00295,75,1569.2,4.779505,16,309.9,19.74892,85.9,5.474127,192.2,12.24828,OR,0,1.564337
OR,2004,0.9742605,60,1616.3,3.712182,15.5,317.5,19.64363,93.2,5.766256,202.3,12.51624,OR,0,1.31162
OR,2005,0.8754253,65,1659,3.918023,14.7,325.2,19.60217,101.4,6.112116,203.9,12.29054,OR,0,1.365587
OR,2006,0.8798448,87,1708.2,5.093081,14.1,330.8,19.36541,111.2,6.509777,208.5,12.20583,OR,0,1.627883
OR,2007,1.084419,69,1731.8,3.984294,14.8,334.5,19.31516,114.5,6.611618,203.1,11.72768,OR,0,1.38236
OR,2008,1.164085,55,1717.1,3.203075,17,329.5,19.18933,101.2,5.893658,192.9,11.23406,OR,0,1.164111
OR,2009,1.469181,66,1600.6,4.123454,17.4,303.6,18.96789,78.2,4.885668,163.6,10.22117,OR,0,1.416691
OR,2010,1.473913,47,1605,2.928349,16.5,303,18.8785,74.1,4.616822,163.8,10.20561,OR,0,1.074439
OR,2011,1.423152,58,1621.1,3.577817,17.5,305.9,18.8699,75.8,4.675838,169.9,10.48054,OR,0,1.274753
OR,2012,1.397298,43,1644.3,2.615095,16.1,309.9,18.84693,78.1,4.749742,173,10.52119,OR,0,0.9613003
OR,2013,1.327292,49,1679,2.918404,14.1,319.2,19.01132,82.6,4.919595,175.1,10.42883,OR,0,1.071037
OR,2014,1.342039,69,1726,3.997683,15.9,326.2,18.89919,87.8,5.086906,179.8,10.41715,OR,0,1.385715
OR,2015,,44,1786.4,2.463054,15,336.5,18.83677,91.1,5.099642,187.2,10.47918,OR,0,0.9014021
OR,2016,,72,1836.5,3.920501,13.47608,343.1,18.68228,98.2,5.347128,187.8,10.22597,OR,0,1.366219
PA,1990,0.5125139,,5173.9,,20.5,1045.6,20.20913,252.6,4.882197,946.8,18.29954,PA,0,
PA,1991,0.5186731,,5069.7,,20.3,1007.6,19.87494,228.2,4.501253,908,17.91033,PA,0,
PA,1992,0.4382764,242,5080.5,4.763311,19.7,997.6,19.63586,221.2,4.353902,886.9,17.45694,PA,0,1.560943
PA,1993,0.5420246,241,5130.4,4.697489,19.1,1013.6,19.75674,216.1,4.212147,876.9,17.09223,PA,0,1.547028
PA,1994,0.4156828,354,5214.1,6.789283,19.8,1028.9,19.73303,224.5,4.305633,882.7,16.9291,PA,0,1.915345
PA,1995,0.5917067,233,5261.5,4.428395,19.1,1044.5,19.85175,220.5,4.19082,880,16.72527,PA,0,1.488037
PA,1996,0.5728374,282,5324.3,5.296471,17.8,1051,19.73968,226.7,4.257837,866,16.26505,PA,0,1.667041
PA,1997,0.6342566,259,5407.5,4.789644,17.2,1054.5,19.50069,234.1,4.329173,873,16.14424,PA,0,1.566456
PA,1998,0.5228637,235,5495.7,4.276071,16.5,1075.9,19.57712,243,4.421639,870.8,15.84512,PA,0,1.453035
PA,1999,0.5619678,221,5603.3,3.944104,17.4,1107.2,19.75978,255,4.550889,860.6,15.35881,PA,0,1.372222
PA,2000,0.4648001,199,5698.5,3.492147,17,1133.1,19.88418,268.2,4.706501,866.9,15.21278,PA,0,1.250517
PA,2001,0.3965681,225,5678.6,3.962244,17.2,1118.3,19.69323,270.6,4.765259,812.7,14.31163,PA,0,1.376811
PA,2002,0.3212411,188,5638.5,3.33422,15.8,1112.1,19.72333,267.7,4.747716,755.5,13.39895,PA,0,1.204239
PA,2003,0.2445453,208,5604.2,3.711502,15.1,1105.7,19.72985,264,4.710752,703.1,12.54595,PA,0,1.311437
PA,2004,0.2631208,230,5649.7,4.071012,15.1,1112.8,19.69662,269.2,4.764855,691,12.23074,PA,0,1.403892
PA,2005,0.3244257,224,5711.9,3.921637,13.9,1121.5,19.63445,277.4,4.856528,678.2,11.87346,PA,0,1.366509
PA,2006,0.4018876,240,5758.7,4.167607,13.7,1123,19.50093,281.1,4.88131,670.6,11.64499,PA,0,1.427342
PA,2007,0.6811966,220,5805,3.789836,15.2,1130.7,19.47804,284.5,4.900948,657.3,11.323,PA,0,1.332323
PA,2008,0.6669959,241,5807.8,4.149592,15.5,1122,19.31885,276.8,4.766005,643.1,11.07304,PA,0,1.42301
PA,2009,0.4175591,168,5582.3,3.009512,15.1,1072.2,19.20714,241.1,4.319008,560.7,10.04425,PA,0,1.101778
PA,2010,0.3393974,221,5637.1,3.920455,14.8,1080.4,19.16588,243.3,4.316049,560.5,9.943056,PA,0,1.366208
PA,2011,0.3958132,186,5683,3.272919,14.7,1089.8,19.17649,257.7,4.534577,566.4,9.966567,PA,0,1.185682
PA,2012,0.3732315,194,5719.7,3.391786,13.6,1097.2,19.18283,258.1,4.512475,567.8,9.927094,PA,0,1.221357
PA,2013,0.2570875,183,5743.6,3.186155,12.8,1099.9,19.15001,260.8,4.540706,563.7,9.814403,PA,0,1.158815
PA,2014,0.3304355,179,5799.8,3.086313,12.7,1111.2,19.15928,268.9,4.636367,568.1,9.795165,PA,0,1.126977
PA,2015,,173,5849.7,2.957417,13.4,1125.2,19.23517,270.3,4.62075,567.2,9.696224,PA,0,1.084316
PA,2016,,163,5894.3,2.765383,12.06586,1130.4,19.17785,261.7,4.439883,557.1,9.451504,PA,0,1.017179
RI,1990,1.628916,,451,,18.3,76.5,16.96231,18.9,4.190687,95,21.0643,RI,0,
RI,1991,1.568829,,420.4,,20.8,70.7,16.81732,13,3.092293,87.2,20.74215,RI,0,
RI,1992,1.557177,17,422.9,4.019863,19.8,71.2,16.83613,12.1,2.861197,84,19.86285,RI,0,1.391248
RI,1993,1.618601,16,432,3.703704,18.2,70.9,16.41204,13,3.009259,83.4,19.30556,RI,0,1.309333
RI,1994,1.558851,12,436.4,2.749771,16.4,71.8,16.4528,13.6,3.116407,82.8,18.97342,RI,0,1.011518
RI,1995,1.793144,11,441.4,2.492071,19.5,75.4,17.08201,13.5,3.05845,79.9,18.1015,RI,0,0.913114
RI,1996,1.788943,6,441.2,1.359927,19.2,72.4,16.40979,14.3,3.24116,77.6,17.5884,RI,0,0.3074313
RI,1997,1.766603,11,451.1,2.438484,18.8,72.8,16.13833,15,3.325205,75.8,16.80337,RI,0,0.8913764
RI,1998,1.844252,12,459.4,2.612103,19.1,75.6,16.45625,16.2,3.526339,74.2,16.1515,RI,0,0.9601555
RI,1999,1.815722,11,466.8,2.35647,17.9,76.9,16.47387,18.4,3.941731,71.9,15.40274,RI,0,0.8571646
RI,2000,1.786037,7,476.4,1.469353,18.3,79.6,16.70865,17.8,3.736356,71.6,15.02939,RI,0,0.3848225
RI,2001,1.89795,17,478.8,3.550543,17,79.3,16.56224,19.3,4.03091,66.6,13.90977,RI,0,1.267101
RI,2002,1.848651,8,479.6,1.668057,17.5,80.6,16.80567,19.3,4.024187,62,12.92744,RI,0,0.5116593
RI,2003,1.765655,18,485.1,3.710575,17.1,80.9,16.67697,21.7,4.473304,58.1,11.97691,RI,0,1.311187
RI,2004,1.788654,7,488.9,1.431786,16.4,79.9,16.34281,21,4.295357,57.1,11.67928,RI,0,0.3589223
RI,2005,1.893623,6,492.5,1.218274,16,80.3,16.30457,22.3,4.527919,54.7,11.1066,RI,0,0.1974352
RI,2006,1.82039,10,492.6,2.030045,15.4,79.2,16.07795,23.4,4.750305,52.4,10.63743,RI,0,0.7080578
RI,2007,1.815382,5,492,1.01626,15,79.7,16.19919,22.1,4.49187,50.4,10.2439,RI,0,0.0161294
RI,2008,1.852796,6,479.6,1.251042,16.6,77.3,16.1176,20.7,4.316097,47.6,9.924937,RI,0,0.2239772
RI,2009,1.859813,7,455.9,1.535424,18,73.1,16.03422,16.8,3.685019,41,8.9932,RI,0,0.4288069
RI,2010,1.834883,9,459.6,1.958225,16.4,72.7,15.8181,16.2,3.524804,40.4,8.790253,RI,0,0.6720382
RI,2011,1.885142,7,460.1,1.521408,17.4,74,16.08346,15.9,3.45577,40,8.693762,RI,0,0.4196365
RI,2012,1.925303,8,466.1,1.71637,17.9,74.4,15.96224,16.1,3.454194,39.8,8.53894,RI,0,0.5402115
RI,2013,1.984493,10,472.6,2.115954,16.9,74.2,15.70038,16.4,3.470165,40.1,8.484977,RI,0,0.7495059
RI,2014,1.997591,10,479.6,2.085071,15.1,75.3,15.70058,16.7,3.482068,40.9,8.52794,RI,0,0.7348028
RI,2015,,6,486,1.234568,14.2,76.6,15.76132,17.3,3.559671,41.2,8.477366,RI,0,0.210721
RI,2016,,9,490.4,1.835237,15.43805,76.4,15.57912,18.4,3.752039,40.4,8.238173,RI,0,0.6071734
SC,1990,-1.238557,,1528.8,,4.6,305.1,19.95683,102.8,6.724228,346.4,22.65829,SC,1,
SC,1991,-1.370493,,1488.7,,5.3,291.4,19.57413,86.1,5.783569,333.3,22.38866,SC,1,
SC,1992,-1.384735,100,1515.2,6.599789,5,289.8,19.12619,83.9,5.537223,337.9,22.30069,SC,1,1.887038
SC,1993,-1.411765,87,1557.6,5.585516,4.3,295.9,18.99718,88,5.649717,341.9,21.95044,SC,1,1.720177
SC,1994,-1.463162,83,1596.6,5.198547,3.9,308.9,19.34736,90,5.636979,345.7,21.65226,SC,1,1.648379
SC,1995,-1.544353,115,1645.4,6.989182,3.3,322,19.56971,94.5,5.743284,347.3,21.10733,SC,1,1.944363
SC,1996,-1.567324,109,1677.4,6.498152,3.8,329.5,19.6435,103.7,6.182187,337.6,20.12639,SC,1,1.871518
SC,1997,-1.621938,131,1720.7,7.613181,3.7,340.5,19.78846,107.5,6.247458,338.7,19.68385,SC,1,2.029881
SC,1998,-1.659162,111,1788.6,6.205971,4.6,348.4,19.47892,116.7,6.524656,341.4,19.08755,SC,1,1.825512
SC,1999,-1.665832,139,1827.8,7.604771,3.6,358.8,19.63016,120.6,6.598096,334,18.27333,SC,1,2.028776
SC,2000,-1.578147,115,1847.2,6.225639,4.1,363.2,19.66219,117.7,6.371806,336.6,18.22217,SC,1,1.828676
SC,2001,-1.52082,91,1813.6,5.017644,4.9,353.4,19.4861,118,6.506396,308.1,16.98831,SC,1,1.612961
SC,2002,-1.573141,107,1800.1,5.944114,5,346.2,19.23227,117.4,6.52186,288.3,16.01578,SC,1,1.782402
SC,2003,-1.565937,115,1798.3,6.394928,4.2,348,19.35161,116.6,6.483902,272.8,15.16988,SC,1,1.855505
SC,2004,-1.610944,113,1835,6.158038,3.1,356.8,19.44414,120.1,6.544959,267.7,14.58856,SC,1,1.817758
SC,2005,-1.64292,132,1875.8,7.036997,2.3,365,19.45836,123.2,6.567864,258.4,13.77546,SC,1,1.951182
SC,2006,-1.715915,95,1900.3,4.999211,3.3,368.8,19.40746,129.8,6.830501,250,13.15582,SC,1,1.60928
SC,2007,-1.719892,122,1944.7,6.273461,4.2,378,19.43744,129.7,6.669409,248.3,12.76804,SC,1,1.836328
SC,2008,-1.651642,87,1916.7,4.539052,3.9,372.3,19.42401,111.5,5.81729,241,12.57369,SC,1,1.512718
SC,2009,-1.656185,73,1801,4.053304,4.5,347.4,19.28928,88.6,4.919489,208.1,11.55469,SC,1,1.399532
SC,2010,-1.700054,69,1818,3.79538,4.7,346.7,19.07041,83.6,4.59846,207.3,11.40264,SC,1,1.333784
SC,2011,-1.790597,81,1836.8,4.409843,3.4,350.3,19.07121,81,4.409843,216.8,11.80314,SC,1,1.483839
SC,2012,-1.964214,63,1867.3,3.373855,3.3,354.3,18.97392,81.5,4.364591,220.1,11.78707,SC,1,1.216056
SC,2013,-2.007669,75,1906.7,3.933498,3.7,364.7,19.12729,84,4.405518,224.6,11.77951,SC,1,1.369529
SC,2014,-2.136126,64,1954.4,3.274662,2.2,373.9,19.13119,86.7,4.436144,230,11.76832,SC,1,1.186215
SC,2015,,117,2012.8,5.812798,2.1,387.7,19.26172,91.5,4.545906,236.2,11.7349,SC,1,1.760062
SC,2016,,96,2059.3,4.661778,1.62681,394.9,19.17642,100,4.856019,238.1,11.56218,SC,1,1.539397
SD,1990,-0.7461258,,289.5,,8.6,64.8,22.38342,14.2,4.905009,34,11.74439,SD,1,
SD,1991,-0.7386145,,296.7,,9.2,65.6,22.10987,14.7,4.9545,34.1,11.49309,SD,1,
SD,1992,-0.7785305,28,309.7,9.041007,9.2,67.9,21.92444,14.6,4.71424,36.2,11.68873,SD,1,2.201771
SD,1993,-0.6988715,28,319.4,8.766438,8.2,69.4,21.72824,15.6,4.884158,38.1,11.92862,SD,1,2.170931
SD,1994,-0.704431,31,331.3,9.357079,8.5,71.6,21.61183,15.9,4.799275,41.3,12.46604,SD,1,2.236133
SD,1995,-0.8032242,26,343.6,7.566938,7.9,74.2,21.59488,16.2,4.714785,43.6,12.68917,SD,1,2.023788
SD,1996,-0.7863163,32,347.6,9.205984,7.7,74.7,21.49022,16.9,4.86191,43.5,12.51438,SD,1,2.219854
SD,1997,-0.9936476,23,353.9,6.499011,7.1,73.6,20.79683,17.7,5.001413,44.1,12.46115,SD,1,1.87165
SD,1998,-1.059809,28,361.3,7.749793,6.6,74.7,20.67534,17.6,4.871298,44.4,12.28896,SD,1,2.047666
SD,1999,-1.068503,46,371.4,12.38557,6.2,76.1,20.49004,18.3,4.927302,44.1,11.87399,SD,1,2.516532
SD,2000,-1.005271,35,376.6,9.29368,5.7,76.7,20.36644,19.5,5.177907,43.7,11.60382,SD,1,2.229335
SD,2001,-1.0096,35,378.2,9.254363,6,76.7,20.28028,19.9,5.261766,40.2,10.6293,SD,1,2.225095
SD,2002,-0.9349144,36,378.3,9.516257,5.7,76.6,20.24848,19.5,5.154639,38.4,10.15067,SD,1,2.253002
SD,2003,-0.9778945,28,379.1,7.385914,5.5,76.3,20.12662,20.3,5.354788,37.6,9.918227,SD,1,1.999575
SD,2004,-1.012799,24,384.4,6.243496,6.1,77.7,20.21332,20.8,5.41103,39.2,10.19771,SD,1,1.83154
SD,2005,-1.040398,31,391,7.928389,6,79.3,20.28133,22,5.626598,39.8,10.17903,SD,1,2.07045
SD,2006,-1.078153,37,400.1,9.247688,6.1,80.3,20.06998,23,5.748563,41.9,10.47238,SD,1,2.224374
SD,2007,-1.114025,22,407.7,5.396124,6.6,81.3,19.94113,23.3,5.714986,41.9,10.27716,SD,1,1.685681
SD,2008,-1.1203,30,412.2,7.27802,5.1,82.5,20.01456,23.1,5.604076,42.8,10.38331,SD,1,1.984859
SD,2009,-1.135566,24,402.4,5.964215,5.6,80.5,20.00497,21.6,5.367793,36.8,9.145129,SD,1,1.785777
