Outcome,Nuclear,Wind,Dist_nuclear,Dist_wind,Region,Urban_rural,Health,Job,Landscape,Supply,Trust_reg,Trust_health,Trust_plant,Env,Gender,Age,Income,Education,Race,Religion,PID,AC1,AC2,AC3,AC
100,100,0,173.854450768189,21.1481680212887,Eastern,0,2,2,4,4,3,2,3,1,Male,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Catholic,Republican,1,1,2,2
4,52,48,194.284465722095,93.1715341230612,Western,1,4,4,4,4,3,3,2,2,Female,Before 1946,"Less than $40,000",High,Caucasian,Not religious,Democrat,1,2,2,3
0,50,50,160.918349569804,64.0775264682216,Western,0,4,2,4,4,4,4,4,2,Male,1965 to 1996,"$160,000 or higher",Grad school,Caucasian,Catholic,Independent,1,2,2,3
-56,22,78,153.062524273053,48.4093804804512,Western,0,2,3,2,4,2,2,2,1,Female,1965 to 1996,"$40,000 to $69,999",High,Caucasian,Other Christians,Independent,2,2,1,1
16,58,42,166.946951734315,84.2104814665944,Western,0,4,4,2,3,4,4,4,2,Female,1965 to 1996,"$70,000 to $104,999",Grad school,Caucasian,Protestant,Republican,3,1,2,1
20,60,40,162.643654690012,64.0472602438719,Western,0,4,4,3,4,2,2,2,1,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Latin or Hispanic,Jewish,Republican,1,1,2,2
20,60,40,172.447399246593,91.4580506505026,Western,0,2,3,2,4,2,2,2,1,Male,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Catholic,Independent,1,2,1,2
-64,18,82,160.918349569804,64.0775264682216,Western,0,3,2,2,4,2,2,2,2,Female,1965 to 1996,"$70,000 to $104,999",Grad school,Asian,Not religious,Democrat,1,3,2,2
-24,38,62,157.74839161027,32.5960297543833,Western,0,2,3,2,3,1,2,3,2,Male,1946 to 1964,"$70,000 to $104,999",4 yrs college,African-American,Protestant,Democrat,2,2,1,1
46,73,27,157.732167522325,38.2590054495107,Western,0,3,4,3,3,3,3,4,1,Female,After 1996,"Less than $40,000",4 yrs college,African-American,Not religious,Independent,2,1,1,0
-52,24,76,148.412655218251,29.7152201753648,Western,0,4,3,2,4,3,3,2,2,Male,1965 to 1996,"$70,000 to $104,999",Grad school,Caucasian,Catholic,Democrat,1,2,2,3
0,50,50,108.824148216664,26.8873504915311,Eastern,0,1,4,2,4,4,4,4,2,Male,1965 to 1996,"Less than $40,000",High,Caucasian,Not religious,Independent,1,2,2,3
0,50,50,166.946951734315,84.2104814665944,Western,0,3,4,3,3,2,3,2,2,Male,After 1996,"$160,000 or higher",High,Latin or Hispanic,Not religious,Democrat,1,3,1,1
-82,9,91,46.0736839547976,43.6359724175005,Eastern,0,4,2,3,4,2,4,2,2,Female,After 1996,"Less than $40,000",College (no degree),Caucasian,Other faiths,Republican,3,1,3,0
-40,30,70,160.579840617163,62.5334858663386,Western,0,3,3,2,3,1,1,1,2,Male,After 1996,"Less than $40,000",High,Caucasian,Not religious,Independent,3,1,3,0
100,100,0,127.386434203304,34.8719736363821,Eastern,0,2,3,4,4,4,2,4,1,Male,Before 1946,"Less than $40,000",College (no degree),Caucasian,Protestant,Republican,1,1,1,1
-74,13,87,163.01741296368,69.1424612878211,Western,0,3,4,2,4,4,4,1,2,Male,1946 to 1964,"$105,000 to $159,999",Grad school,Caucasian,Not religious,Democrat,1,3,2,2
20,60,40,170.599422398378,58.5619110073883,Western,0,3,3,1,4,3,3,3,2,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Asian,Catholic,Democrat,1,2,2,3
-70,15,85,173.362837307107,32.6087063272694,Eastern,0,2,3,3,3,2,2,2,2,Male,1965 to 1996,"Less than $40,000",4 yrs college,Native American,Not religious,Independent,1,2,2,3
-80,10,90,171.505434495101,41.606716623894,Western,0,3,3,3,3,3,3,3,2,Male,1965 to 1996,"$105,000 to $159,999",Grad school,Caucasian,Not religious,Independent,1,1,2,2
-40,30,70,155.579989094842,69.9973567842287,Western,0,4,3,1,4,2,4,2,2,Male,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Catholic,Democrat,1,2,2,3
-30,35,65,156.902094596001,55.7683283740268,Western,0,4,4,1,4,2,2,2,2,Male,1946 to 1964,"$105,000 to $159,999",College (no degree),Other/Unknown,Other faiths,Democrat,1,2,1,2
-100,0,100,165.877297096226,23.0452422263278,Eastern,0,4,4,1,4,2,2,2,1,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Independent,1,2,2,3
-58,21,79,121.807614289876,36.272966661781,Eastern,0,4,4,2,3,1,3,2,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Other faiths,Democrat,1,2,2,3
-50,25,75,152.704350550552,44.2727340258406,Western,0,1,4,1,3,1,2,2,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Republican,1,2,2,3
80,90,10,216.601780062758,138.69351935896,Western,0,3,3,2,3,3,2,3,1,Male,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Other Christians,Independent,1,2,2,3
64,82,18,168.137850229831,79.7622835455743,Western,0,4,4,2,4,1,1,1,1,Female,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Other Christians,Republican,1,1,2,2
20,60,40,97.6835938042947,18.5410114369276,Eastern,1,2,3,2,2,3,3,3,1,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Native Hawaiian or Pacific Islander,Protestant,Independent,1,2,2,3
0,50,50,10.9103377719207,18.0982182254453,Eastern,0,4,4,4,4,1,2,1,2,Female,1965 to 1996,"Less than $40,000",High,Native American,Not religious,Republican,1,2,1,2
-40,30,70,149.383668401411,50.2856734250753,Western,0,4,4,1,4,1,2,2,2,Female,1965 to 1996,"$70,000 to $104,999",College (no degree),Other/Unknown,Not religious,Democrat,1,2,2,3
-86,7,93,129.39490407189,36.0274026540904,Eastern,0,4,3,3,4,3,3,2,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
-40,30,70,159.748979304368,75.4860733323234,Western,0,4,4,1,4,3,4,3,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Protestant,Democrat,1,2,2,3
-100,0,100,133.936034596424,52.4612473671976,Western,0,4,4,1,3,1,3,1,2,Female,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
28,64,36,126.743395429211,42.2595853429973,Eastern,0,3,3,3,3,1,1,1,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Other Christians,Independent,3,1,2,1
60,80,20,108.503925088801,36.0825832370871,Eastern,0,3,3,1,4,4,2,3,2,Male,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Republican,1,2,2,3
0,50,50,160.65040336322,28.9317690635294,Western,0,4,4,4,3,2,3,1,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),African-American,Protestant,Democrat,1,1,2,2
-100,0,100,154.255458780208,56.6645469502323,Western,0,4,3,4,4,2,2,1,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Asian,Not religious,Democrat,1,1,1,1
-50,25,75,123.082390346128,38.3401743011657,Eastern,0,3,3,2,3,3,2,2,1,Female,1965 to 1996,"$40,000 to $69,999",High,Caucasian,Other Christians,Republican,1,2,2,3
-100,0,100,154.517625800301,53.2959828826343,Western,0,4,2,4,4,1,2,3,2,Female,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Other Christians,Democrat,1,1,1,1
100,100,0,169.346357301436,31.2121004524357,Eastern,0,3,4,4,4,1,1,4,1,Male,1946 to 1964,"$70,000 to $104,999",4 yrs college,Caucasian,Protestant,Independent,1,2,2,3
-100,0,100,163.030235880594,71.2551427204201,Western,0,3,4,2,4,2,3,2,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Asian,Not religious,Democrat,1,1,2,2
-2,49,51,181.878227417958,37.7881283052653,Eastern,0,3,2,3,3,2,2,2,2,Female,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Independent,1,2,2,3
-2,49,51,152.704350550552,44.2727340258406,Western,0,4,3,3,4,3,4,2,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),African-American,Other Christians,Democrat,1,2,2,3
-60,20,80,186.307034556003,104.199035939036,Western,0,1,4,1,4,2,3,2,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
60,80,20,163.030235880594,71.2551427204201,Western,0,2,3,1,4,3,2,3,2,Male,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
4,52,48,137.668639478132,38.3592615744898,Western,0,4,4,2,4,3,4,2,2,Female,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Other Christians,Independent,1,2,2,3
0,50,50,178.273244689419,29.378720306096,Eastern,0,3,4,3,4,2,3,2,2,Male,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Other faiths,Democrat,1,2,2,3
60,80,20,155.407341188971,74.6906555253731,Western,0,4,4,2,4,2,2,2,2,Female,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Protestant,Independent,1,2,2,3
-100,0,100,223.527853948482,95.4410882653901,Western,0,4,4,2,4,2,3,2,2,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Not religious,Democrat,1,2,2,3
0,50,50,160.579840617163,62.5334858663386,Western,0,2,3,3,4,1,1,1,2,Male,1965 to 1996,"Less than $40,000",High,Caucasian,Catholic,Independent,1,2,2,3
-66,17,83,165.301388032673,41.9237982142894,Western,0,3,2,1,4,2,3,2,2,Female,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Protestant,Republican,1,1,2,2
-66,17,83,149.65112005588,59.1585823460955,Western,0,2,4,4,4,1,2,1,1,Male,After 1996,"$70,000 to $104,999",4 yrs college,African-American,Catholic,Republican,1,3,2,2
-60,20,80,173.854450768189,21.1481680212887,Eastern,0,4,2,1,4,2,2,2,2,Male,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Protestant,Republican,1,2,2,3
0,50,50,163.030235880594,71.2551427204201,Western,0,3,4,1,4,3,1,4,1,Female,After 1996,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Republican,1,2,1,2
-22,39,61,143.48800554768,52.4122892319394,Western,0,4,2,2,4,1,1,2,2,Female,1965 to 1996,"$160,000 or higher",4 yrs college,Caucasian,Not religious,Independent,1,1,2,2
-50,25,75,153.084860086042,62.2544198030429,Western,0,2,4,1,4,2,4,2,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Not religious,Democrat,1,2,2,3
-20,40,60,10.127407308518,17.0959185123389,Eastern,0,3,3,1,3,2,1,1,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Other Christians,Republican,1,2,2,3
22,61,39,169.467420846471,68.1438401109752,Western,0,4,2,1,3,3,3,2,2,Male,1946 to 1964,"$70,000 to $104,999",4 yrs college,Caucasian,Protestant,Democrat,1,2,2,3
-24,38,62,166.946951734315,84.2104814665944,Western,0,4,2,3,4,3,4,3,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Protestant,Democrat,1,2,2,3
20,60,40,178.430902878726,72.4405380248162,Western,0,4,4,4,4,1,2,1,2,Female,1965 to 1996,"$160,000 or higher",College (no degree),Native Hawaiian or Pacific Islander,Jewish,Republican,1,1,2,2
-100,0,100,172.311591975572,27.5284241849545,Eastern,0,4,2,1,2,1,3,1,2,Female,1946 to 1964,"$105,000 to $159,999",4 yrs college,Caucasian,Catholic,Democrat,1,1,2,2
-100,0,100,150.41290729746,44.129801288154,Western,0,4,4,1,4,2,4,2,2,Male,1946 to 1964,"$160,000 or higher",College (no degree),Caucasian,Not religious,Independent,1,1,1,1
0,50,50,162.080520576108,58.6382637747362,Western,0,4,3,3,4,2,2,2,2,Male,1946 to 1964,"$105,000 to $159,999",4 yrs college,Caucasian,Not religious,Independent,1,2,2,3
-100,0,100,159.748979304368,75.4860733323234,Western,0,1,3,2,2,2,2,3,2,Female,1965 to 1996,"$160,000 or higher",4 yrs college,Asian,Protestant,Independent,1,3,2,2
-80,10,90,163.030235880594,71.2551427204201,Western,0,3,3,2,4,2,3,2,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Protestant,Democrat,1,2,2,3
-20,40,60,123.210941459565,35.1782356899712,Eastern,0,4,4,2,4,2,2,2,2,Female,1946 to 1964,"Less than $40,000",High,Caucasian,Catholic,Democrat,1,2,2,3
58,79,21,224.593439472523,146.354632870556,Western,0,2,2,1,4,3,3,3,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Latin or Hispanic,Not religious,Democrat,1,2,2,3
-40,30,70,165.058375581814,69.443333185273,Western,0,4,3,2,4,1,2,2,1,Female,After 1996,"$70,000 to $104,999",High (incomplete),Caucasian,Not religious,Republican,1,1,2,2
-40,30,70,148.983315501818,65.6437927874965,Western,0,3,3,3,4,2,3,2,2,Male,1946 to 1964,"$105,000 to $159,999",4 yrs college,Asian,Other Christians,Independent,1,1,2,2
-50,25,75,186.307034556003,104.199035939036,Western,0,2,3,3,4,2,3,2,2,Male,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Independent,1,1,2,2
-20,40,60,164.481551425419,68.0467993952303,Western,0,4,3,2,3,2,2,2,2,Female,1965 to 1996,"$70,000 to $104,999",Grad school,Caucasian,Not religious,Democrat,1,2,2,3
0,50,50,155.816939796937,71.1168356530135,Eastern,1,2,3,2,3,1,2,3,2,Female,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Protestant,Republican,1,2,2,3
60,80,20,224.169396795106,147.062222453433,Western,0,4,4,4,4,2,2,3,1,Female,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Protestant,Republican,1,2,2,3
-10,45,55,179.296043018762,104.902947953773,Western,1,2,4,3,4,2,2,2,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Caucasian,Not religious,Independent,1,3,2,2
10,55,45,63.724521151915,50.4672810562205,Eastern,1,4,3,3,4,2,2,2,1,Female,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Other Christians,Republican,1,2,2,3
-70,15,85,213.542380066893,17.6618790154859,Western,1,4,3,1,2,3,3,3,2,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Catholic,Republican,1,2,2,3
-2,49,51,171.693413345919,65.750392153793,Western,0,4,1,3,4,2,3,3,2,Female,1946 to 1964,"$160,000 or higher",4 yrs college,Caucasian,Protestant,Independent,1,2,2,3
0,50,50,162.174077738136,80.6968558297245,Western,0,4,2,3,4,3,2,3,2,Female,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Other Christians,Republican,1,2,2,3
0,50,50,178.430902878726,72.4405380248162,Western,0,4,4,3,4,3,2,2,2,Female,1965 to 1996,"$160,000 or higher",4 yrs college,Latin or Hispanic,Not religious,Democrat,1,2,2,3
100,100,0,59.216663338456,25.5166189214895,Eastern,0,4,3,3,4,4,1,4,1,Female,1946 to 1964,"$105,000 to $159,999",4 yrs college,Caucasian,Other Christians,Independent,1,2,2,3
-20,40,60,121.807614289876,36.272966661781,Eastern,0,3,1,1,2,2,3,1,2,Male,After 1996,"$40,000 to $69,999",High,Caucasian,Other faiths,Democrat,1,2,2,3
-22,39,61,15.2787554007844,12.2382895462446,Eastern,0,4,4,3,4,2,3,2,2,Female,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Other Christians,Democrat,1,2,2,3
40,70,30,166.928672016788,68.1656048411187,Western,0,3,4,2,4,2,3,3,2,Male,1965 to 1996,"Less than $40,000",Grad school,Caucasian,Not religious,Independent,1,1,2,2
0,50,50,146.547855598347,33.1753731497142,Western,0,3,3,2,3,2,2,2,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Independent,1,1,1,1
-60,20,80,149.65112005588,59.1585823460955,Western,0,3,3,1,4,2,3,2,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Not religious,Democrat,1,2,2,3
70,85,15,146.353474009431,38.1557710386068,Western,0,3,3,4,4,2,2,2,1,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Protestant,Independent,1,2,2,3
82,91,9,111.038172694061,20.0399449967086,Eastern,1,2,3,1,3,1,1,2,1,Female,1965 to 1996,"Less than $40,000",4 yrs college,Caucasian,Other Christians,Independent,1,1,3,1
40,70,30,210.095828764107,99.8756110503019,Western,0,3,2,3,4,2,3,3,2,Male,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Catholic,Republican,1,3,2,2
100,100,0,163.030235880594,71.2551427204201,Western,0,1,1,1,4,3,3,3,1,Male,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Republican,1,2,2,3
-40,30,70,173.362837307107,32.6087063272694,Eastern,0,4,2,2,3,2,3,2,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Independent,1,2,2,3
-40,30,70,164.481551425419,68.0467993952303,Western,0,4,3,2,4,2,2,1,2,Female,Before 1946,"$105,000 to $159,999",Grad school,Caucasian,Not religious,Democrat,1,2,1,2
-100,0,100,157.398910862361,59.550876743526,Western,0,4,4,4,4,4,4,4,2,Male,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Muslim,Democrat,2,3,3,0
-38,31,69,142.565238418352,45.6026940256011,Western,0,2,3,2,3,2,2,2,2,Female,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Not religious,Democrat,1,1,2,2
-44,28,72,158.98497153453,59.2313471742502,Western,0,4,3,3,3,3,3,3,2,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Asian,Not religious,Democrat,1,2,2,3
100,100,0,175.296964883511,94.3372300129595,Western,0,1,3,4,4,3,1,4,1,Male,1965 to 1996,"$105,000 to $159,999",4 yrs college,Caucasian,Not religious,Republican,1,2,2,3
-100,0,100,153.180641529817,66.093511182502,Western,0,4,2,2,4,2,2,1,2,Male,1965 to 1996,"$160,000 or higher",4 yrs college,Other/Unknown,Catholic,Independent,1,1,2,2
58,79,21,168.286963681735,72.9774256047688,Western,0,2,3,3,4,2,4,1,2,Male,1946 to 1964,"$70,000 to $104,999",4 yrs college,Caucasian,Not religious,Democrat,3,2,1,1
-20,40,60,166.946951734315,84.2104814665944,Western,0,4,3,2,3,2,2,2,2,Female,1946 to 1964,"$105,000 to $159,999",4 yrs college,Caucasian,Protestant,Republican,1,2,2,3
0,50,50,224.593439472523,146.354632870556,Western,0,4,4,2,4,4,4,3,2,Female,Before 1946,"Less than $40,000",College (no degree),Caucasian,Protestant,Democrat,1,2,2,3
-50,25,75,157.732167522325,38.2590054495107,Western,0,4,4,2,3,4,4,4,2,Female,1965 to 1996,"$105,000 to $159,999",4 yrs college,Asian,Not religious,Democrat,1,2,2,3
0,50,50,121.253291742287,33.5374845659155,Eastern,0,3,4,3,4,3,2,2,1,Female,1946 to 1964,"$160,000 or higher",4 yrs college,Caucasian,Protestant,Republican,1,2,2,3
-80,10,90,125.396728817223,38.1219955930433,Eastern,0,3,3,3,4,2,2,2,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,2,2,3
-76,12,88,178.817640446996,67.2371937032135,Western,0,4,4,2,4,2,3,2,2,Male,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Protestant,Democrat,1,2,1,2
2,51,49,163.967363250126,76.996793633522,Western,0,4,3,2,4,2,4,2,2,Female,After 1996,"Less than $40,000",College (no degree),Caucasian,Not religious,Democrat,1,1,2,2
0,50,50,176.082164134011,95.8647295165238,Western,0,4,4,4,4,1,1,1,1,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Not religious,Republican,1,2,2,3
-40,30,70,155.579989094842,69.9973567842287,Western,0,4,4,1,4,1,1,1,2,Female,1965 to 1996,"$40,000 to $69,999",College (no degree),Latin or Hispanic,Buddhist,Democrat,1,2,2,3
-50,25,75,142.034383044023,35.2529503458347,Western,0,4,2,3,4,2,3,2,2,Female,1946 to 1964,"$40,000 to $69,999",College (no degree),Caucasian,Catholic,Independent,2,2,1,1
-60,20,80,132.0155553618,44.6613869003542,Eastern,1,4,3,1,3,1,3,2,2,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Protestant,Independent,1,2,2,3
-100,0,100,145.6276234501,25.1827539104539,Western,0,4,4,4,4,1,1,1,1,Female,1965 to 1996,"$105,000 to $159,999",College (no degree),Latin or Hispanic,Catholic,Republican,1,2,2,3
38,69,31,165.877297096226,23.0452422263278,Eastern,0,4,3,2,4,2,2,4,1,Female,1946 to 1964,"Less than $40,000",College (no degree),Caucasian,Protestant,Republican,1,1,2,2
60,80,20,214.87138446053,18.3248061616427,Western,0,1,4,1,4,2,1,4,1,Male,1946 to 1964,"Less than $40,000",High,Caucasian,Protestant,Republican,1,2,1,2
82,91,9,22.0908629724955,5.37126614959665,Eastern,0,3,4,2,4,3,4,3,2,Female,1965 to 1996,"Less than $40,000",High,Caucasian,Protestant,Independent,1,2,2,3
80,90,10,155.816939796937,71.1168356530135,Eastern,1,4,3,2,4,2,1,3,1,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Caucasian,Other Christians,Independent,1,2,2,3
-100,0,100,164.321590680486,71.3009667734846,Western,0,4,3,2,3,1,2,1,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Asian,Buddhist,Democrat,1,2,2,3
20,60,40,154.45310740171,66.1345657262036,Western,0,4,4,3,4,2,2,2,2,Female,1965 to 1996,"$160,000 or higher",Grad school,Caucasian,Catholic,Democrat,3,2,2,2
0,50,50,133.936034596424,52.4612473671976,Western,0,4,2,4,4,2,2,2,2,Female,1965 to 1996,"Less than $40,000",High,Caucasian,Other Christians,Independent,1,2,2,3
40,70,30,183.987800467376,63.9413771507016,Western,1,1,3,1,4,4,3,4,2,Male,1965 to 1996,"$40,000 to $69,999",Grad school,Caucasian,Other Christians,Independent,1,2,2,3
88,94,6,134.671749378053,56.2286105467661,Eastern,0,1,4,4,4,1,2,1,1,Female,After 1996,"Less than $40,000",High,Native Hawaiian or Pacific Islander,Other Christians,Republican,2,1,2,1
-84,8,92,177.947506199375,25.9622524573383,Eastern,0,4,1,3,3,1,2,1,2,Female,1946 to 1964,"$105,000 to $159,999",4 yrs college,Latin or Hispanic,Not religious,Independent,1,2,2,3
12,56,44,231.657614400543,13.3759482209074,Western,1,3,4,3,3,2,2,2,1,Male,1965 to 1996,"$40,000 to $69,999",College (no degree),Caucasian,Other Christians,Independent,1,2,2,3
6,53,47,123.082390346128,38.3401743011657,Eastern,0,3,4,4,4,1,3,2,1,Female,1965 to 1996,"Less than $40,000",High,Caucasian,Other Christians,Democrat,1,2,1,2
62,81,19,104.481272438878,29.339058808783,Eastern,0,2,4,2,4,4,2,2,1,Male,Before 1946,"Less than $40,000",Grad school,Caucasian,Catholic,Republican,1,2,1,2
-40,30,70,161.453760726413,35.1035449461548,Western,0,4,3,2,2,2,2,2,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Catholic,Democrat,1,2,2,3
-44,28,72,158.98497153453,59.2313471742502,Western,0,4,4,2,4,2,3,2,2,Male,1965 to 1996,"$70,000 to $104,999",4 yrs college,Asian,Not religious,Democrat,1,2,2,3
-66,17,83,162.161602409533,65.2356149962335,Western,0,3,4,2,4,1,2,1,2,Male,Before 1946,"$40,000 to $69,999",4 yrs college,Caucasian,Not religious,Democrat,1,1,2,2
-78,11,89,148.243848219088,37.0482327253547,Western,0,4,4,4,4,2,2,1,2,Female,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Protestant,Republican,1,1,1,1
-30,35,65,175.205935309115,64.5383278312901,Western,0,4,4,4,4,2,2,2,2,Female,1946 to 1964,"Less than $40,000",High,Caucasian,Other faiths,Independent,1,1,1,1
-40,30,70,146.547855598347,33.1753731497142,Western,0,4,3,1,4,1,2,2,2,Male,1946 to 1964,"$40,000 to $69,999",4 yrs college,Caucasian,Protestant,Democrat,1,2,1,2
0,50,50,155.288800178408,31.2686397535704,Western,0,3,2,4,2,1,2,1,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Latin or Hispanic,Other faiths,Independent,1,3,1,1
4,52,48,153.062524273053,48.4093804804512,Western,0,4,4,3,4,2,2,2,2,Female,After 1996,"$40,000 to $69,999",High,Latin or Hispanic,Catholic,Independent,1,2,1,2
20,60,40,155.579989094842,69.9973567842287,Western,0,3,4,2,4,3,4,3,1,Male,1946 to 1964,"$40,000 to $69,999",Grad school,Latin or Hispanic,Catholic,Democrat,1,2,2,3
40,70,30,169.612852937177,79.2439173987583,Western,0,3,3,1,4,2,2,2,1,Male,1965 to 1996,"$160,000 or higher",4 yrs college,Asian,Protestant,Independent,1,2,2,3
0,50,50,163.495239033589,74.2464229276928,Western,0,3,2,4,4,2,2,2,1,Female,1965 to 1996,"$160,000 or higher",4 yrs college,Caucasian,Not religious,Democrat,1,1,2,2
20,60,40,146.353474009431,38.1557710386068,Western,0,4,4,1,4,3,1,3,2,Female,1965 to 1996,"Less than $40,000",College (no degree),Caucasian,Other Christians,Republican,1,2,2,3
-84,8,92,177.947506199375,25.9622524573383,Eastern,0,4,4,2,3,1,1,1,2,Female,1946 to 1964,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Independent,1,1,1,1
44,72,28,15.2787554007844,12.2382895462446,Eastern,0,2,4,1,4,4,4,4,1,Female,1946 to 1964,"Less than $40,000",4 yrs college,Caucasian,Protestant,Republican,1,2,2,3
40,70,30,215.574570131122,137.155601704645,Western,0,2,1,1,4,2,2,3,1,Female,1965 to 1996,"$40,000 to $69,999",High,Caucasian,Other Christians,Democrat,1,1,2,2
-40,30,70,181.878227417958,37.7881283052653,Eastern,0,4,4,4,4,1,2,1,2,Female,1965 to 1996,"$40,000 to $69,999",4 yrs college,Latin or Hispanic,Other Christians,Independent,1,2,1,2
20,60,40,116.099129385826,34.9453197325469,Eastern,0,4,4,1,4,4,4,3,2,Female,1965 to 1996,"$105,000 to $159,999",Grad school,Caucasian,Jewish,Democrat,1,2,2,3
-100,0,100,164.481551425419,68.0467993952303,Western,0,4,2,1,3,2,4,2,2,Female,1965 to 1996,"$70,000 to $104,999",Grad school,Caucasian,Not religious,Democrat,1,3,2,2
-20,40,60,152.684063819967,35.8357714933336,Western,1,3,2,3,4,3,3,3,2,Female,1946 to 1964,"Less than $40,000",Grad school,Caucasian,Not religious,Democrat,1,2,2,3
-50,25,75,155.579989094842,69.9973567842287,Western,0,4,2,2,4,4,4,1,2,Female,1965 to 1996,"$70,000 to $104,999",College (no degree),Caucasian,Not religious,Independent,1,1,2,2
-94,3,97,159.290192975102,76.3958778425744,Western,0,4,3,4,3,1,1,2,2,Female,1946 to 1964,"$105,000 to $159,999",4 yrs college,Caucasian,Not religious,Independent,1,1,2,2
-2,49,51,178.430902878726,72.4405380248162,Western,0,2,3,2,3,3,2,3,2,Male,After 1996,"Less than $40,000",College (no degree),Caucasian,Other Christians,Republican,1,3,1,1
-50,25,75,154.62513085366,43.129202947055,Western,0,4,3,2,3,2,2,2,1,Female,1946 to 1964,"$105,000 to $159,999",4 yrs college,Caucasian,Protestant,Independent,1,2,2,3
22,61,39,116.099129385826,34.9453197325469,Eastern,0,3,3,3,4,4,3,4,1,Male,1965 to 1996,"$160,000 or higher",Grad school,Caucasian,Muslim,Democrat,2,1,2,1
62,81,19,142.034383044023,35.2529503458347,Western,0,4,3,2,3,2,2,1,2,Male,1965 to 1996,"$105,000 to $159,999",Grad school,Caucasian,Protestant,Republican,1,2,1,2
