,statedisdec,demsharenext,demshareprev,use,demwinprev,difdemshare,difdemshare2,difdemshare3,difdemshare4,demofficeexp,demelectexp,othofficeexp,othelectexp,right,rdifdemshare,rdifdemshare2,rdifdemshare3,rdifdemshare4,difdemsharenext
252,3025,0.80254537,0.6869732,1.0,1.0,0.3187932,0.10162911,0.03239867,0.010328475,17.0,17.0,0.0,0.0,1.0,0.3187932,0.10162911,0.03239867,0.010328475,0.115572155
253,3025,1.0,0.6593966,1.0,1.0,0.60509074,0.3661348,0.22154477,0.13405469,0.0,0.0,0.0,0.0,1.0,0.60509074,0.3661348,0.22154477,0.13405469,0.3406034
256,3026,0.7174549,0.5312929,1.0,1.0,0.22214445,0.049348157,0.01096242,0.002435241,3.0,3.0,0.0,0.0,1.0,0.22214445,0.049348157,0.01096242,0.002435241,0.186162
257,3026,1.0,0.5856645,1.0,1.0,0.49787617,0.24788068,0.12341388,0.06144483,4.0,4.0,0.0,0.0,1.0,0.49787617,0.24788068,0.12341388,0.06144483,0.4143355
260,3031,0.71525955,0.6215664,1.0,1.0,0.47891927,0.22936366,0.10984668,0.05260769,1.0,1.0,0.0,1.0,1.0,0.47891927,0.22936366,0.10984668,0.05260769,0.09369314
263,3032,0.7094244,0.6731937,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.036230683
264,3032,1.0,1.0,1.0,1.0,0.41884872,0.17543425,0.07348041,0.030777177,5.0,5.0,0.0,0.0,1.0,0.41884872,0.17543425,0.07348041,0.030777177,0.0
265,3032,1.0,0.7094244,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.29057562
268,3033,0.7103584,0.72352636,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.013167977
269,3033,0.47827607,1.0,1.0,1.0,0.42071673,0.17700256,0.07446794,0.03132991,10.0,10.0,0.0,0.0,1.0,0.42071673,0.17700256,0.07446794,0.03132991,-0.5217239
270,3033,0.37658352,0.7103584,1.0,1.0,0.20125955,0.04050541,0.0081521,0.001640688,11.0,11.0,5.0,5.0,1.0,0.20125955,0.04050541,0.0081521,0.001640688,-0.33377486
273,3034,1.0,1.0,1.0,1.0,0.110945106,0.012308816,0.001365603,0.000151507,0.0,0.0,0.0,0.0,1.0,0.110945106,0.012308816,0.001365603,0.000151507,0.0
274,3034,0.75245905,0.495281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25717804
275,3034,0.72308236,1.0,1.0,1.0,0.5049181,0.2549423,0.12872498,0.06499557,2.0,2.0,0.0,0.0,1.0,0.5049181,0.2549423,0.12872498,0.06499557,-0.27691764
278,3035,1.0,1.0,1.0,1.0,0.3482604,0.121285304,0.04223887,0.014710126,5.0,5.0,0.0,0.0,1.0,0.3482604,0.121285304,0.04223887,0.014710126,0.0
279,3035,1.0,0.6741302,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3258698
280,3035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
283,3036,0.53146005,0.4430641,1.0,0.0,-0.10440639,0.010900694,-0.001138102,0.000118825,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08839595
284,3036,0.5696267,0.44219205,1.0,0.0,0.0761511,0.00579899,0.0004416,3.362829e-05,0.0,0.0,2.0,2.0,1.0,0.0761511,0.00579899,0.0004416,3.362829e-05,0.12743464
287,3041,0.56940454,0.49491006,1.0,1.0,0.18348038,0.03366505,0.006176876,0.001133336,1.0,1.0,0.0,0.0,1.0,0.18348038,0.03366505,0.006176876,0.001133336,0.07449448
290,3042,0.5943154,0.5442157,1.0,1.0,0.14263508,0.020344766,0.002901877,0.000413909,4.0,4.0,0.0,0.0,1.0,0.14263508,0.020344766,0.002901877,0.000413909,0.05009973
291,3042,0.63788074,0.57131755,1.0,1.0,0.18863082,0.035581585,0.006711784,0.001266049,5.0,5.0,0.0,0.0,1.0,0.18863082,0.035581585,0.006711784,0.001266049,0.06656319
292,3042,0.645264,0.5943154,1.0,1.0,0.27576146,0.07604438,0.02097011,0.005782748,6.0,6.0,0.0,0.0,1.0,0.27576146,0.07604438,0.02097011,0.005782748,0.05094862
295,3043,1.0,0.9045963,1.0,1.0,0.43506423,0.18928088,0.08234934,0.035827253,9.0,9.0,0.0,0.0,1.0,0.43506423,0.18928088,0.08234934,0.035827253,0.09540367
296,3043,0.6095017,0.7175321,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.10803038
297,3043,0.5433025,1.0,1.0,1.0,0.21900344,0.047962505,0.010503954,0.002300402,11.0,11.0,0.0,0.0,1.0,0.21900344,0.047962505,0.010503954,0.002300402,-0.45669752
300,3044,0.52074534,0.49591184,1.0,1.0,0.16119823,0.025984868,0.004188715,0.000675213,2.0,2.0,0.0,0.0,1.0,0.16119823,0.025984868,0.004188715,0.000675213,0.0248335
301,3044,1.0,0.50848395,1.0,1.0,0.041490704,0.001721479,7.1425355e-05,2.9634882e-06,3.0,3.0,0.0,0.0,1.0,0.041490704,0.001721479,7.1425355e-05,2.9634882e-06,0.49151605
302,3044,0.5189804,0.52074534,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.001764953
305,3045,0.8885443,0.59530026,1.0,1.0,0.48399305,0.23424928,0.11337502,0.05487272,2.0,3.0,0.0,0.0,1.0,0.48399305,0.23424928,0.11337502,0.05487272,0.29324406
306,3045,0.70313185,0.7419965,1.0,1.0,0.77708864,0.60386676,0.469258,0.36465505,3.0,4.0,0.0,0.0,1.0,0.77708864,0.60386676,0.469258,0.36465505,-0.038864672
307,3045,0.6553463,0.8885443,1.0,1.0,0.4062637,0.16505021,0.06705391,0.027241569,4.0,5.0,0.0,0.0,1.0,0.4062637,0.16505021,0.06705391,0.027241569,-0.23319805
310,3046,0.716615,0.6770078,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.039607227
311,3046,1.0,1.0,1.0,1.0,0.43323004,0.18768828,0.081312194,0.035226885,8.0,9.0,0.0,0.0,1.0,0.43323004,0.18768828,0.081312194,0.035226885,0.0
314,3051,0.23875193,0.28044552,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.041693583
317,3052,0.26718125,0.2368021,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.030379146
318,3052,0.33981732,0.0,1.0,0.0,-0.46563753,0.21681832,-0.10095874,0.04701018,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.33981732
319,3052,0.4548613,0.26718125,1.0,0.0,-0.3203654,0.10263399,-0.032880377,0.010533736,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.18768007
322,3053,0.25189948,0.42612997,1.0,0.0,-0.30019632,0.09011783,-0.027053041,0.008121223,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.17423049
323,3053,0.39590436,0.34990183,1.0,0.0,-0.49620104,0.24621548,-0.12217237,0.06062206,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.046002537
324,3053,0.36701897,0.25189948,1.0,0.0,-0.20819128,0.043343607,-0.00902376,0.001878668,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11511949
327,3054,0.67311543,0.4471968,1.0,0.0,0.21279109,0.045280047,0.009635191,0.002050283,0.0,0.0,1.0,1.0,1.0,0.21279109,0.045280047,0.009635191,0.002050283,0.22591862
328,3054,0.52211076,0.60639554,1.0,1.0,0.34623086,0.11987581,0.041504707,0.014370211,1.0,1.0,0.0,1.0,1.0,0.34623086,0.11987581,0.041504707,0.014370211,-0.08428478
329,3054,0.6596947,0.67311543,1.0,1.0,0.24016654,0.05767997,0.013852799,0.003326979,0.0,0.0,0.0,0.0,1.0,0.24016654,0.05767997,0.013852799,0.003326979,-0.013420761
332,3055,1.0,0.8474979,1.0,1.0,0.067117214,0.00450472,0.000302344,2.0292506e-05,0.0,0.0,0.0,0.0,1.0,0.067117214,0.00450472,0.000302344,2.0292506e-05,0.15250212
333,3055,0.8411742,0.5335586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.30761558
334,3055,0.52181077,1.0,1.0,1.0,0.6823484,0.4655993,0.31770092,0.2167827,2.0,2.0,0.0,0.0,1.0,0.6823484,0.4655993,0.31770092,0.2167827,-0.47818923
337,3056,1.0,0.52213264,1.0,1.0,0.3970585,0.15765545,0.06259843,0.02485524,1.0,1.0,0.0,1.0,1.0,0.3970585,0.15765545,0.06259843,0.02485524,0.47786736
338,3056,0.70731586,0.69852924,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.008786619
341,3061,0.26286206,0.297916,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.03505394
344,3062,0.0,0.0,1.0,0.0,-0.42359757,0.17943491,-0.07600819,0.032196887,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
345,3062,0.0,0.2882012,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.2882012
346,3062,0.34071296,0.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34071296
349,3063,0.3429449,0.438107,1.0,0.0,-0.29212916,0.08533944,-0.02493014,0.007282821,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.09516212
350,3063,0.33921498,0.35393542,1.0,0.0,-0.31411025,0.09866525,-0.030991767,0.009734832,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,-0.01472044
351,3063,0.61693776,0.3429449,1.0,0.0,-0.32157004,0.10340729,-0.033252686,0.010693068,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.27399287
354,3064,0.5480555,0.64058274,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.09252721
355,3064,0.53761697,1.0,1.0,1.0,0.13483405,0.018180221,0.002451313,0.00033052,3.0,3.0,0.0,0.0,1.0,0.13483405,0.018180221,0.002451313,0.00033052,-0.46238303
356,3064,0.5082284,0.5480555,1.0,1.0,0.07523394,0.005660145,0.000425835,3.2037242e-05,0.0,0.0,0.0,1.0,1.0,0.07523394,0.005660145,0.000425835,3.2037242e-05,-0.03982711
359,3065,1.0,0.5782868,1.0,1.0,0.4394049,0.19307667,0.08483884,0.0372786,0.0,0.0,0.0,0.0,1.0,0.4394049,0.19307667,0.08483884,0.0372786,0.42171317
360,3065,0.69710666,0.703814,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.00670737
361,3065,0.65058553,1.0,1.0,1.0,0.39421335,0.15540417,0.061262395,0.024150454,4.0,4.0,0.0,0.0,1.0,0.39421335,0.15540417,0.061262395,0.024150454,-0.34941447
364,3066,0.482267,0.45004198,1.0,0.0,-0.031208068,0.000973944,-3.04e-05,9.4856597e-07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.032225013
365,3066,0.5456578,0.47403643,1.0,0.0,0.001305372,1.7039948e-06,2.2243463e-09,2.9035984e-12,0.0,1.0,2.0,2.0,1.0,0.001305372,1.7039948e-06,2.2243463e-09,2.9035984e-12,0.07162139
368,3071,0.78473485,0.60749435,1.0,1.0,0.5841385,0.34121782,0.19931845,0.11642959,1.0,1.0,0.0,0.0,1.0,0.5841385,0.34121782,0.19931845,0.11642959,0.17724049
371,3072,0.6447104,0.7472296,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.102519155
372,3072,0.7558273,0.0,1.0,0.0,0.28942087,0.08376444,0.024243178,0.007016482,5.0,5.0,0.0,0.0,1.0,0.28942087,0.08376444,0.024243178,0.007016482,0.7558273
373,3072,1.0,0.6447104,1.0,1.0,0.5116546,0.26179045,0.13394628,0.06853424,6.0,6.0,0.0,1.0,1.0,0.5116546,0.26179045,0.13394628,0.06853424,0.35528958
376,3073,0.74494153,0.71582156,1.0,1.0,0.5389509,0.2904681,0.15654805,0.084371716,5.0,5.0,0.0,2.0,1.0,0.5389509,0.2904681,0.15654805,0.084371716,0.029119968
377,3073,0.62515754,0.76947546,1.0,1.0,0.48988304,0.23998539,0.11756477,0.057592988,6.0,6.0,0.0,3.0,1.0,0.48988304,0.23998539,0.11756477,0.057592988,-0.14431792
378,3073,0.7222104,0.74494153,1.0,1.0,0.25031504,0.06265762,0.015684145,0.003925977,7.0,7.0,0.0,0.0,1.0,0.25031504,0.06265762,0.015684145,0.003925977,-0.022731125
381,3074,0.76914245,0.67748934,1.0,1.0,0.59563494,0.35478097,0.21131995,0.12586954,10.0,10.0,0.0,0.0,1.0,0.59563494,0.35478097,0.21131995,0.12586954,0.09165311
382,3074,0.84841406,0.79781747,1.0,1.0,0.5933118,0.35201886,0.20885696,0.12391729,0.0,0.0,0.0,0.0,1.0,0.5933118,0.35201886,0.20885696,0.12391729,0.050596595
383,3074,1.0,0.76914245,1.0,1.0,0.6968281,0.48556945,0.33835843,0.23577768,1.0,1.0,0.0,0.0,1.0,0.6968281,0.48556945,0.33835843,0.23577768,0.23085755
386,3075,1.0,0.778446,1.0,1.0,0.42829323,0.18343508,0.078564,0.03364843,4.0,4.0,0.0,0.0,1.0,0.42829323,0.18343508,0.078564,0.03364843,0.22155398
387,3075,1.0,0.7141466,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2858534
388,3075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
391,3076,0.69854414,0.6210465,1.0,1.0,0.28896526,0.08350092,0.024128864,0.006972403,9.0,9.0,0.0,0.0,1.0,0.28896526,0.08350092,0.024128864,0.006972403,0.07749766
392,3076,0.7065386,0.6444826,1.0,1.0,0.3970883,0.15767911,0.062612526,0.024862701,10.0,10.0,0.0,0.0,1.0,0.3970883,0.15767911,0.062612526,0.024862701,0.062056005
395,3081,0.46112648,0.3648237,1.0,0.0,-0.020705074,0.0004287,-8.88e-06,1.8378377e-07,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09630278
398,3082,0.54784775,0.48663607,1.0,0.0,0.063874125,0.004079904,0.0002606,1.6645616e-05,0.0,0.0,4.0,4.0,1.0,0.063874125,0.004079904,0.0002606,1.6645616e-05,0.061211675
399,3082,0.66355234,0.53193706,1.0,1.0,0.095695466,0.009157622,0.000876343,8.386205e-05,1.0,1.0,0.0,0.0,1.0,0.095695466,0.009157622,0.000876343,8.386205e-05,0.13161528
400,3082,0.65752834,0.54784775,1.0,1.0,0.3271047,0.106997475,0.034999378,0.01144846,2.0,2.0,0.0,0.0,1.0,0.3271047,0.106997475,0.034999378,0.01144846,0.10968059
403,3083,1.0,0.7295424,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.27045763
404,3083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
405,3083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
408,3084,0.7444848,0.8868955,1.0,1.0,0.8099995,0.65609926,0.5314401,0.4304662,4.0,4.0,0.0,0.0,1.0,0.8099995,0.65609926,0.5314401,0.4304662,-0.1424107
409,3084,0.7461346,0.8786466,1.0,1.0,0.557501,0.31080738,0.17327544,0.09660123,5.0,5.0,0.0,0.0,1.0,0.557501,0.31080738,0.17327544,0.09660123,-0.13251203
410,3084,0.78389555,0.7444848,1.0,1.0,0.53750026,0.28890654,0.15528734,0.083466984,7.0,7.0,0.0,1.0,1.0,0.53750026,0.28890654,0.15528734,0.083466984,0.03941077
413,3085,0.7221793,0.74876416,1.0,1.0,0.83820045,0.70258,0.5889029,0.49361864,10.0,10.0,0.0,0.0,1.0,0.83820045,0.70258,0.5889029,0.49361864,-0.026584864
414,3085,0.8043492,0.9191002,1.0,1.0,0.4443586,0.19745456,0.08774063,0.0389883,3.0,3.0,0.0,0.0,1.0,0.4443586,0.19745456,0.08774063,0.0389883,-0.11475104
415,3085,0.7228261,0.7221793,1.0,1.0,0.60869837,0.3705137,0.22553109,0.1372804,4.0,4.0,0.0,0.0,1.0,0.60869837,0.3705137,0.22553109,0.1372804,0.00064683
418,3086,0.8434721,0.83138573,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.012086391
419,3086,0.8183566,1.0,1.0,1.0,0.68694425,0.4718924,0.32416376,0.22268243,7.0,7.0,0.0,0.0,1.0,0.68694425,0.4718924,0.32416376,0.22268243,-0.18164343
422,3091,0.41309372,0.3777646,1.0,0.0,-0.13336757,0.017786909,-0.002372197,0.000316374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035329103
425,3092,0.3890937,0.40565634,1.0,0.0,-0.131641,0.017329354,-0.002281254,0.000300306,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.01656264
426,3092,0.45311457,0.4341795,1.0,0.0,-0.2218126,0.049200833,-0.010913365,0.002420722,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.018935055
427,3092,0.44293267,0.3890937,1.0,0.0,-0.09377086,0.008792974,-0.000824525,7.73164e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05383897
430,3093,1.0,1.0,1.0,1.0,0.6569866,0.4316314,0.28357604,0.18630566,9.0,9.0,0.0,0.0,1.0,0.6569866,0.4316314,0.28357604,0.18630566,0.0
431,3093,0.8294318,0.80325276,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.026179016
432,3093,0.5914835,1.0,1.0,1.0,0.65886354,0.43410116,0.28601342,0.18844382,11.0,11.0,0.0,0.0,1.0,0.65886354,0.43410116,0.28601342,0.18844382,-0.40851653
435,3094,0.69560415,0.41119373,1.0,0.0,0.7862607,0.6182059,0.48607105,0.38217857,1.0,1.0,0.0,0.0,1.0,0.7862607,0.6182059,0.48607105,0.38217857,0.28441042
436,3094,0.91829455,0.89313036,1.0,1.0,0.4643163,0.21558963,0.100101784,0.04647889,2.0,2.0,0.0,0.0,1.0,0.4643163,0.21558963,0.100101784,0.04647889,0.025164187
437,3094,1.0,0.69560415,1.0,1.0,0.8598807,0.7393948,0.6357913,0.54670465,3.0,3.0,0.0,0.0,1.0,0.8598807,0.7393948,0.6357913,0.54670465,0.30439585
440,3095,0.8378592,0.64076716,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.19709206
441,3095,1.0,1.0,1.0,1.0,0.6757184,0.4565954,0.3085299,0.20847934,7.0,7.0,0.0,0.0,1.0,0.6757184,0.4565954,0.3085299,0.20847934,0.0
442,3095,0.7028116,0.8378592,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.13504761
445,3096,0.72245973,0.6923356,1.0,1.0,0.3954955,0.1564167,0.0618621,0.024466181,11.0,11.0,0.0,0.0,1.0,0.3954955,0.1564167,0.0618621,0.024466181,0.030124128
446,3096,1.0,0.69774777,1.0,1.0,0.4449195,0.19795336,0.088073306,0.03918553,12.0,12.0,0.0,0.0,1.0,0.4449195,0.19795336,0.088073306,0.03918553,0.30225223
449,3101,0.41506332,0.36033717,1.0,0.0,-0.3907111,0.15265517,-0.059644066,0.023303598,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.054726154
452,3102,0.4703619,0.451025,1.0,0.0,-0.013234586,0.000175154,-2.32e-06,3.067901e-08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01933688
453,3102,0.4781996,0.49338272,1.0,0.0,-0.059276223,0.003513671,-0.000208277,1.2345881e-05,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.015183121
454,3102,0.41779494,0.4703619,1.0,0.0,-0.043600798,0.00190103,-8.29e-05,3.6139133e-06,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.052566946
457,3103,0.48900846,0.3452837,1.0,0.0,-0.25960025,0.06739229,-0.017495055,0.004541721,0.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.14372477
458,3103,0.32631147,0.3701999,1.0,0.0,-0.021983057,0.000483255,-1.06e-05,2.335352e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04388842
459,3103,0.4296033,0.48900846,1.0,0.0,-0.34737706,0.120670825,-0.041918278,0.014561447,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.059405148
462,3104,0.0,0.0,1.0,0.0,-0.28305542,0.08012037,-0.022678506,0.006419274,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
463,3104,0.38855213,0.3584723,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.030079842
464,3104,0.393836,0.0,1.0,0.0,-0.22289574,0.049682513,-0.011074021,0.002468352,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.393836
467,3105,0.6511386,0.68716985,1.0,1.0,0.11415967,0.013032431,0.001487778,0.000169844,6.0,7.0,0.0,0.0,1.0,0.11415967,0.013032431,0.001487778,0.000169844,-0.036031246
468,3105,0.66672605,0.55707985,1.0,1.0,0.38629252,0.14922191,0.057643306,0.022267178,7.0,8.0,0.0,0.0,1.0,0.38629252,0.14922191,0.057643306,0.022267178,0.1096462
469,3105,0.53408235,0.6511386,1.0,1.0,0.33345208,0.11119029,0.037076633,0.01236328,8.0,9.0,0.0,0.0,1.0,0.33345208,0.11119029,0.037076633,0.01236328,-0.11705625
472,3106,0.54456973,0.6076054,1.0,1.0,0.375203,0.1407773,0.052820068,0.019818248,11.0,12.0,0.0,0.0,1.0,0.375203,0.1407773,0.052820068,0.019818248,-0.06303567
473,3106,0.7006326,0.6876015,1.0,1.0,0.12611037,0.015903827,0.002005638,0.000252932,0.0,0.0,0.0,0.0,1.0,0.12611037,0.015903827,0.002005638,0.000252932,0.013031065
476,3111,0.8228235,0.7187006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.10412294
479,3112,0.75311047,0.6928657,1.0,1.0,0.56464434,0.31882322,0.18002173,0.10164825,1.0,1.0,0.0,0.0,1.0,0.56464434,0.31882322,0.18002173,0.10164825,0.06024474
480,3112,0.8039449,0.78232217,1.0,1.0,0.50622094,0.25625965,0.129724,0.065669,2.0,2.0,0.0,0.0,1.0,0.50622094,0.25625965,0.129724,0.065669,0.021622717
481,3112,1.0,0.75311047,1.0,1.0,0.6078898,0.36952996,0.22463349,0.13655241,3.0,3.0,0.0,0.0,1.0,0.6078898,0.36952996,0.22463349,0.13655241,0.24688953
484,3113,0.7478194,0.6432018,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.104617596
485,3113,1.0,1.0,1.0,1.0,0.49563885,0.24565786,0.12175758,0.060347788,4.0,4.0,0.0,0.0,1.0,0.49563885,0.24565786,0.12175758,0.060347788,0.0
486,3113,1.0,0.7478194,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25218058
489,3114,0.68989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.31010997
490,3114,0.9173302,1.0,1.0,1.0,0.37978005,0.14423288,0.054776773,0.020803126,9.0,9.0,0.0,0.0,1.0,0.37978005,0.14423288,0.054776773,0.020803126,-0.082669795
491,3114,1.0,0.68989,1.0,1.0,0.8346604,0.696658,0.5814729,0.48533237,0.0,0.0,0.0,0.0,1.0,0.8346604,0.696658,0.5814729,0.48533237,0.31010997
494,3115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
495,3115,0.80817646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.19182354
496,3115,1.0,1.0,1.0,1.0,0.6163529,0.37989092,0.23414688,0.1443171,5.0,5.0,0.0,0.0,1.0,0.6163529,0.37989092,0.23414688,0.1443171,0.0
499,3121,0.840402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.159598
502,3122,0.8248473,0.82187337,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.002973914
503,3122,1.0,1.0,1.0,1.0,0.64969456,0.42210302,0.27423805,0.17817096,5.0,5.0,0.0,0.0,1.0,0.64969456,0.42210302,0.27423805,0.17817096,0.0
504,3122,1.0,0.8248473,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.17515272
507,3123,0.44995946,0.3580552,1.0,0.0,-0.19252047,0.03706413,-0.007135604,0.00137375,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09190425
508,3123,0.0,0.40373978,1.0,0.0,-0.100081086,0.010016223,-0.001002435,0.000100325,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,-0.40373978
509,3123,0.49618244,0.44995946,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.046222985
512,3124,1.0,0.5023858,1.0,1.0,0.49573734,0.24575551,0.12183019,0.060395774,1.0,2.0,0.0,0.0,1.0,0.49573734,0.24575551,0.12183019,0.060395774,0.4976142
513,3124,1.0,0.74786866,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25213134
514,3124,0.73217255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.26782745
517,3131,0.37328646,0.3249022,1.0,0.0,-0.13124439,0.01722509,-0.002260696,0.000296704,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04838425
520,3132,0.4437671,0.39437228,1.0,0.0,-0.15990767,0.025570463,-0.004088913,0.000653849,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.049394816
