"","total_expenditure","food_expenditure","education_expenditure","kerosene_expenditure","electricity_expenditure","kerosene_lamps","num_kerosene_lamps","kerosene_lamp_hours","kerosene_other","lighting_hours","child_lighting","adult_lighting","appliances","appliance_use","adult_activity","child_activity","satisfaction_reliability","satisfaction_cost","satisfaction_safety","satisfaction_brightness","satisfaction","satisfaction_chng","elec_value","satisfaction_business","income_increase","business_interest","aspirations","knowledge","fuel_type","distance","forcing","treat","katiya","gender","birthplace","age","religion","caste","education","homeBuilt","yrsConnected","elec_hours","Pole","hours_avail","outages","low_voltage","adult_home_work","adult_home_cook","adult_home_charge","adult_home_clean","adult_home_leisure","adult_home_time","hb_r","yrs_r","el_r","ex_zsc","ex_icw","k_zsc","k_icw","l_zsc","l_icw","a_zsc","a_icw","ha_zsc","ha_icw","sa_zsc","sa_icw","village","te_log","fe_log","lighting_business","lighting_friends_family","lighting_studying","lighting_reading","lighting_media","lighting_other","mobile","ic_bulb","cfl_bulb","led_light","tube_light","fans","iron","refrigerator","television","radio","cooler","washing_machine","electric_stove","inverter","water_pump","other"
"41",8000,7000,500,54,0,1,2,3,0,0.166666666666667,1,0,8,27.1,4.33333333333333,2.28571428571429,2,2,4,5,3.6,5,150,NA,1,1,3.2,0.2,1,31,1,1,0,0,1,35,1,0,FALSE,12,1,7,1005,7,6,6,6,2,1,1,2,14,12,1,7,2.06572406681317,0.631363741077515,0.286001676514408,0.050333621024025,0.540518762822489,0.11759665391341,4.07664666599024,3.66082071345961,1.79733013787723,1.24192703181136,1.05383466017482,-0.236238653944469,"Awarthi purwa",8.98719694566197,8.85366557089458,0,0,0,0,0,1,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0
"42",3000,2000,0,80,NA,1,3,2,0,0,0,0,2,7,3.66666666666667,0,3,2,2,3,2.6,3,50,NA,0,0,3.4,0.2,2,50,0,0,NA,0,1,65,1,0,TRUE,10,NA,NA,1066,NA,NA,NA,4,3,0,3,2,10,10,NA,NA,-0.329586635305312,0.193695673692749,0.456980759939418,-0.120679918369745,-0.767332865005008,-0.378574095383095,0.629149566538099,0.633983499534765,-0.543442432340418,-0.674806387653672,-1.37592273002066,-0.821307169715456,"Bada keshavpur",8.00636790098353,7.60090295954196,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",5000,1500,0,175,NA,1,3,5,0,0,0,0,0,0,4.5,0,3,2,3,2,2.4,4,70,NA,0,0,2.8,0,2,48,0,0,NA,1,0,20,1,1,FALSE,35,NA,NA,1066,NA,NA,NA,5,2,0,1,1,18,35,NA,NA,0.512195957856845,1.52124299037749,0.816532290928784,0.621153722274608,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,0.319004663145462,-0.122085818026117,-1.43000413104232,-0.762008668453199,"Bada keshavpur",8.51719339141622,7.31322105375675,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",4000,3000,100,25,NA,1,2,2,0,0,0,0,3,7,3.5,2.14285714285714,1,3,2,2,2,3,100,NA,0,1,4,0.2,2,28,1,0,NA,0,1,32,1,1,FALSE,30,NA,NA,1066,NA,NA,NA,4,2,0,2,1,12,30,NA,NA,-0.217702993121628,-0.274442823585663,0.166151166184619,-0.196944259190759,-0.767332865005008,-0.378574095383095,0.946973170394418,0.69977042804131,0.831707111527039,0.597046651948618,-1.19157055047907,-0.280901741591319,"Bada keshavpur",8.294049890102,8.00636790098353,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"45",10000,9000,0,117.5,0,1,2,5,0,0,0,0,2,2.3,4.83333333333333,0,2,2,2,1,1.6,3,300,NA,0,0,3.4,0,2,20,1,1,0,0,1,25,1,1,FALSE,NA,0.2,9.33333333333333,1066,9.33333333333333,13.3333333333333,11.6666666666667,9,0,0,1,9,10,NA,0,9,3.01405124516639,1.64901737863085,0.525702697173985,0.544889381453593,-0.767332865005008,-0.378574095383095,0.268920176554174,0.0185136725913715,0.663983501339814,0.0990024098249048,-1.63876802883311,-0.456544874113969,"Bada keshavpur",9.21034047197618,9.10497996742946,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",3500,3000,100,77.5,NA,1,1,4,0,0,0,0,2,9,4,2.42857142857143,4,2,1,3,2.6,3,50,NA,0,0,3.8,0.2,2,55,0,0,NA,0,1,53,1,0,TRUE,20,NA,NA,1066,NA,NA,NA,7,3,0,3,3,8,20,NA,NA,0.0972980358442693,0.243037270615545,0.115022593089398,0.221347160417795,-0.767332865005008,-0.378574095383095,0.782438668658917,0.89588555355323,1.55552723054718,1.11299861419552,-1.16298413591483,-0.62352878140356,"Bada keshavpur",8.16051853319175,8.00636790098353,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",8000,7000,300,0,0,0,0,0,0,0.333333333333333,1,0,7,24.1,4.5,2,4,4,4,4,4,4,150,NA,0,1,3.2,0.2,2,23,1,1,0,0,1,68,1,0,FALSE,25,4,8,1007,8,5,4.33333333333333,8,2,1,2,2,12,25,4,8,1.5091025929663,0.0339719185317104,-1.36327300540094,-1.22952276605159,0.726083979313805,0.20401851518371,3.5288894089527,3.20218070392537,1.76346769524579,1.1681515252665,1.12811677836634,0.0152347015907329,"Badgava",8.98719694566197,8.85366557089458,0,0,0,0,0,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"48",6000,5000,500,56,0,1,3,3,0,0,0,0,5,24,3.83333333333333,2.42857142857143,4,4,4,5,3.8,4,150,NA,0,1,3.2,0.2,1,21,1,1,0,0,1,45,1,0,FALSE,30,3,12.3333333333333,1007,12.3333333333333,6,3.33333333333333,6,2,0,2,3,10,30,3,12,1.20414217768058,0.357424487048233,0.576831270269206,0.126597961845039,-0.767332865005008,-0.378574095383095,2.88557774613402,3.05751174421136,1.38303781145001,1.00245450027001,1.27254310534377,0.328776870872228,"Badgava",8.69951491487685,8.51719339141622,0,0,0,0,0,0,NA,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"49",2500,2300,0,52,NA,1,2,4,0,0,0,0,0,0,2.33333333333333,0,4,2,4,4,3,5,0,NA,0,0,3.4,0,2,56,0,0,NA,0,1,50,1,1,FALSE,10,NA,NA,1007,NA,NA,NA,2,1,0,1,0,10,10,NA,NA,-0.519918754855237,-0.183602210600892,0.405852186844196,0.297611501238809,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-1.92335778511783,-1.55915929905776,-0.10243760698499,-0.0619808458046582,"Badgava",7.82404641085621,7.74066483669976,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",5000,2500,500,33.8,0,1,2,3,0,0,1,0,4,16,4,2.28571428571429,4,4,4,4,3.8,4,100,NA,0,1,2.8,0.2,2,23,1,1,0,0,1,66,1,1,TRUE,NA,1,4.33333333333333,1009,4.33333333333333,15,9.33333333333333,2,3,0,0,5,14,NA,1,4,0.161304391340522,-0.0556475677443514,0.286001676514408,0.050333621024025,0.354953546331173,0.0311747926431108,1.95459773379442,1.94411659963095,1.45235129968288,1.02083880396034,0.751729380631602,-0.074266575761663,"Badhiya",8.51719339141622,7.82404641085621,0,0,0,0,0,0,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"52",4000,3000,0,50,NA,1,2,2,0,0,0,0,0,0,3,2.57142857142857,4,4,4,4,3.6,4,150,NA,0,1,2.4,0,2,25,1,0,NA,0,1,25,1,1,FALSE,NA,NA,NA,1008,NA,NA,NA,2,1,0,1,2,12,NA,NA,NA,-0.112614494935009,0.0070811398257515,0.166151166184619,-0.196944259190759,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,0.623766646828438,0.541893740877646,0.650001782169414,-0.0478777170539017,"Badhiya",8.294049890102,8.00636790098353,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",3000,2500,0,0,NA,0,0,0,0,2,0,0,1,2,3,0,4,4,4,4,3.4,4,100,NA,1,0,3.2,0,2,58,0,0,NA,0,1,50,1,1,TRUE,NA,NA,NA,1008,NA,NA,NA,2,2,0,1,3,10,NA,NA,NA,-0.77243434625871,-0.693205254335835,-1.36327300540094,-1.22952276605159,1.45944973289078,0.658488239860497,-0.0718967926202676,-0.0865585640179437,-1.23340010872912,-1.11698284335572,0.829419330658304,0.358702836531204,"Badhiya",8.00636790098353,7.82404641085621,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",2000,1500,0,25,NA,1,2,6,0,1.33333333333333,0,0,0,0,3,1.85714285714286,4,4,4,4,3.6,2,100,NA,0,0,3.2,0,2,55,0,0,NA,0,1,45,1,0,FALSE,NA,NA,NA,1009,NA,NA,NA,2,2,0,1,3,10,NA,NA,NA,-1.02627179769729,-0.562381093034637,0.645553207503774,0.792167261668378,0.717188866925517,0.3128007947793,-0.543009498597405,-0.414247546542954,0.107886992506894,0.0810946897017123,-0.0259005190073621,-0.215029137534066,"Badhiya",7.60090295954196,7.31322105375675,0,0,0,0,0,8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",5000,3000,1000,52,NA,1,2,4,0,0,0,0,1,0.15,3.33333333333333,2.71428571428571,5,4,4,3,3.8,3,150,NA,1,1,3.6,0,2,34,1,0,NA,1,0,52,1,1,FALSE,NA,NA,NA,1009,NA,NA,NA,3,2,1,1,1,12,NA,NA,NA,0.838681675541794,0.140313918507291,0.405852186844196,0.297611501238809,-0.767332865005008,-0.378574095383095,-0.213689212082025,-0.328817963985024,1.0719214158871,0.855141778963854,1.52109889435284,0.54518905422149,"Badhiya",8.51719339141622,8.00636790098353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",2000,1500,0,24,NA,1,2,8,0,0.833333333333333,0,0,0,0,3.16666666666667,2,4,4,2,4,3,2,100,NA,1,0,3.6,0,2,45,0,0,NA,0,1,50,1,0,TRUE,NA,NA,NA,1009,NA,NA,NA,2,2,0,1,2,12,NA,NA,NA,-1.03364485991094,-0.573539167547797,0.885254228163352,1.28672302209795,0.16049321745157,0.0535352109684015,-0.543009498597405,-0.414247546542954,0.383552342468378,0.28379861386241,0.0374759038023878,0.145407267280557,"Badhiya",7.60090295954196,7.31322105375675,0,0,0,0,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",4000,2500,0,52,NA,1,2,3,0,0,0,0,0,0,3.5,2,4,4,4,4,3.6,3,200,NA,0,1,3.2,0,2,28,1,0,NA,1,0,30,1,1,FALSE,NA,NA,NA,1009,NA,NA,NA,2,3,0,0,2,14,NA,NA,NA,-0.24486563664669,0.0236522558278601,0.286001676514408,0.050333621024025,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,0.72853118066273,0.504886841713432,0.920326953337011,0.249337446452704,"Badhiya",8.294049890102,7.82404641085621,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",2500,1500,0,0,NA,0,0,0,0,0.333333333333333,0,0,1,2,3,2,4,3,4,4,3.2,4,100,NA,0,1,3.2,0,5,57,0,0,NA,0,1,45,0,0,TRUE,57,NA,NA,1010,NA,NA,NA,2,2,0,1,3,10,57,NA,NA,-1.13851361578768,-0.773014138123946,-1.36327300540094,-1.22952276605159,-0.396202432022377,-0.205730372842497,-0.0718967926202676,-0.0865585640179437,0.211062923371202,0.173254499936899,0.557967241315099,0.245142159861928,"Badripurwa",7.82404641085621,7.31322105375675,0,0,0,0,0,2,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"60",3000,1500,0,0,NA,0,0,0,0,1.5,4.5,0,2,6,3.16666666666667,2.42857142857143,4,4,4,4,3.4,4,0,NA,0,0,3.2,0,5,53,0,0,NA,0,1,40,0,0,FALSE,8,NA,NA,1010,NA,NA,NA,2,1,0,2,4,10,8,NA,NA,-1.06642887853669,-0.704695320384257,-1.36327300540094,-1.22952276605159,5.95304293442965,2.24309265216753,0.552505015477689,0.503032472525532,0.693080135061305,0.56027804456797,0.0859260079806998,0.0031930428137787,"Badripurwa",8.00636790098353,7.31322105375675,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"61",50000,10000,6000,0,223,0,0,0,0,1,0.5,0,11,41,3.5,2.57142857142857,2,3,2,4,2.6,4,200,NA,0,0,4.4,0.3,1,25,1,1,0,0,1,19,0,0,TRUE,12,0.41,11,1010,11,5.66666666666667,4,2,2,0,2,0,15,12,0,11,12.9627733767038,5.66061307361317,-1.36327300540094,-1.22952276605159,0.907201639610977,0.344831516251804,6.09547673729889,5.67840077440758,1.14123490411997,0.873526082654179,-0.134941052153705,0.0517145848501649,"Badripurwa",10.8197783044103,9.21034047197618,0,4,1,1,0,0,5,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0
"62",15000,10000,1500,0,500,0,0,0,0,0.666666666666667,2,0,16,48,3.83333333333333,3,2,3,3,4,2.8,4,0,NA,0,1,4.6,0.5,1,45,0,1,0,0,1,25,0,0,TRUE,30,0.41,11,1010,11,4,3.66666666666667,2,3,0,2,3,13,30,0,11,4.35112919717105,0.994040358043636,-1.36327300540094,-1.22952276605159,2.21950082363262,0.786611125750514,8.22110661400335,6.92399260600494,1.79574153490724,1.37109374121076,0.114348658410608,0.247073506224817,"Badripurwa",9.61580554675101,9.21034047197618,0,2,1,1,0,0,10,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0
"63",16000,10000,500,140,0,1,4,4,0,0.166666666666667,0.5,0,8,5,3.16666666666667,2.14285714285714,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,1,33,1,1,0,0,1,55,1,0,TRUE,8,0.41,7.66666666666667,1011,7.66666666666667,3.66666666666667,3.66666666666667,3,4,0,2,1,9,8,0,8,4.73514681003717,2.71852943118956,0.987511374353794,0.450140182880837,-0.0206244428456018,-0.0872777900996929,2.38280208755519,0.766803016555572,0.486728273332687,0.375958424097596,0.207427257208934,-0.271378025214936,"Baghauli (pole no.1)",9.68034406372192,9.21034047197618,0,1,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
"64",3000,2000,20,0,NA,0,0,0,0,1,0,0,3,4,2.5,2.14285714285714,5,4,5,5,4,5,0,NA,0,0,3,0,4,55,0,0,NA,1,0,26,1,0,FALSE,4,NA,NA,1012,NA,NA,NA,2,3,0,1,1,8,4,NA,NA,-0.903584000966751,-0.699464707476529,-1.36327300540094,-1.22952276605159,0.346058433942886,0.139957072238701,0.717039517213189,0.306917347013612,-0.203229403056017,-0.0662180316044471,1.04396369296857,0.270403838763942,"Baghauli (pole no.2)",8.00636790098353,7.60090295954196,0,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"65",6000,5000,0,56,0,1,2,2,0,0,0,0,5,0.3,2.83333333333333,3.14285714285714,3,5,5,5,4,5,0,NA,0,0,3.4,0,1,55,0,0,1,1,0,22,1,0,FALSE,15,1,8.66666666666667,1011,8.66666666666667,4,1.66666666666667,1,2,0,1,1,12,15,1,9,0.807951891906819,0.370284989960313,0.166151166184619,-0.196944259190759,-0.767332865005008,-0.378574095383095,1.06910188600231,-0.0460275959074578,0.863980951188497,0.799988867892882,0.941312163931149,0.182780303683938,"Baghauli (pole no.1)",8.69951491487685,8.51719339141622,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"66",6000,3000,500,56,NA,1,2,3,0,0.333333333333333,0.5,0,2,2,3,1.85714285714286,4,4,4,4,3.6,3,0,NA,0,0,3.2,0.1,2,25,1,0,NA,0,1,35,0,0,FALSE,6,NA,NA,1011,NA,NA,NA,3,4,0,1,1,9,6,NA,NA,0.616153113124618,0.334444354951389,0.286001676514408,0.050333621024025,0.164940773645714,-0.00085592882939354,0.245926811236051,-0.0207716355113983,0.107886992506894,0.0810946897017123,-0.0769418428425451,-0.232505882397401,"Baghauli (pole no.1)",8.69951491487685,8.00636790098353,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",6000,3000,800,84,200,1,3,4,0,0.166666666666667,1,0,4,3,2.83333333333333,1.71428571428571,3,3,3,3,2.8,4,0,NA,0,0,3.4,0,1,34,1,1,0,1,0,26,1,0,FALSE,5,6,8.66666666666667,1012,8.66666666666667,3.33333333333333,5.33333333333333,3,2,0,2,1,9,5,6,9,1.06031302657121,0.639154139572619,0.696681780598996,0.373875842059823,0.540518762822489,0.11759665391341,0.958218570009099,0.241753248510925,-0.167778357454591,-0.121609234458985,-0.838310340528305,-0.426893971695718,"Baghauli (pole no.2)",8.69951491487685,8.00636790098353,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"68",8000,5000,200,0,NA,0,0,0,0,1.16666666666667,0.5,0,1,1,2.16666666666667,1.85714285714286,4,2,4,3,2.8,4,100,NA,1,1,3.4,0,5,59,0,0,NA,1,0,40,1,0,FALSE,4,NA,NA,1012,NA,NA,NA,2,2,0,0,1,8,4,NA,NA,0.841875471255586,0.0135638870172813,-1.36327300540094,-1.22952276605159,1.09276685610229,0.431253377522103,-0.148541343680677,-0.217509591027176,-0.754560102978986,-0.471625879925842,0.599458861684051,0.406207512192955,"Baghauli (pole no.2)",8.98719694566197,8.51719339141622,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",5000,3000,300,56,NA,1,2,6,0,0.5,0,0,1,1,2.83333333333333,2.14285714285714,3,2,3,2,2.4,4,70,NA,0,0,3.8,0.2,2,47,0,0,NA,1,0,37,1,0,FALSE,6,NA,NA,1011,NA,NA,NA,1,3,0,2,1,10,6,NA,NA,0.313507524313146,0.202950920636842,0.645553207503774,0.792167261668378,-0.210637215531061,-0.119308511572197,-0.148541343680677,-0.217509591027176,0.141749435138335,0.154870196246575,-0.984236947331458,-0.339904310111512,"Baghauli (pole no.1)",8.51719339141622,8.00636790098353,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",8000,5000,500,100,NA,1,3,5,0,0.333333333333333,1,0,1,0.3,3.83333333333333,2.57142857142857,4,4,4,4,3.8,3,100,NA,1,1,3.2,0.1,2,48,0,0,NA,0,1,40,0,1,FALSE,9,NA,NA,1013,NA,NA,NA,2,2,1,2,2,14,9,NA,NA,1.81689586408533,1.12165503658603,0.816532290928784,0.621153722274608,0.726083979313805,0.20401851518371,-0.202192529422964,-0.309175309933639,1.48621374231432,1.0946143105052,1.17525130208364,0.235781434035458,"Bairagi gav",8.98719694566197,8.51719339141622,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",6000,45000,1000,75,450,1,3,3,0,0,0,0,6,19.6,3.5,2.14285714285714,4,4,4,4,4,4,150,NA,0,0,3.2,0.3,1,28,1,1,0,0,1,50,0,0,TRUE,12,0.2,10.3333333333333,1013,10.3333333333333,17,7.33333333333333,5,4,0,3,1,8,12,0,10,13.5002019366331,1.01617004182309,0.576831270269206,0.126597961845039,-0.767332865005008,-0.378574095383095,2.86616532532453,2.54711415387728,0.831707111527039,0.597046651948618,0.68016758073187,-0.234828355139058,"Bairagi gav",8.69951491487685,10.7144177909747,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"72",5000,1000,0,50,NA,1,2,3,0,0,0,0,6,24.3,2.66666666666667,0,3,3,3,2,2.6,3,70,NA,0,0,3.2,0,2,33,1,0,NA,0,1,35,0,0,FALSE,15,NA,NA,1013,NA,NA,NA,2,3,0,2,1,8,15,NA,NA,-0.556434084989005,0.120738643208285,0.286001676514408,0.050333621024025,-0.767332865005008,-0.378574095383095,3.22639471530846,3.16258398082067,-1.57837894692347,-1.33807107120674,-1.22474796942272,-0.567576240571548,"Bairagi gav",8.51719339141622,6.90775627898164,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"73",1500,1000,0,50,NA,1,1,3,0,0,0,0,0,0,3.33333333333333,0,4,4,4,4,3.4,3,50,NA,0,0,2.8,0.2,2,48,0,0,NA,0,1,55,0,1,FALSE,20,NA,NA,1013,NA,NA,NA,1,2,0,1,2,14,20,NA,NA,-1.06102724574589,-0.357493080969539,-0.0048279172403913,-0.025930719796989,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.88842127053477,-0.895894615504693,-0.178669441304733,-0.206117023689639,"Bairagi gav",7.31322105375675,6.90775627898164,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",6000,3000,0,50,NA,1,2,4,0,0,0,0,0,0,2.83333333333333,1.85714285714286,3,3,3,3,3,3,100,NA,0,0,3.2,0.1,2,28,1,0,NA,0,1,45,0,0,FALSE,18,NA,NA,1013,NA,NA,NA,3,3,0,2,1,8,18,NA,NA,0.175724454068926,0.280356410784508,0.405852186844196,0.297611501238809,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.0646024265902822,-0.0294494242237985,-0.815671828821176,-0.631123632515078,"Bairagi gav",8.69951491487685,8.00636790098353,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",5000,4000,0,84,NA,1,2,5,0,0,0,0,1,1,3,2.42857142857143,4,4,4,3,3.2,3,50,NA,0,0,3.8,0,2,22,1,0,NA,0,1,40,0,0,FALSE,2,NA,NA,1014,NA,NA,NA,4,2,0,2,0,10,2,NA,NA,0.576233627109206,0.53458337480099,0.525702697173985,0.544889381453593,-0.767332865005008,-0.378574095383095,-0.148541343680677,-0.217509591027176,0.520590715964129,0.449733930642459,0.00117016620045837,0.177016233399266,"Bakaini",8.51719339141622,8.294049890102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",3000,2000,0,56,NA,1,2,4,0,0,0,0,0,0,3,2,3,3,2,2,2.4,3,50,NA,0,1,3,0.1,2,58,0,0,NA,0,1,60,0,0,FALSE,10,NA,NA,1014,NA,NA,NA,2,2,0,1,1,12,10,NA,NA,-0.506540128433028,-0.0740981146230896,0.405852186844196,0.297611501238809,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,0.211062923371202,0.173254499936899,-1.18239084311771,-0.517767347818965,"Bakaini",8.00636790098353,7.60090295954196,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",2000,1500,0,56,NA,1,2,4,0,0,0,0,0,0,3.5,0,3,2,2,3,2.2,3,50,NA,0,0,3,0.1,2,47,0,0,NA,0,1,55,0,0,FALSE,3,NA,NA,1014,NA,NA,NA,4,2,0,1,2,12,3,NA,NA,-0.797706869073987,-0.216480783126679,0.405852186844196,0.297611501238809,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.715931851437594,-0.785350501579182,-1.67573085273323,-0.715577845023416,"Bakaini",7.60090295954196,7.31322105375675,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",1500,1000,0,56,0,1,1,2,0,0,0,0,6,3,3.16666666666667,0,5,4,5,5,4,5,100,NA,0,0,2.6,0.2,1,32,1,1,0,0,1,43,0,0,TRUE,1,4,13.3333333333333,1014,13.3333333333333,0.666666666666667,0.333333333333333,3,2,0,1,1,12,1,4,13,-1.01678887246396,-0.290544633890579,-0.12467842757018,-0.273208600011773,-0.767332865005008,-0.378574095383095,1.59386577772174,0.373327105524016,-1.06091068963195,-1.0064387294302,1.14031661875677,0.217452231487425,"Bakaini",7.31322105375675,6.90775627898164,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
"80",6000,4000,1000,56,NA,1,2,4,0,0,1,0,1,0.3,2.33333333333333,2.71428571428571,2,5,2,2,2.6,3,200,NA,0,0,3.8,0.3,2,46,0,0,NA,0,1,37,1,0,TRUE,NA,NA,NA,1015,NA,NA,NA,0,2,0,0,2,10,NA,NA,NA,1.30633793117636,0.333073918087732,0.405852186844196,0.297611501238809,0.354953546331173,0.0311747926431108,-0.202192529422964,-0.309175309933639,0.0369849013040432,0.191877095410789,-0.656739463083692,-0.129895472373634,"Balaha",8.69951491487685,8.294049890102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",10000,5000,0,56,250,1,2,3,0,0,0,0,1,3,3.66666666666667,2.57142857142857,4,4,4,5,4.2,5,200,NA,0,1,3.4,0,1,33,1,1,0,0,1,20,1,0,TRUE,NA,25,13.3333333333333,1015,13.3333333333333,2.33333333333333,0.666666666666667,4,2,0,2,4,10,NA,25,13,1.38462978991469,0.916835531877826,0.286001676514408,0.050333621024025,-0.767332865005008,-0.378574095383095,0.00474775844014188,0.044392462991289,1.31372432321714,0.984070196579689,1.84414616638781,0.294985133738751,"Balaha",9.21034047197618,8.51719339141622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",0,0,0,56,NA,1,2,4,0,0,0,0,2,0.2,4,0,2,2,3,2,2.2,3,100,NA,0,1,3.4,0,2,55,0,0,NA,1,0,60,1,0,FALSE,NA,NA,NA,1015,NA,NA,NA,5,1,0,2,4,12,NA,NA,NA,-1.52703761649489,-0.506991153158069,0.405852186844196,0.297611501238809,-0.767332865005008,-0.378574095383095,0.107966619327315,-0.256483484128017,-0.198463594146066,-0.45371815980265,-1.15195355419118,-0.443921257169231,"Balaha",-6.90775527898214,-6.90775527898214,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",20000,10000,6000,280,250,1,7,12,0,1,1.5,0,12,63,3.66666666666667,3.57142857142857,4,4,4,4,3.6,4,250,4,1,0,4.6,0.4,1,28,1,1,0,1,0,45,1,0,TRUE,NA,30,15,1015,15,4,2.66666666666667,4,3,0,3,2,10,NA,30,15,10.7021465614681,4.6857448729166,2.8188042382565,2.65715624706215,2.02948805094716,0.75458040427801,8.09948046448421,8.62511029711725,2.0359558392673,1.629188868226,1.92623371137644,0.986198608285443,"Balaha",9.90348760253613,9.21034047197618,4,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",5000,4500,0,64,NA,1,2,5,0,0,0,0,4,9.2,3.33333333333333,2.85714285714286,2,2,2,2,1.8,3,200,NA,0,0,3.6,0.2,2,49,0,0,NA,0,1,45,1,0,FALSE,NA,NA,NA,1016,NA,NA,NA,4,2,0,2,2,10,NA,NA,NA,0.5757696489751,0.317166917562002,0.525702697173985,0.544889381453593,-0.767332865005008,-0.378574095383095,1.43341478658364,1.05364961596817,1.17509734675141,0.947301589199041,-1.55834681515782,-0.449043037253008,"Bangushri",8.51719339141622,8.41183289798061,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"85",7000,3000,0,285,NA,1,1,12,0,2.16666666666667,0,0,2,2.2,3.83333333333333,2.85714285714286,4,4,4,5,3.8,3,100,NA,0,0,3.8,0.2,5,55,0,0,NA,0,1,30,1,0,TRUE,NA,NA,NA,1016,NA,NA,NA,3,2,0,2,3,13,NA,NA,NA,2.05256354877979,3.03914155685647,1.07382667572771,2.19957020213607,1.6450149493821,0.744910101130796,0.261255721448133,0.00541856989044825,1.69256560404294,1.27893393097557,0.731105842862182,0.175617969920549,"Bangushri",8.85366557089458,8.00636790098353,0,1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
