wave,duration,country,device,sex,age,agerecode,vaccine,south_korea_score,china_score,usa_score,japan_score,ideology,education,region_ar,region_br,region_co,region_cl,region_mx,region_pe,delta_china,delta_usa,income,region_code,country_name,respondent_code,news_experiment,both_waves,excluded
2020,395,4,3,1,64,6,0,95,40,95,98,10,10,,,,13,,,,,2,13,Chile,156,1,1,0
2021,415,4,1,1,65,6,1,95,75,90,100,9,10,,,,13,,,35,-5,2,13,Chile,156,1,1,0
2020,304,4,3,1,64,6,0,100,60,0,90,3,8,,,,13,,,,,2,13,Chile,157,1,1,0
2021,335,4,3,1,66,7,1,80,70,70,70,3,9,,,,13,,,10,70,2,13,Chile,157,1,1,0
2020,366,6,3,0,34,3,0,,70,60,60,0,9,,,,,,20,,,2,20,Peru,158,0,1,0
2021,370,6,3,0,35,3,0,40,10,50,,1,9,,,,,,20,,-10,1,20,Peru,158,1,1,0
2020,209,1,3,1,22,2,0,60,80,90,80,5,6,2,,,,,,,,1,2,Argentina,159,1,1,0
2021,560,1,3,1,23,2,1,80,60,90,90,6,6,2,,,,,,-20,0,2,2,Argentina,159,1,1,0
2020,523,2,3,0,57,6,0,10,10,50,10,10,5,,2841,,,,,,,1,2841,Brazil,160,1,1,0
2021,251,2,1,0,58,6,0,100,80,100,70,5,5,,2841,,,,,70,50,1,2841,Brazil,160,1,1,0
2020,243,1,1,1,60,6,0,30,70,80,100,5,7,10,,,,,,,,3,10,Argentina,161,1,1,0
2021,375,1,1,1,61,6,1,30,70,70,70,5,7,10,,,,,,0,-10,2,10,Argentina,161,1,1,0
2020,224,1,1,0,49,5,0,,100,10,,4,6,2,,,,,,,,2,2,Argentina,162,1,0,1
2020,391,5,1,0,49,5,0,70,50,70,60,8,10,,,,,34,,,,1,34,Mexico,163,1,0,1
2020,139,2,1,0,26,3,0,20,40,0,50,3,9,,2821,,,,,,,1,2821,Brazil,164,1,1,0
2021,454,2,1,0,27,3,0,30,50,0,60,2,9,,2821,,,,,10,0,1,2821,Brazil,164,1,1,0
2020,850,5,3,0,52,5,0,,50,40,80,10,9,,,,,49,,,,2,49,Mexico,165,0,1,0
2021,579,5,3,0,53,5,1,70,60,70,70,6,9,,,,,49,,10,30,3,49,Mexico,165,0,1,0
2020,343,6,1,1,53,5,0,,50,90,,5,9,,,,,,21,,,2,21,Peru,166,1,0,1
2020,342,1,1,1,55,5,0,100,20,70,90,7,8,24,,,,,,,,3,24,Argentina,167,1,1,0
2021,338,1,1,1,56,6,0,99,0,97,98,9,8,24,,,,,,-20,27,3,24,Argentina,167,1,1,0
2020,143,4,3,0,31,3,0,0,5,0,3,4,5,,,,4,,,,,3,4,Chile,168,0,1,0
2021,208,4,3,0,32,3,1,40,30,40,40,7,6,,,,4,,,25,40,2,4,Chile,168,0,1,0
2020,196,6,3,0,57,6,0,90,50,80,90,7,9,,,,,,15,,,2,15,Peru,169,0,0,1
2020,285,2,3,1,20,2,0,70,95,60,99,2,7,,2841,,,,,,,3,2841,Brazil,170,1,1,0
2021,366,2,3,1,21,2,0,80,90,30,100,0,7,,2841,,,,,-5,-30,2,2841,Brazil,170,1,1,0
2020,416,2,3,0,22,2,0,60,100,100,70,10,7,,2841,,,,,,,3,2841,Brazil,171,0,0,1
2020,330,1,1,1,75,7,0,10,10,20,50,10,4,2,,,,,,,,2,2,Argentina,172,0,0,1
2020,1659,6,1,0,35,3,0,,10,50,,5,9,,,,,,4,,,2,4,Peru,173,0,1,0
2021,192,6,1,0,36,4,0,,10,80,,5,9,,,,,,4,,30,1,4,Peru,173,0,1,0
2020,318,2,1,0,53,5,0,30,40,95,85,5,10,,2833,,,,,,,1,2833,Brazil,174,0,1,0
2021,530,2,1,0,54,5,0,,10,50,50,5,10,,2833,,,,,,-45,1,2833,Brazil,174,1,1,0
2020,204,2,2,0,47,5,0,,50,100,100,10,9,,2841,,,,,,,4,2841,Brazil,175,0,1,0
2021,448,2,3,0,48,5,1,0,10,30,70,5,9,,2841,,,,,-40,-70,4,2841,Brazil,175,1,1,0
2020,299,2,3,0,20,2,0,90,50,60,80,6,5,,2841,,,,,,,3,2841,Brazil,176,1,1,0
2021,249,2,3,0,21,2,0,80,50,69,67,6,5,,2841,,,,,0,9,2,2841,Brazil,176,1,1,0
2020,236,3,3,0,44,4,0,40,30,60,40,3,6,,,5,,,,,,3,5,Colombia,177,0,1,0
2021,952,3,1,0,45,4,1,10,0,20,0,5,6,,,5,,,,-30,-40,3,5,Colombia,177,1,1,0
2020,624,4,3,0,19,2,0,,10,0,,5,8,,,,14,,,,,2,14,Chile,178,1,0,1
2020,206,1,3,1,23,2,0,40,70,70,60,5,9,12,,,,,,,,2,12,Argentina,179,1,0,1
2020,1412,6,3,0,35,3,0,70,70,50,60,9,8,,,,,,14,,,3,14,Peru,180,1,0,1
2020,312,4,3,0,23,2,0,,50,50,50,10,8,,,,13,,,,,4,13,Chile,181,0,0,1
2020,379,4,1,0,28,3,0,80,92,60,90,5,9,,,,14,,,,,3,14,Chile,182,1,0,1
2020,466,3,1,0,29,3,0,100,80,50,80,3,8,,,5,,,,,,3,5,Colombia,183,0,0,1
2020,140,2,3,1,25,2,0,70,40,1,3,4,10,,2839,,,,,,,2,2839,Brazil,184,1,0,1
2020,292,2,3,1,62,6,0,70,80,50,90,10,10,,2833,,,,,,,1,2833,Brazil,185,1,1,0
2021,269,2,1,1,63,6,0,80,0,80,80,8,10,,2833,,,,,-80,30,1,2833,Brazil,185,0,1,0
2020,288,6,3,1,42,4,0,30,70,80,80,8,9,,,,,,4,,,3,4,Peru,186,1,1,0
2021,1264,6,3,1,43,4,0,1,25,25,25,6,9,,,,,,4,-45,-55,2,4,Peru,186,1,1,0
2020,573,4,1,1,77,7,0,60,50,70,90,9,9,,,,10,,,,,3,10,Chile,187,0,1,0
2021,662,4,1,1,78,7,1,80,70,70,90,9,9,,,,10,,,20,0,3,10,Chile,187,1,1,0
2020,544,3,3,0,47,5,0,70,20,90,70,7,9,,,17,,,,,,1,17,Colombia,188,1,1,0
2021,574,3,3,0,48,5,1,70,45,79,68,7,9,,,17,,,,25,-11,1,17,Colombia,188,0,1,0
2020,393,6,1,1,35,3,0,60,80,70,100,7,10,,,,,,10,,,1,10,Peru,189,0,0,1
2020,373,3,1,1,54,5,0,,10,90,,2,9,,,1,,,,,,2,1,Colombia,190,1,0,1
2020,335,1,1,1,47,5,0,60,50,30,70,2,7,2,,,,,,,,2,2,Argentina,191,1,1,0
2021,666,1,3,1,48,5,0,30,20,35,25,5,9,2,,,,,,-30,5,1,2,Argentina,191,1,1,0
2020,180,3,1,0,56,6,0,100,100,1,100,0,10,,,1,,,,,,2,1,Colombia,192,1,1,0
2021,350,3,3,0,57,6,1,60,60,90,60,5,10,,,1,,,,-40,,3,1,Colombia,192,0,1,0
2020,183,2,3,0,25,2,0,6,5,0,7,0,8,,2831,,,,,,,3,2831,Brazil,193,0,0,1
2020,345,1,3,1,57,6,0,50,50,0,50,5,4,1,,,,,,,,4,1,Argentina,194,1,0,1
2020,352,1,1,1,26,3,0,,65,40,80,5,8,6,,,,,,,,1,6,Argentina,195,1,1,0
2021,385,1,1,1,27,3,1,40,50,70,70,7,9,6,,,,,,-15,30,1,6,Argentina,195,1,1,0
2020,220,6,1,1,26,3,0,60,60,50,70,6,9,,,,,,15,,,2,15,Peru,196,0,1,0
2021,805,6,1,1,27,3,0,10,1,50,20,5,9,,,,,,15,-59,0,2,15,Peru,196,0,1,0
2020,456,4,1,1,66,7,0,50,60,30,70,4,9,,,,13,,,,,3,13,Chile,197,0,1,0
2021,392,4,1,1,67,7,1,60,60,50,70,5,9,,,,13,,,0,20,2,13,Chile,197,1,1,0
2020,329,2,3,1,27,3,0,50,50,50,50,5,5,,2841,,,,,,,2,2841,Brazil,198,1,0,1
2020,182,2,3,1,20,2,0,90,94,100,95,5,10,,2839,,,,,,,1,2839,Brazil,199,0,1,0
2021,704,2,1,1,21,2,0,100,100,100,100,5,8,,2839,,,,,6,0,1,2839,Brazil,199,1,1,0
2020,534,1,3,1,40,4,0,,50,10,,3,5,3,,,,,,,,2,3,Argentina,200,1,1,0
2021,529,1,1,1,40,4,0,90,30,50,90,2,5,3,,,,,,-20,40,2,3,Argentina,200,0,1,0
2020,373,5,3,1,44,4,0,,10,50,,5,7,,,,,33,,,,2,33,Mexico,201,1,0,1
2020,401,2,1,0,25,2,0,90,40,50,80,4,9,,2841,,,,,,,2,2841,Brazil,202,1,1,0
2021,1155,2,1,0,26,3,0,95,40,60,98,4,9,,2841,,,,,0,10,1,2841,Brazil,202,0,1,0
2020,234,5,3,1,46,5,0,50,0,30,90,5,10,,,,,46,,,,1,46,Mexico,203,1,1,0
2021,330,5,3,1,47,5,1,70,50,80,100,5,10,,,,,46,,50,50,1,46,Mexico,203,1,1,0
2020,608,5,3,1,54,5,0,70,70,60,80,2,8,,,,,51,,,,2,51,Mexico,204,1,1,0
2021,283,5,3,1,55,5,0,80,70,90,80,3,8,,,,,51,,0,30,1,51,Mexico,204,0,1,0
2020,1215,1,1,1,52,5,0,70,25,65,70,8,6,2,,,,,,,,3,2,Argentina,205,0,1,0
2021,476,1,3,1,53,5,1,80,25,50,80,8,6,2,,,,,,0,-15,3,2,Argentina,205,1,1,0
2020,344,3,3,0,25,2,0,65,60,50,70,5,9,,,1,,,,,,2,1,Colombia,206,1,1,0
2021,437,3,3,0,26,3,1,65,65,50,80,4,9,,,1,,,,5,0,2,1,Colombia,206,1,1,0
2020,311,3,1,1,50,5,0,60,50,60,80,5,7,,,17,,,,,,2,17,Colombia,207,1,1,0
2021,357,3,1,1,51,5,0,70,70,70,70,5,7,,,17,,,,20,10,3,17,Colombia,207,1,1,0
2020,202,6,1,0,18,2,0,20,20,50,20,3,5,,,,,,15,,,2,15,Peru,208,0,0,1
2020,450,3,1,0,31,3,0,80,60,60,60,2,10,,,1,,,,,,2,1,Colombia,209,1,1,0
2021,508,3,3,0,32,3,1,80,60,60,70,2,10,,,1,,,,0,0,1,1,Colombia,209,1,1,0
2020,305,4,1,0,44,4,0,40,80,50,80,6,9,,,,13,,,,,4,13,Chile,210,1,0,1
2020,359,6,3,1,23,2,0,70,50,30,80,8,8,,,,,,13,,,4,13,Peru,211,1,0,1
2020,352,3,3,1,32,3,0,,70,30,,5,9,,,11,,,,,,4,11,Colombia,212,1,1,0
2021,390,3,3,1,32,3,0,90,90,90,90,5,9,,,11,,,,20,,2,11,Colombia,212,1,1,0
2020,232,5,3,0,33,3,0,,50,30,,5,9,,,,,46,,,,2,46,Mexico,213,1,0,1
2020,395,3,2,1,34,3,0,99,80,80,95,9,7,,,17,,,,,,3,17,Colombia,214,1,1,0
2021,273,3,3,1,34,3,0,98,85,90,99,9,7,,,17,,,,5,10,3,17,Colombia,214,1,1,0
2020,221,6,3,0,43,4,0,70,80,30,80,5,9,,,,,,13,,,3,13,Peru,215,1,0,1
2020,395,4,3,1,19,2,0,40,55,60,70,5,5,,,,9,,,,,1,9,Chile,216,0,0,1
2020,1621,3,1,0,38,4,0,20,50,50,60,8,7,,,1,,,,,,2,1,Colombia,217,0,1,0
2021,380,3,1,0,39,4,1,30,20,90,80,6,7,,,1,,,,-30,40,3,1,Colombia,217,1,1,0
2020,146,5,1,0,42,4,0,0,0,70,90,3,9,,,,,43,,,,2,43,Mexico,218,0,1,0
2021,270,5,3,0,43,4,0,30,30,30,30,5,9,,,,,43,,30,-40,3,43,Mexico,218,1,1,0
2020,194,4,3,1,70,7,0,,50,90,80,7,10,,,,13,,,,,1,13,Chile,219,1,1,0
2021,453,4,3,1,71,7,1,30,30,30,39,0,10,,,,13,,,-20,,1,13,Chile,219,1,1,0
2020,460,3,3,0,26,3,0,80,50,80,40,5,5,,,6,,,,,,3,6,Colombia,220,1,1,0
2021,321,3,3,0,27,3,0,70,50,70,30,4,5,,,7,,,,0,-10,3,7,Colombia,220,1,1,0
2020,195,3,1,1,58,6,0,80,50,90,85,6,9,,,17,,,,,,2,17,Colombia,221,0,1,0
2021,336,3,1,1,59,6,0,80,80,90,90,5,9,,,17,,,,30,0,1,17,Colombia,221,1,1,0
2020,339,3,1,1,43,4,0,80,80,90,80,5,9,,,2,,,,,,2,2,Colombia,222,1,1,0
2021,254,3,3,1,44,4,1,55,50,70,55,5,9,,,2,,,,-30,-20,3,2,Colombia,222,1,1,0
2020,354,1,1,1,32,3,0,50,70,50,60,2,10,3,,,,,,,,2,3,Argentina,223,1,1,0
2021,798,1,1,1,33,3,0,20,50,30,40,2,10,3,,,,,,-20,-20,2,3,Argentina,223,1,1,0
2020,401,6,3,0,69,7,0,30,30,50,30,10,8,,,,,,4,,,2,4,Peru,224,0,1,0
2021,453,6,3,0,70,7,0,25,10,25,25,3,9,,,,,,4,,-25,3,4,Peru,224,0,1,0
2020,246,4,3,0,28,3,0,30,50,70,70,7,9,,,,13,,,,,1,13,Chile,225,1,0,1
2020,209,2,2,1,38,4,0,1,0,1,1,0,5,,2841,,,,,,,3,2841,Brazil,226,1,0,1
2020,255,3,3,0,31,3,0,80,70,50,70,5,10,,,1,,,,,,1,1,Colombia,227,1,0,1
2020,348,3,2,1,25,2,0,40,70,50,75,4,9,,,17,,,,,,4,17,Colombia,228,1,1,0
2021,244,3,3,1,26,3,0,70,60,65,80,4,9,,,12,,,,-10,15,3,12,Colombia,228,1,1,0
2020,218,2,3,0,48,5,0,,0,80,95,5,5,,2841,,,,,,,2,2841,Brazil,229,0,1,0
2021,321,2,3,0,49,5,0,,60,50,70,5,8,,2841,,,,,60,-30,2,2841,Brazil,229,1,1,0
2020,420,2,1,1,25,2,0,100,50,70,70,3,5,,2841,,,,,,,1,2841,Brazil,230,1,0,1
2020,282,3,1,1,48,5,0,80,60,70,80,4,9,,,2,,,,,,2,2,Colombia,231,1,0,1
2020,615,3,3,1,40,4,0,,10,100,70,5,8,,,9,,,,,,3,9,Colombia,232,1,0,1
2020,374,2,3,0,20,2,0,,45,80,,5,5,,2841,,,,,,,3,2841,Brazil,233,0,0,1
2020,324,4,1,0,65,6,0,,90,90,90,5,10,,,,5,,,,,1,5,Chile,234,1,1,0
2021,367,4,1,0,66,7,1,,70,50,,5,10,,,,5,,,-20,-40,1,5,Chile,234,0,1,0
2020,326,5,3,1,52,5,0,10,100,10,100,0,9,,,,,24,,,,4,24,Mexico,235,1,0,1
2020,301,5,2,1,35,3,0,60,75,75,95,5,9,,,,,35,,,,3,35,Mexico,236,1,0,1
2020,294,2,1,0,24,2,0,60,10,80,70,9,9,,2829,,,,,,,2,2829,Brazil,237,1,1,0
2021,231,2,3,0,25,2,0,,1,80,50,8,9,,2829,,,,,-9,0,3,2829,Brazil,237,0,1,0
2020,518,3,3,0,25,2,0,,0,40,50,0,5,,,1,,,,,,4,1,Colombia,238,1,0,1
2020,213,2,3,1,50,5,0,70,70,60,60,8,5,,2834,,,,,,,2,2834,Brazil,239,1,0,1
2020,229,6,1,1,51,5,0,70,80,20,75,1,8,,,,,,7,,,2,7,Peru,240,1,0,1
2020,422,6,3,0,55,5,0,50,20,40,30,9,8,,,,,,4,,,1,4,Peru,241,1,1,0
2021,542,6,3,0,56,6,1,,40,40,50,10,8,,,,,,4,20,0,2,4,Peru,241,1,1,0
2020,270,5,3,1,52,5,0,85,60,90,100,7,9,,,,,32,,,,2,32,Mexico,242,0,0,1
2020,274,5,3,0,47,5,0,30,50,30,70,5,7,,,,,33,,,,3,33,Mexico,243,1,1,0
2021,299,5,3,0,47,5,1,,70,50,80,5,7,,,,,33,,20,20,2,33,Mexico,243,1,1,0
2020,195,2,1,1,40,4,0,80,15,100,95,9,7,,2841,,,,,,,1,2841,Brazil,244,0,1,0
2021,207,2,1,1,40,4,1,90,0,100,90,9,9,,2841,,,,,-15,0,1,2841,Brazil,244,0,1,0
2020,311,1,1,1,77,7,0,90,70,50,100,4,3,5,,,,,,,,2,5,Argentina,245,1,1,0
2021,501,1,1,1,78,7,0,100,70,80,100,4,3,5,,,,,,0,30,2,5,Argentina,245,1,1,0
2020,294,2,3,0,53,5,0,68,90,65,80,5,8,,2841,,,,,,,2,2841,Brazil,246,1,1,0
2021,364,2,3,0,54,5,0,58,95,35,89,9,8,,2841,,,,,5,-30,1,2841,Brazil,246,1,1,0
2020,316,3,3,0,58,6,0,70,70,80,100,5,10,,,1,,,,,,2,1,Colombia,247,0,1,0
2021,259,3,3,0,59,6,1,80,70,70,95,6,10,,,1,,,,0,-10,2,1,Colombia,247,0,1,0
2020,860,2,1,1,25,2,0,30,20,70,20,9,5,,2831,,,,,,,1,2831,Brazil,248,1,0,1
2020,414,3,3,0,67,7,0,80,90,50,,8,9,,,1,,,,,,1,1,Colombia,249,0,1,0
2021,378,3,3,0,68,7,1,,70,50,,10,9,,,4,,,,-20,0,2,4,Colombia,249,0,1,0
2020,663,4,1,1,79,7,0,,70,50,,5,9,,,,13,,,,,3,13,Chile,250,1,1,0
2021,1002,4,1,1,80,7,1,,50,50,,7,9,,,,13,,,-20,0,1,13,Chile,250,0,1,0
2020,239,3,3,0,45,4,0,100,70,80,90,5,9,,,1,,,,,,3,1,Colombia,251,0,1,0
2021,256,3,3,0,46,5,1,,6,10,40,5,9,,,1,,,,-64,-70,1,1,Colombia,251,1,1,0
2020,227,3,1,0,65,6,0,90,0,60,90,9,9,,,1,,,,,,2,1,Colombia,252,1,1,0
2021,346,3,1,0,66,7,0,60,20,60,80,9,9,,,1,,,,20,0,2,1,Colombia,252,1,1,0
2020,266,1,3,1,64,6,0,60,30,50,60,7,4,3,,,,,,,,2,3,Argentina,253,1,0,1
2020,245,2,3,0,55,5,0,50,30,20,20,10,5,,2839,,,,,,,2,2839,Brazil,254,0,1,0
2021,341,2,3,0,56,6,1,80,20,50,60,10,5,,2839,,,,,-10,30,1,2839,Brazil,254,1,1,0
2020,370,4,3,1,49,5,0,50,50,10,50,0,7,,,,9,,,,,4,9,Chile,255,1,1,0
2021,729,4,3,1,50,5,0,50,70,40,60,0,8,,,,9,,,20,30,3,9,Chile,255,0,1,0
2020,527,3,1,1,29,3,0,50,80,80,80,2,9,,,1,,,,,,1,1,Colombia,256,1,0,1
2020,182,5,3,1,46,5,0,80,50,30,80,5,9,,,,,28,,,,2,28,Mexico,257,1,0,1
2020,230,3,1,0,68,7,0,,10,40,,5,9,,,1,,,,,,2,1,Colombia,258,1,1,0
2021,240,3,1,0,68,7,0,,10,80,,7,9,,,5,,,,,40,1,5,Colombia,258,1,1,0
2020,213,2,1,1,50,5,0,70,70,70,70,6,10,,2841,,,,,,,3,2841,Brazil,259,1,0,1
2020,158,3,1,0,55,5,0,80,0,80,100,10,10,,,1,,,,,,3,1,Colombia,260,1,1,0
2021,158,3,1,0,56,6,0,90,50,90,90,8,10,,,1,,,,50,10,1,1,Colombia,260,1,1,0
2020,246,3,3,0,24,2,0,42,30,90,60,7,9,,,1,,,,,,1,1,Colombia,261,0,0,1
2020,331,3,1,1,37,4,0,50,80,70,80,2,8,,,1,,,,,,3,1,Colombia,262,0,0,1
2020,247,5,1,1,55,5,0,40,30,70,80,8,10,,,,,28,,,,4,28,Mexico,263,1,0,1
2020,294,5,3,0,23,2,0,10,70,50,70,10,8,,,,,34,,,,2,34,Mexico,264,1,1,0
2021,276,5,3,0,24,2,1,60,50,70,80,10,8,,,,,34,,-20,20,1,34,Mexico,264,1,1,0
2020,266,2,3,0,44,4,0,60,50,70,50,5,6,,2824,,,,,,,3,2824,Brazil,265,1,1,0
2021,281,2,3,0,46,5,0,60,60,70,70,5,8,,2824,,,,,10,0,3,2824,Brazil,265,1,1,0
2020,221,5,3,0,41,4,0,,70,50,90,0,8,,,,,30,,,,1,30,Mexico,266,1,0,1
2020,310,5,3,0,36,4,0,,60,50,,8,9,,,,,23,,,,3,23,Mexico,267,1,1,0
2021,314,5,3,0,37,4,1,,35,50,45,7,9,,,,,23,,-25,0,3,23,Mexico,267,1,1,0
2020,342,3,3,1,42,4,0,100,80,100,80,10,5,,,1,,,,,,3,1,Colombia,268,0,1,0
2021,398,3,3,1,44,4,0,100,0,50,100,2,5,,,1,,,,-80,-50,3,1,Colombia,268,1,1,0
2020,350,1,1,0,56,6,0,40,50,40,50,3,5,8,,,,,,,,3,8,Argentina,269,0,1,0
2021,2551,1,1,0,57,6,0,5,7,4,8,5,8,8,,,,,,-43,-36,2,8,Argentina,269,1,1,0
2020,287,1,3,1,56,6,0,30,30,30,70,3,7,2,,,,,,,,2,2,Argentina,270,0,0,1
2020,239,3,3,1,38,4,0,70,50,80,90,10,8,,,1,,,,,,2,1,Colombia,271,0,0,1
2020,143,5,3,0,28,3,0,100,50,50,100,5,9,,,,,27,,,,2,27,Mexico,272,0,0,1
2020,1071,4,3,0,27,3,0,,60,90,60,5,5,,,,13,,,,,3,13,Chile,273,1,1,0
2021,752,4,3,0,28,3,1,,70,60,,3,7,,,,13,,,10,,2,13,Chile,273,1,1,0
2020,499,1,3,1,49,5,0,10,90,10,50,0,5,2,,,,,,,,2,2,Argentina,274,1,0,1
2020,311,2,3,0,27,3,0,,0,25,10,4,9,,2841,,,,,,,2,2841,Brazil,275,1,1,0
2021,230,2,3,0,28,3,1,50,50,50,50,2,10,,2841,,,,,50,25,1,2841,Brazil,275,0,1,0
2020,222,4,3,0,29,3,0,88,10,50,88,4,9,,,,13,,,,,3,13,Chile,276,0,0,1
2020,608,5,1,1,75,7,0,90,80,50,100,5,9,,,,,28,,,,3,28,Mexico,277,0,1,0
2021,265,5,1,1,76,7,0,80,70,90,90,6,10,,,,,28,,-10,40,3,28,Mexico,277,0,1,0
2020,382,3,3,1,44,4,0,,50,60,60,5,5,,,1,,,,,,3,1,Colombia,278,0,0,1
2020,174,4,3,0,32,3,0,50,70,30,60,0,9,,,,13,,,,,3,13,Chile,279,1,0,1
2020,350,4,3,1,50,5,0,30,50,30,70,1,10,,,,9,,,,,2,9,Chile,280,1,0,1
2020,281,4,1,1,76,7,0,,50,50,70,5,9,,,,8,,,,,2,8,Chile,281,1,0,1
2020,596,3,1,0,24,2,0,80,50,50,60,5,9,,,17,,,,,,2,17,Colombia,282,0,1,0
2021,586,3,1,0,25,2,0,60,50,45,50,5,9,,,17,,,,0,-5,2,17,Colombia,282,1,1,0
2020,524,5,3,1,35,3,0,100,90,80,100,5,10,,,,,28,,,,1,28,Mexico,283,1,1,0
2021,615,5,3,1,36,4,0,50,100,100,70,4,7,,,,,28,,10,20,3,28,Mexico,283,1,1,0
2020,411,1,3,0,26,3,0,30,70,70,80,6,9,6,,,,,,,,3,6,Argentina,284,1,0,1
2020,312,3,3,0,31,3,0,,10,30,,5,8,,,17,,,,,,3,17,Colombia,285,1,1,0
2021,558,3,3,0,32,3,1,30,50,70,50,5,7,,,17,,,,,40,2,17,Colombia,285,0,1,0
2020,314,2,1,0,34,3,0,90,40,40,80,5,10,,2826,,,,,,,3,2826,Brazil,286,1,0,1
2020,305,4,3,1,38,4,0,70,80,100,100,5,7,,,,8,,,,,3,8,Chile,287,0,0,1
2020,214,4,3,0,58,6,0,80,60,70,80,9,7,,,,13,,,,,3,13,Chile,288,1,1,0
2021,256,4,3,0,58,6,1,60,60,60,90,8,7,,,,13,,,0,-10,3,13,Chile,288,1,1,0
2020,229,1,3,0,41,4,0,80,20,30,70,7,9,1,,,,,,,,2,1,Argentina,289,0,1,0
2021,328,1,3,0,42,4,1,50,20,90,,5,9,1,,,,,,0,60,1,1,Argentina,289,1,1,0
2020,417,3,3,0,21,2,0,80,50,60,70,5,7,,,17,,,,,,3,17,Colombia,290,1,0,1
2020,489,6,1,0,57,6,0,10,10,10,,5,6,,,,,,15,,,4,15,Peru,291,1,1,0
2021,683,6,3,0,57,6,1,40,70,50,70,8,5,,,,,,15,60,40,3,15,Peru,291,0,1,0
2020,369,3,3,0,22,2,0,55,45,60,60,5,9,,,4,,,,,,1,4,Colombia,292,1,0,1
2020,491,5,3,0,45,4,0,70,80,70,70,5,7,,,,,50,,,,3,50,Mexico,293,1,1,0
2021,407,5,3,0,46,5,1,70,40,40,70,4,7,,,,,50,,-40,-30,4,50,Mexico,293,0,1,0
2020,251,4,3,1,35,3,0,,10,70,,5,5,,,,13,,,,,3,13,Chile,294,1,1,0
2021,512,4,3,1,36,4,0,70,100,100,70,5,7,,,,13,,,,30,2,13,Chile,294,1,1,0
2020,298,5,2,1,51,5,0,30,50,70,100,5,7,,,,,35,,,,2,35,Mexico,295,0,1,0
2021,310,5,2,1,52,5,0,,60,70,70,5,7,,,,,35,,10,0,1,35,Mexico,295,1,1,0
2020,224,1,3,0,25,2,0,90,100,70,90,5,8,7,,,,,,,,3,7,Argentina,296,1,1,0
2021,198,1,3,0,26,3,1,50,50,50,50,5,8,7,,,,,,-50,-20,3,7,Argentina,296,1,1,0
2020,503,5,3,0,43,4,0,80,90,60,100,5,5,,,,,43,,,,3,43,Mexico,297,1,0,1
2020,239,4,1,1,79,7,0,60,50,70,80,8,9,,,,13,,,,,2,13,Chile,298,1,0,1
2020,230,1,3,0,41,4,0,,30,90,80,6,9,2,,,,,,,,2,2,Argentina,299,1,1,0
2021,353,1,3,0,42,4,1,,60,70,90,6,9,2,,,,,,30,,2,2,Argentina,299,1,1,0
2020,243,4,3,1,54,5,0,40,40,10,40,3,9,,,,13,,,,,3,13,Chile,300,1,1,0
2021,572,4,3,1,55,5,1,50,30,30,50,3,9,,,,13,,,-10,20,4,13,Chile,300,1,1,0
2020,243,2,1,1,69,7,0,90,80,30,90,0,9,,2841,,,,,,,3,2841,Brazil,301,1,1,0
2021,268,2,1,1,70,7,0,,80,30,,0,9,,2841,,,,,0,0,2,2841,Brazil,301,0,1,0
2020,1058,2,3,0,49,5,0,60,70,80,80,2,5,,2822,,,,,,,2,2822,Brazil,302,1,1,0
2021,892,2,3,0,50,5,0,70,70,90,90,2,5,,2822,,,,,0,10,2,2822,Brazil,302,1,1,0
2020,182,5,1,1,36,4,0,15,30,50,40,5,9,,,,,42,,,,2,42,Mexico,303,1,1,0
2021,177,5,1,1,37,4,0,,10,75,,5,9,,,,,42,,,25,2,42,Mexico,303,0,1,0
2020,539,2,3,0,61,6,0,80,40,60,99,5,9,,2841,,,,,,,2,2841,Brazil,304,1,0,1
2020,347,5,3,0,45,4,0,80,40,40,80,5,7,,,,,49,,,,2,49,Mexico,305,1,1,0
2021,235,5,2,0,46,5,0,80,50,70,90,5,7,,,,,49,,10,30,2,49,Mexico,305,0,1,0
2020,269,4,1,1,72,7,0,70,0,90,90,10,10,,,,13,,,,,4,13,Chile,306,0,1,0
2021,331,4,1,1,73,7,1,,0,50,,10,10,,,,13,,,0,-40,4,13,Chile,306,1,1,0
2020,534,6,3,0,62,6,0,50,0,60,80,10,9,,,,,,15,,,1,15,Peru,307,1,0,1
2020,570,2,3,0,55,5,0,,10,90,1,7,1,,2834,,,,,,,4,2834,Brazil,308,1,0,1
2020,290,4,1,1,51,5,0,100,30,60,100,8,8,,,,13,,,,,2,13,Chile,309,1,1,0
2021,372,4,1,1,52,5,1,100,70,80,100,8,8,,,,13,,,40,20,1,13,Chile,309,1,1,0
2020,297,4,3,0,18,2,0,70,50,80,70,5,5,,,,13,,,,,2,13,Chile,310,0,0,1
2020,1158,5,3,0,33,3,0,30,30,30,30,9,7,,,,,28,,,,2,28,Mexico,311,1,0,1
2020,1916,6,1,1,39,4,0,0,0,0,0,10,7,,,,,,15,,,2,15,Peru,312,0,1,0
2021,402,6,1,1,40,4,1,20,20,20,20,5,7,,,,,,15,20,20,2,15,Peru,312,1,1,0
2020,165,2,1,0,35,3,0,30,20,50,20,3,9,,2831,,,,,,,3,2831,Brazil,313,1,0,1
2020,214,4,2,0,22,2,0,30,40,60,,7,9,,,,13,,,,,2,13,Chile,314,1,0,1
