year,state,yearstate,fips,yearx,tl_onset,house_delay,sen_delay,comb_delay,repeal,standardpoors,sp25,moodys,m25,fitch,f19,grants,igr,gopshare,totalrevenue,total_general_revenue,totalexp,deficit,general_revenue_from_taxes,fullfaithandcredit,nonguaranteeddebt,totallongtermdebt,squire_score,debtlimit,bsf_deposit,bsf_withdrawal,bsf_size,tel,income,unemployment,schoolagepopulation,over65population,gsp,popgrowth,population,populationdensity,exp_highways,exp_welfare,exp_education,handh,govdem,dividedgov,demcontrol,termlimits_governor,termlimits_house,termlimits_senate,termlimits_e,seats_house,seats_senate,initiatives,cpi,v57,grants_total,emptot,empwagesalary,emppriv,totempgovt,fedempciv,fedempmil,govtempsandl,totalexpipolated,highwaysipolated,welfareipolated,educationipolated,handhipolated,exp_real,exp_highways_real,exp_welfare_real,exp_education_real,handh_real,income_real,grants_real,igr_real,gsp_real,totallongtermdebt_i,nonguaranteeddebt_i,total_debt_real,nong_debt_real,exp_real_pc,exp_highways_real_pc,exp_welfare_real_pc,exp_education_real_pc,exp_handh_real_pc,income_real_pc,grants_real_pc,gsp_real_inc,fedempciv_pc,fedempmil_pc,govtempsandl_pc,exp_inc,total_debt_real_pc,nong_debt_real_pc,_Iyear_1980,_Iyear_1981,_Iyear_1982,_Iyear_1983,_Iyear_1984,_Iyear_1985,_Iyear_1986,_Iyear_1987,_Iyear_1988,_Iyear_1989,_Iyear_1990,_Iyear_1991,_Iyear_1992,_Iyear_1993,_Iyear_1994,_Iyear_1995,_Iyear_1996,_Iyear_1997,_Iyear_1998,_Iyear_1999,_Iyear_2000,_Iyear_2001,_Iyear_2002,_Iyear_2003,_Iyear_2004,_Iyear_2005,_Iyear_2006,_Iyear_2007,_Ifips_4,_Ifips_5,_Ifips_6,_Ifips_8,_Ifips_9,_Ifips_10,_Ifips_12,_Ifips_13,_Ifips_16,_Ifips_17,_Ifips_18,_Ifips_19,_Ifips_20,_Ifips_21,_Ifips_22,_Ifips_23,_Ifips_24,_Ifips_25,_Ifips_26,_Ifips_27,_Ifips_28,_Ifips_29,_Ifips_30,_Ifips_32,_Ifips_33,_Ifips_34,_Ifips_35,_Ifips_36,_Ifips_37,_Ifips_38,_Ifips_39,_Ifips_40,_Ifips_41,_Ifips_42,_Ifips_44,_Ifips_45,_Ifips_46,_Ifips_47,_Ifips_48,_Ifips_49,_Ifips_50,_Ifips_51,_Ifips_53,_Ifips_54,_Ifips_55,_Ifips_56
1990,Illinois,Illinois1990,17,12,0,0,0,0,0,.,,.,,.,,5280266000.0,4489498000.0,0.5376088,24567.8,36882.7,22072.0,2495.8,24023,12027.0,19339.0,31366.0,0.302,1,2,1,3,0,20824,6.3,0.1813904,0.1252171,277241,0.0038155,11453316,206.05,2190.0,4437.0,6488.0,1393.0,0.0,1,0,0,0,0,0,118,59,1,1.45,8506.0,5280.0,6439873,5530824,5485372,843494,114704,75506,653284,22072.0,2190.0,4437.0,6488.0,1393.0,32004.4,3175.5,6433.6504,9407.601,2019.8501,30194.8,7656386000.0,6509772300.0,401999.47,31366.0,19339.0,45480.703,28041.55,279.4335,27.725595,56.172817,82.138664,17.635506,263.6337,66848640.0,3509.896,1001.49164,659.2501,5703.8853,1.0599309,397.09637,244.83347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Illinois,Illinois1991,17,13,0,0,0,0,0,.,,.,,.,,5954102000.0,4810405000.0,0.5376088,25092.1,38288.2,24619.0,473.1,24614.8,14515.0,22920.0,37435.0,0.302,1,2,1,3,0,21215,7.3,0.18167,0.125421,286582,0.0100973,11568964,208.13,2376.0,4860.0,7206.0,1530.0,0.0,1,0,0,0,0,0,118,59,1,1.39,9487.0,5954.0,6415923,5497754,5467370,840236,105547,72773,661916,24619.0,2376.0,4860.0,7206.0,1530.0,34220.41,3302.64,6755.4,10016.34,2126.7,29488.85,8276201500.0,6686463000.0,398348.97,37435.0,22920.0,52034.65,31858.799,295.79495,28.547413,58.392437,86.5794,18.382803,254.8962,71537970.0,3443.2554,912.32886,629.03644,5721.4805,1.1604526,449.77795,275.3816,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Illinois,Illinois1992,17,14,0,0,0,0,0,.,,.,,.,,6937010000.0,5559369000.0,0.46232942,28010.6,40951.3,26831.66,1178.94,25669.4,16554.0,23496.0,40050.0,0.302,1,2,1,3,0,22550,7.8,0.1815543,0.1254914,303989,0.0108238,11694184,210.39,2461.626,6261.356,7295.009,1604.476,0.0,1,0,0,0,0,0,118,59,1,1.35,9232.0,6937.0,6397235,5483738,5450878,840470,105096,68323,667051,26831.66,2461.626,6261.356,7295.009,1604.476,36222.742,3323.195,8452.831,9848.262,2166.0425,30442.5,9364963000.0,7505148400.0,410385.16,40050.0,23496.0,54067.5,31719.6,309.75006,28.417503,72.28235,84.21504,18.52239,260.32172,80082230.0,3509.3098,898.7031,584.2477,5704.126,1.189874,462.3452,271.24252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Illinois,Illinois1993,17,15,0,0,0,0,0,.,,.,,.,,7845179000.0,6187574000.0,0.46232942,30350.9,43254.9,28125.65,2225.25,27265.1,17518.18,25865.29,43383.47,0.302,1,2,1,3,0,22962,7.4,0.1812879,0.1254389,317216,0.0098677,11809579,212.46,2488.804,6862.324,7540.365,1689.673,0.0,1,0,0,0,0,0,118,59,1,1.31,9296.0,7845.0,6486512,5582040,5540757,839620,102020,62199,675401,28125.65,2488.804,6862.324,7540.365,1689.673,36844.6,3260.333,8989.645,9877.878,2213.4714,30080.219,10277185000.0,8105721300.0,415552.94,43383.47,25865.2890625,56832.344,33883.527,311.9891,27.607529,76.121635,83.64293,18.743017,254.71034,87024136.0,3518.7786,863.875,526.6826,5719.0947,1.2248781,481.23938,286.91562,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Illinois,Illinois1994,17,16,0,0,0,0,0,.,,.,,.,,8505540000.0,6857353000.0,0.46232942,31989.7,46372.8,29448.51,2541.19,29080.3,19391.2,26661.66,46052.86,0.302,1,2,1,3,0,23969,5.8,0.182284,0.1249775,343363,0.0087222,11912585,214.32,2474.219,7320.9,7967.623,1835.271,0.0,0,0,0,0,0,0,118,59,1,1.27,3202.0,8506.0,6657981,5714810,5710381,844816,102094,59312,683410,29448.51,2474.219,7320.9,7967.623,1835.271,37399.605,3142.258,9297.543,10118.881,2330.7942,30440.629,10802036000.0,8708838000.0,436071.0,46052.86,26661.66015625,58487.133,33860.31,313.95038,26.377634,78.04807,84.94278,19.565813,255.53336,90677510.0,3660.5908,857.0264,497.89362,5736.874,1.2286083,490.96927,284.2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Illinois,Illinois1995,17,17,0,0,0,0,0,.,,.,,.,,9486611000.0,7769786000.0,0.46232942,34689.1,50483.5,32991.31,1697.79,30980.7,20245.71,28342.3,48588.01,0.302,1,2,1,3,0,25123,5.2,0.1838387,0.124669,359723,0.0080463,12008437,216.04,2650.632,8821.743,8505.171,2014.631,0.0,0,0,0,0,0,0,118,59,1,1.24,3467.0,9487.0,6821755,5844984,5861141,859346,101958,58549,698839,32991.31,2650.632,8821.743,8505.171,2014.631,40909.223,3286.7837,10938.962,10546.412,2498.1423,31152.52,11763398000.0,9634534000.0,446056.53,48588.01,28342.30078125,60249.133,35144.453,340.67065,27.37062,91.09397,87.82502,20.803226,259.42194,97959440.0,3714.5261,849.05304,487.56552,5819.567,1.3131914,501.72336,292.66467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Illinois,Illinois1996,17,18,0,0,0,0,0,AA-,22.0,A1,21.0,***,0.0,9231661000.0,7872535000.0,0.40903127,37221.6,52928.3,34111.28,3110.32,32659.6,22922.52,29159.55,52082.07,0.236,1,2,1,3,0,26449,5.3,0.1857434,0.1239167,377271,0.0077912,12101997,217.72,2434.886,9377.244,8773.134,2309.564,0.0,1,0,0,0,0,0,118,59,1,1.2,3783.0,9232.0,6925239,5921096,5964916,861400,99678,59528,702194,34111.28,2434.886,9377.244,8773.134,2309.564,40933.54,2921.8633,11252.693,10527.761,2771.4768,31738.8,11077993000.0,9447042000.0,452725.22,52082.07,29159.55078125,62498.49,34991.46,338.23788,24.143646,92.98212,86.99193,22.900988,262.26086,91538560.0,3740.9133,823.6492,491.88577,5802.2983,1.2897002,516.4312,289.1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Illinois,Illinois1997,17,19,0,0,0,0,0,(I),0.0,(I),0.0,(I),0.0,9295980000.0,7912414000.0,0.40903127,39012.7,55069.55,35301.88,3710.82,34237.4,23719.19,28216.79,51935.98,0.236,1,2,1,3,0,27729,4.8,0.1872067,0.1229435,403982,0.0069177,12185715,219.23,2596.833,9163.553,9160.03,2549.006,0.0,1,0,0,0,0,0,118,59,1,1.18,4477.0,9296.0,7028691,6007563,6063335,864664,96721,58465,709478,35301.88,2596.833,9163.553,9160.03,2549.006,41656.215,3064.2627,10812.992,10808.835,3007.8271,32720.219,10969256000.0,9336648000.0,476698.75,51935.98,28216.7890625,61284.453,33295.81,341.84467,25.14635,88.734985,88.70087,24.683222,268.5129,90017336.0,3911.9473,793.7244,479.78308,5822.2104,1.2731032,502.92044,273.2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Illinois,Illinois1998,17,20,0,0,0,0,0,AA,23.0,Aa2,23.0,AA,17.0,10180800000.0,8208285000.0,0.40903127,40460.4,57566.6,35685.26,4775.14,35635.4,29892.63,28778.35,58670.98,0.236,1,2,1,3,0,29343,4.5,0.1867408,0.1220969,423855,0.0070683,12271847,220.78,2475.229,8905.1,9865.236,2540.796,0.0,1,0,0,0,0,0,118,59,1,1.16,9838.0,9838.0,7185401,6133960,6214636,871125,95581,58434,717110,35685.26,2475.229,8905.1,9865.236,2540.796,41394.902,2871.2656,10329.915,11443.674,2947.3232,34037.88,11809727000.0,9521611000.0,491671.78,58670.98,28778.349609375,68058.336,33382.883,337.31598,23.397177,84.17571,93.25144,24.016949,277.36557,96234310.0,4006.502,778.864,476.16306,5843.5376,1.2161422,554.5892,272.0282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Illinois,Illinois1999,17,21,0,0,0,0,0,AA,23.0,Aa2,23.0,AA,17.0,10627400000.0,8548140000.0,0.40903127,43294.4,60333.63,38313.97,4980.43,37969.8,31613.2,31092.58,62705.78,0.236,1,2,1,3,0,30212,4.5,0.186395,0.1210595,443751,0.0071035,12359020,222.35,2506.474,9413.465,10853.2,2801.861,0.0,1,0,0,0,0,0,118,59,1,1.13,10614.0,10614.0,7281872,6215756,6298581,882382,95279,58127,728976,38313.97,2506.474,9413.465,10853.2,2801.861,43294.785,2832.3157,10637.215,12264.116,3166.103,34139.56,12008962000.0,9659398000.0,501438.62,62705.78,31092.580078125,70857.53,35134.617,350.3092,22.916992,86.068436,99.23211,25.617752,276.23193,97167590.0,4057.2686,770.9268,470.32047,5898.3315,1.2681706,573.3265,284.2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Illinois,Illinois2000,17,22,0,0,0,0,0,AA,23.0,Aa2,23.0,AA+,18.0,11270900000.0,9275152000.0,0.42104223,48524.1,64419.96,41182.9,7341.2,40256,33822.47,33583.18,67405.65,0.236,1,2,1,3,0,32186,4.5,0.1904264,0.1206559,464194,0.0066308,12440970,223.82,2467.057,9775.188,12060.87,2925.198,0.0,1,0,0,0,0,0,118,59,1,1.1,11271.0,11271.0,7416309,6304065,6420243,894899,99808,57616,737475,41182.9,2467.057,9775.188,12060.87,2925.198,45301.188,2713.7627,10752.708,13266.957,3217.7178,35404.6,12397990000.0,10202667000.0,510613.4,67405.65,33583.1796875,74146.22,36941.5,364.12906,21.813112,86.42982,106.63925,25.863882,284.58072,99654530.0,4104.2896,802.25256,463.11502,5927.7935,1.2795283,595.98425,296.93423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Illinois,Illinois2001,17,23,0,0,0,0,0,AA,23.0,Aa2,23.0,AA+,18.0,11956900000.0,10059400000.0,0.42104223,47348.2,,45170.26,2177.94,,,,,0.236,1,2,1,3,0,32537,5.4,0.1889917,0.1200306,476461,0.0067272,12524663,225.33,3226.467,10629.91,12930.8,3213.004,0.0,1,0,0,0,0,0,118,59,1,1.07,11957.0,11957.0,7371122,6246520,6372163,901257,91302,57465,752490,45170.26,3226.467,10629.91,12930.8,3213.004,48332.184,3452.3198,11374.005,13835.956,3437.9143,34814.59,12793884000.0,10763559000.0,509813.28,74038.84300000034,36327.35546875,79221.56,38870.273,385.8961,27.564173,90.81286,110.46969,27.449156,277.96826,102149530.0,4070.475,728.9777,458.81473,6008.066,1.388274,632.5245,310.34985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Illinois,Illinois2002,17,24,0,0,0,0,0,AA,23.0,Aa2,23.0,AA+,18.0,13295700000.0,10448800000.0,0.42104223,41094.8,69180.799,49131.38,-8036.58,41652.241,41600.504,39071.53,80672.036,0.236,1,2,1,3,0,32891,6.5,0.1875955,0.1194052,487129,0.0056161,12595003,226.59,3655.57,10940.02,14098.49,3496.174,0.0,1,0,0,0,0,0,118,59,1,1.05,13296.0,13296.0,7283845,6133893,6281951,909204,90102,54686,764416,49131.38,3655.57,10940.02,14098.49,3496.174,51587.945,3838.3484,11487.02,14803.414,3670.9827,34535.547,13960485000.0,10971239000.0,511485.44,80672.036,39071.53125,84705.63,41025.105,409.59058,30.475168,91.202995,117.53403,29.146341,274.20038,110841460.0,4061.0188,715.37897,434.18808,6069.2007,1.4937637,672.5336,325.72525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Illinois,Illinois2003,17,25,0,0,0,0,0,AA,23.0,Aa3,22.0,AA,17.0,13999600000.0,10792100000.0,0.42104223,44422.8,,51291.09,-6868.29,,,,,0.261,1,2,1,3,0,33811,6.7,0.1858733,0.1195741,510296,0.0043489,12649778,227.58,3834.256,11478.59,14118.81,3528.239,1.0,1,0,0,0,0,0,118,59,1,1.03,14014.0,14014.0,7260456,6066766,6265161,902791,92298,51978,758515,51291.09,3834.256,11478.59,14118.81,3528.239,52829.82,3949.2837,11822.947,14542.373,3634.0862,34825.33,14419588000.0,11115863000.0,525604.9,91293.32449999824,40238.12109375,94032.125,41445.26,417.63437,31.220182,93.46368,114.96149,28.728458,275.30386,113990840.0,4155.0522,729.64124,410.90048,5996.271,1.5169942,743.35,327.6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Illinois,Illinois2004,17,26,0,0,0,0,0,AA,23.0,Aa3,22.0,AA,17.0,14948600000.0,12808600000.0,0.44304577,59633.0,76599.604,53429.18,6203.82,45269.891,60509.902,41404.71,101914.613,0.261,1,2,1,3,0,35106,6.2,0.1841012,0.1194565,534429,0.0050412,12713548,228.73,3096.955,12694.09,15272.81,3691.524,1.0,0,1,0,0,0,0,118,59,1,1.0,14949.0,14948.56,7335888,6064355,6349881,896319,90055,49960,756304,53429.18,3096.955,12694.09,15272.81,3691.524,53429.18,3096.955,12694.09,15272.81,3691.524,35106.0,14948600000.0,12808600000.0,534429.0,101914.613,41404.7109375,101914.61,41404.71,420.25388,24.359488,99.84695,120.13019,29.036142,276.1306,117580080.0,4203.618,708.33887,392.9666,5948.8037,1.5219387,801.6221,325.67392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Illinois,Illinois2005,17,27,0,0,0,0,0,AA,23.0,Aa3,22.0,AA,17.0,14616100000.0,12345500000.0,0.44304577,58907.5,79971.222,54535.86,4371.64,48705.205,,,106436.286,0.261,1,2,1,3,0,36410,5.8,0.1835535,0.1198801,552956,0.0039189,12763371,229.6248,3539.632,14124.06,14412.79,3499.577,1.0,0,1,0,0,0,0,118,59,1,0.97,,14616.06,7440198,6107600,6454680,893453,89242,47031,757180,54535.86,3539.632,14124.06,14412.79,3499.577,52899.785,3433.443,13700.338,13980.407,3394.5896,35317.7,14177618000.0,11975135000.0,536367.3,106436.286,42571.30078125,103243.2,41294.164,414.46564,26.900755,107.341064,109.535385,26.59634,276.71136,111080510.0,4202.3955,699.204,368.48416,5932.4453,1.4978266,808.9023,323.5365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Illinois,Illinois2006,17,28,0,0,0,0,0,AA,23.0,Aa3,22.0,AA-,16.0,14688800000.0,12848700000.0,0.44304577,62728.9,87246.923,54702.59,8026.31,51970.857,,,110613.778,0.261,1,2,1,3,0,38456,4.6,0.1813937,0.1195823,588863,0.0010711,12777042,230.859,3651.59,14398.41,14080.32,3031.251,1.0,0,1,0,0,0,0,118,59,1,0.94,,14688.78,7535815,6188057,6547944,895500,88041,47195,760264,54702.59,3651.59,14398.41,14080.32,3031.251,51420.434,3432.4946,13534.506,13235.501,2849.376,36148.64,13807472000.0,12077778000.0,553531.2,110613.778,43737.890625,103976.95,41113.617,402.44397,26.864548,105.92832,103.58815,22.300749,282.9187,108064696.0,4332.233,689.0562,369.37344,5950.235,1.4224721,813.77954,321.77728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Illinois,Illinois2007,17,29,0,0,0,0,0,AA,23.0,Aa3,22.0,AA,17.0,16141296000.0,,0.44304577,71322.7,91756.233,57666.11,13656.59,55071.374,,,116485.078,0.261,1,2,1,3,0,41012,5.1,0.1795631,0.1205038,617409,0.0059095,12852548,231.2292,4695.631,14991.6,14457.95,3042.652,1.0,0,1,0,0,0,0,118,59,1,0.91,,16141.3,7608799,6234950,6616322,900277,87376,48054,764847,57666.11,4695.631,14991.6,14457.95,3042.652,52476.16,4273.0244,13642.356,13156.735,2768.8135,37320.92,14688580000.0,,561842.2,116485.078,44904.48046875,106001.42,40863.08,408.29382,33.246517,106.14515,102.366745,21.542915,290.37762,114285350.0,4371.446,679.83405,373.88696,5950.9365,1.4060788,824.75024,317.93756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Indiana,Indiana1979,18,1,0,0,0,0,0,.,,.,,.,,1391558000.0,917221000.0,0.59516764,4612.3,6653.2,4089.0,523.3,4044.8,916.8,2494.9,3411.7,0.143,1,4,4,2,0,8727,6.4,0.2230957,0.1049516,57831,0.0056597,5501174,153.38,536.0,478.0,1712.0,288.0,0.0,0,0,1,0,0,0,100,50,0,2.6,1611.0,1392.0,2712668,2328788,2242611,356510,42351,28576,285583,4089.0,536.0,478.0,1712.0,288.0,10631.399,1393.6,1242.7999,4451.1997,748.8,22690.2,3618050600.0,2384774400.0,150360.6,3411.7,2494.89990234375,8870.42,6486.7397,193.25691,25.332773,22.59154,80.913635,13.61164,412.46103,65768700.0,2733.2456,769.8539,519.45276,5191.31,0.46854588,161.24594,117.91555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Indiana,Indiana1980,18,2,0,0,0,0,0,.,,.,,.,,1608494000.0,882704000.0,0.5617966,4794.27,6875.5,4867.0,-72.73,4083.1,917.7,2851.8,3769.5,0.143,1,4,4,2,0,9374,9.6,0.2185703,0.106553,58687,-0.0019905,5490224,153.07,645.0,274.0,1942.0,317.0,0.0,0,0,1,0,0,0,100,50,0,2.29,1760.0,1608.0,2632236,2239155,2147261,367439,44325,28780,294334,4867.0,645.0,274.0,1942.0,317.0,11145.43,1477.0499,627.45996,4447.1797,725.93,21466.459,3683451100.0,2021392100.0,134393.23,3769.5,2851.800048828125,8632.155,6530.622,203.005,26.903273,11.428677,81.00179,13.222229,390.99423,67091092.0,2447.8643,807.3441,524.20447,5361.056,0.51920205,157.22774,118.95001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,Indiana,Indiana1981,18,3,0,0,0,0,0,.,,.,,.,,1728750000.0,1228630000.0,0.5617966,5488.14,7953.5,4970.0,518.14,4540.1,1020.7,3204.0,4224.7,0.143,1,4,4,2,0,10307,9.7,0.2118445,0.1094804,64550,-0.001783,5480435,152.8,592.0,683.0,2239.0,355.0,0.0,0,0,1,0,0,0,100,50,0,2.08,1825.0,1729.0,2610968,2217032,2140311,357983,42386,29317,286280,4970.0,592.0,683.0,2239.0,355.0,10337.6,1231.36,1420.6399,4657.1196,738.39996,21438.559,3595799800.0,2555550200.0,134264.0,4224.7,3204.0,8787.376,6664.32,188.62735,22.468288,25.922028,84.97719,13.473382,391.18353,65611576.0,2449.8784,773.40576,534.9393,5223.673,0.48219654,160.34085,121.60202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,Indiana,Indiana1982,18,4,0,0,0,0,0,.,,.,,.,,1558397000.0,1128299000.0,0.5617966,5657.18,8371.6,7986.0,-2328.82,4829.1,938.5,2949.7,3888.2,0.143,1,4,4,2,0,10689,11.9,0.2070256,0.1117426,64681,-0.0022832,5467922,152.45,647.0,817.0,3523.0,857.0,0.0,0,0,1,0,0,0,100,50,0,1.96,2000.0,1558.0,2530050,2125794,2066868,353222,41042,30195,281985,7986.0,647.0,817.0,3523.0,857.0,15652.561,1268.12,1601.3201,6905.08,1679.7201,20950.44,3054458000.0,2211466000.0,126774.766,3888.2,2949.699951171875,7620.872,5781.412,286.2616,23.191992,29.285715,126.28344,30.719532,383.15176,55861410.0,2318.518,750.59595,552.22076,5157.078,0.74712324,139.37419,105.73326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Indiana,Indiana1983,18,5,0,0,0,0,0,.,,.,,.,,1610777000.0,1271554000.0,0.5617966,6166.42,8957.7,8717.0,-2550.58,4960.2,884.7,4114.5,4999.2,0.143,1,4,4,2,0,11214,11.1,0.2029211,0.1143036,68982,-0.0032054,5450395,151.96,627.0,953.0,3594.0,952.0,0.0,0,0,1,0,0,0,100,50,0,1.9,1982.0,1611.0,2550029,2134032,2080497,353696,41425,30747,281524,8717.0,627.0,953.0,3594.0,952.0,16562.299,1191.2999,1810.7,6828.6,1808.7999,21306.6,3060476200.0,2415952600.0,131065.8,4999.2,4114.5,9498.4795,7817.55,303.87338,21.85713,33.221443,125.28633,33.186584,390.91846,56151456.0,2404.7026,760.0367,564.12427,5165.2036,0.7773319,174.2714,143.4309,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
