X,duration,cblame_1,tblame_1,mc,lc_c,direct_c,lt_c,lc_t,direct_t,lt_t,sex,age,race,income,worry,twitter,party,lean,ideology,state,ch,covid,virus,list,blame,direct,ict.c,ict.t,ict,Y.c,Y.t,ido,ido1,inc,wor,social,ID,Item,ch1,male,female,young,midage,old,white,blk,his,asian,other,hwor,lwor,hsocial,lsocial,Dem,Rep,Ind,lib,con,mod,low,med,high,mcr,group
78,302,NA,72,Chinese Virus,NA,NA,NA,2,0,NA,1,24,White,"$50,000 to $74,999",Not too worried,Most of the time,Republican,,Moderate,Pennsylvania,1,NA,0,0,72,0,NA,2,2,NA,2,3,2,4,1,3,78,3-item,b,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,virus3
79,204,80,NA,COVID-19,NA,NA,2,NA,NA,NA,0,30,White,"$100,000 to $149,999",Somewhat worried,Never,Democrat,,Moderate,Nebraska,0,1,NA,1,80,NA,2,NA,2,2,NA,3,2,6,2,0,79,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,covid4
80,156,NA,70,Chinese Virus,NA,NA,NA,NA,NA,2,1,38,Hispanic,"$150,000 or more",Very worried,Never,Democrat,,Liberal,California,1,NA,1,1,70,NA,NA,2,2,NA,2,4,3,7,3,0,80,4-item,b,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus4
81,276,NA,79,Chinese Virus,NA,NA,NA,NA,NA,2,1,26,White,"$25,000 to $34,999",Very worried,Most of the time,Democrat,,Liberal,Texas,1,NA,1,1,79,NA,NA,2,2,NA,2,4,3,2,3,3,81,4-item,b,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
82,288,NA,0,Chinese Virus,NA,NA,NA,1,0,NA,1,56,White,"$25,000 to $34,999",Somewhat worried,Never,Democrat,,Moderate,Michigan,1,NA,0,0,0,0,NA,1,1,NA,1,3,2,2,2,0,82,3-item,b,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,virus3
83,96,NA,25,Chinese Virus,NA,NA,NA,1,0,NA,0,28,White,"$35,000 to $49,999",Very worried,Never,Democrat,,Liberal,New York,1,NA,0,0,25,0,NA,1,1,NA,1,4,3,3,3,0,83,3-item,b,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus3
84,293,65,NA,COVID-19,2,1,NA,NA,NA,NA,1,65,White,"Less than $25,000",Very worried,Sometimes,Independent,No opinion,Moderate,Florida,0,0,NA,0,65,1,2,NA,2,3,NA,3,2,1,3,1,84,3-item,a,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,covid3
85,67,NA,79,Chinese Virus,NA,NA,NA,NA,NA,2,1,29,Asian,"$150,000 or more",Somewhat worried,Sometimes,Democrat,,Liberal,New York,1,NA,1,1,79,NA,NA,2,2,NA,2,4,3,7,2,1,85,4-item,b,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus4
86,105,0,NA,COVID-19,NA,NA,2,NA,NA,NA,1,45,Other,"$50,000 to $74,999",Not too worried,Never,Independent,No opinion,Moderate,Pennsylvania,0,1,NA,1,0,NA,2,NA,2,2,NA,3,2,4,1,0,86,4-item,a,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,covid4
87,138,NA,70,Chinese Virus,NA,NA,NA,NA,NA,2,0,25,White,"$75,000 to $99,999",Very worried,About half the time,Independent,Democratic,Moderate,Michigan,1,NA,1,1,70,NA,NA,2,2,NA,2,3,2,5,3,2,87,4-item,b,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,virus4
88,69,NA,82,Chinese Virus,NA,NA,NA,NA,NA,2,1,20,White,"Less than $25,000",Somewhat worried,Never,Democrat,,Very Liberal,South Carolina,1,NA,1,1,82,NA,NA,2,2,NA,2,5,3,1,2,0,88,4-item,b,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,virus4
89,148,NA,8,Chinese Virus,NA,NA,NA,1,1,NA,1,65,White,"$50,000 to $74,999",Not too worried,Never,Independent,Democratic,Moderate,Illinois,1,NA,0,0,8,1,NA,1,1,NA,2,3,2,4,1,0,89,3-item,b,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,virus3
90,248,NA,0,Chinese Virus,NA,NA,NA,2,0,NA,0,65,White,"Less than $25,000",Somewhat worried,Most of the time,Republican,,Very conservative,Washington,1,NA,0,0,0,0,NA,2,2,NA,2,1,1,1,2,3,90,3-item,b,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,virus3
91,236,NA,83,Chinese Virus,NA,NA,NA,2,0,NA,1,59,White,"$35,000 to $49,999",Very worried,About half the time,Democrat,,Liberal,Texas,1,NA,0,0,83,0,NA,2,2,NA,2,4,3,3,3,2,91,3-item,b,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus3
92,219,40,NA,COVID-19,NA,NA,2,NA,NA,NA,0,28,White,"$75,000 to $99,999",Somewhat worried,Never,Independent,No opinion,Moderate,Kentucky,0,1,NA,1,40,NA,2,NA,2,2,NA,3,2,5,2,0,92,4-item,a,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,covid4
93,129,40,NA,COVID-19,NA,NA,4,NA,NA,NA,1,25,Black,"$50,000 to $74,999",Very worried,Always,Democrat,,Liberal,California,0,1,NA,1,40,NA,4,NA,4,4,NA,4,3,4,3,4,93,4-item,a,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
94,116,40,NA,COVID-19,2,0,NA,NA,NA,NA,0,36,White,"$50,000 to $74,999",Very worried,Most of the time,Democrat,,Liberal,Florida,0,0,NA,0,40,0,2,NA,2,2,NA,4,3,4,3,3,94,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid3
95,327,NA,72,Chinese Virus,NA,NA,NA,NA,NA,1,0,23,Hispanic,"Less than $25,000",Somewhat worried,Always,Democrat,,Liberal,Florida,1,NA,1,1,72,NA,NA,1,1,NA,1,4,3,1,2,4,95,4-item,b,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,virus4
96,140,27,NA,COVID-19,1,0,NA,NA,NA,NA,1,37,White,"$75,000 to $99,999",Somewhat worried,About half the time,Republican,,Moderate,Tennessee,0,0,NA,0,27,0,1,NA,1,1,NA,3,2,5,2,2,96,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,covid3
97,46,23,NA,COVID-19,3,0,NA,NA,NA,NA,1,23,Asian,"$25,000 to $34,999",Somewhat worried,About half the time,Democrat,,Conservative,Texas,0,0,NA,0,23,0,3,NA,3,3,NA,2,1,2,2,2,97,3-item,a,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,covid3
98,209,NA,90,Chinese Virus,NA,NA,NA,1,0,NA,1,58,White,"Less than $25,000",Somewhat worried,Most of the time,Democrat,,Very Liberal,Minnesota,1,NA,0,0,90,0,NA,1,1,NA,1,5,3,1,2,3,98,3-item,b,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,virus3
99,74,NA,50,Chinese Virus,NA,NA,NA,NA,NA,1,1,36,White,"$35,000 to $49,999",Somewhat worried,About half the time,Independent,No opinion,Moderate,Louisiana,1,NA,1,1,50,NA,NA,1,1,NA,1,3,2,3,2,2,99,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,virus4
100,181,30,NA,COVID-19,NA,NA,1,NA,NA,NA,0,39,White,"$100,000 to $149,999",Not too worried,Most of the time,Republican,,Conservative,Mississippi,0,1,NA,1,30,NA,1,NA,1,1,NA,2,1,6,1,3,100,4-item,a,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,covid4
101,199,16,NA,COVID-19,0,1,NA,NA,NA,NA,1,39,Black,"$75,000 to $99,999",Very worried,Always,Independent,No opinion,Moderate,Minnesota,0,0,NA,0,16,1,0,NA,0,1,NA,3,2,5,3,4,101,3-item,a,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,covid3
102,126,NA,8,Chinese Virus,NA,NA,NA,NA,NA,1,0,34,Black,"$75,000 to $99,999",Not too worried,Always,Democrat,,Liberal,Texas,1,NA,1,1,8,NA,NA,1,1,NA,1,4,3,5,1,4,102,4-item,b,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,virus4
103,133,NA,65,COVID-19,NA,NA,NA,2,0,NA,1,31,Hispanic,"Less than $25,000",Somewhat worried,About half the time,Independent,No opinion,Very Liberal,Michigan,1,NA,0,0,65,0,NA,2,2,NA,2,5,3,1,2,2,103,3-item,b,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,virus3
104,102,NA,45,Chinese Virus,NA,NA,NA,NA,NA,1,1,25,Asian,"$35,000 to $49,999",Not too worried,Most of the time,Democrat,,Liberal,Arizona,1,NA,1,1,45,NA,NA,1,1,NA,1,4,3,3,1,3,104,4-item,b,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,virus4
105,423,55,NA,COVID-19,NA,NA,1,NA,NA,NA,0,45,White,"$150,000 or more",Not too worried,Sometimes,Democrat,,Liberal,North Carolina,0,1,NA,1,55,NA,1,NA,1,1,NA,4,3,7,1,1,105,4-item,a,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,covid4
106,73,70,NA,COVID-19,1,0,NA,NA,NA,NA,1,32,White,"$50,000 to $74,999",Somewhat worried,Never,Democrat,,Liberal,Oregon,0,0,NA,0,70,0,1,NA,1,1,NA,4,3,4,2,0,106,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid3
107,207,NA,77,Chinese Virus,NA,NA,NA,2,0,NA,0,40,White,"$100,000 to $149,999",Not too worried,Most of the time,Republican,,Conservative,Ohio,1,NA,0,0,77,0,NA,2,2,NA,2,2,1,6,1,3,107,3-item,b,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,virus3
108,160,NA,30,Chinese Virus,NA,NA,NA,NA,NA,1,0,21,White,"$100,000 to $149,999",Somewhat worried,Most of the time,Independent,Republican,Moderate,Ohio,1,NA,1,1,30,NA,NA,1,1,NA,1,3,2,6,2,3,108,4-item,b,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,virus4
109,157,NA,10,Chinese Virus,NA,NA,NA,NA,NA,1,0,52,White,"$100,000 to $149,999",Very worried,Sometimes,Republican,,Conservative,Maryland,1,NA,1,1,10,NA,NA,1,1,NA,1,2,1,6,3,1,109,4-item,b,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,virus4
110,79,74,NA,COVID-19,NA,NA,1,NA,NA,NA,1,26,Asian,"$75,000 to $99,999",Very worried,Never,Democrat,,Liberal,California,0,1,NA,1,74,NA,1,NA,1,1,NA,4,3,5,3,0,110,4-item,a,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,covid4
111,295,NA,100,Chinese Virus,NA,NA,NA,NA,NA,2,0,47,White,"$50,000 to $74,999",Very worried,Most of the time,Democrat,,Very Liberal,Indiana,1,NA,1,1,100,NA,NA,2,2,NA,2,5,3,4,3,3,111,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
112,298,NA,10,Chinese Virus,NA,NA,NA,NA,NA,4,0,42,Black,"$35,000 to $49,999",Very worried,Most of the time,Democrat,,Liberal,Maryland,1,NA,1,1,10,NA,NA,4,4,NA,4,4,3,3,3,3,112,4-item,b,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,virus4
113,559,NA,69,Chinese Virus,NA,NA,NA,1,1,NA,0,24,White,"$75,000 to $99,999",Very worried,Never,Democrat,,Liberal,Pennsylvania,1,NA,0,0,69,1,NA,1,1,NA,2,4,3,5,3,0,113,3-item,b,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus3
114,184,NA,0,Chinese Virus,NA,NA,NA,0,0,NA,0,47,White,"$35,000 to $49,999",Somewhat worried,Never,Independent,No opinion,Moderate,Illinois,1,NA,0,0,0,0,NA,0,0,NA,0,3,2,3,2,0,114,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,virus3
115,302,29,NA,COVID-19,NA,NA,3,NA,NA,NA,1,42,Hispanic,"$100,000 to $149,999",Very worried,Most of the time,Republican,,Very Liberal,California,0,1,NA,1,29,NA,3,NA,3,3,NA,5,3,6,3,3,115,4-item,a,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,covid4
116,157,75,NA,COVID-19,2,0,NA,NA,NA,NA,1,59,White,"$50,000 to $74,999",Not too worried,Never,Democrat,,Liberal,North Carolina,0,0,NA,0,75,0,2,NA,2,2,NA,4,3,4,1,0,116,3-item,a,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,covid3
117,84,10,NA,COVID-19,NA,NA,1,NA,NA,NA,1,22,White,"$50,000 to $74,999",Not too worried,About half the time,Republican,,Conservative,Utah,0,1,NA,1,10,NA,1,NA,1,1,NA,2,1,4,1,2,117,4-item,a,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,covid4
118,100,NA,69,Chinese Virus,NA,NA,NA,NA,NA,4,0,35,White,"$25,000 to $34,999",Somewhat worried,About half the time,Independent,No opinion,Moderate,Kansas,1,NA,1,1,69,NA,NA,4,4,NA,4,3,2,2,2,2,118,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,virus4
119,239,NA,56,COVID-19,NA,NA,NA,2,1,NA,1,31,White,"$75,000 to $99,999",Very worried,About half the time,Republican,,Liberal,Texas,1,NA,0,0,56,1,NA,2,2,NA,3,4,3,5,3,2,119,3-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,virus3
120,150,30,NA,COVID-19,1,0,NA,NA,NA,NA,1,35,White,"$75,000 to $99,999",Somewhat worried,Sometimes,Independent,Republican,Conservative,New York,0,0,NA,0,30,0,1,NA,1,1,NA,2,1,5,2,1,120,3-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,covid3
121,289,NA,89,COVID-19,NA,NA,NA,NA,NA,1,0,42,Asian,"$150,000 or more",Very worried,Sometimes,Democrat,,Liberal,Colorado,1,NA,1,1,89,NA,NA,1,1,NA,1,4,3,7,3,1,121,4-item,b,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,virus4
122,125,NA,61,Chinese Virus,NA,NA,NA,NA,NA,1,1,37,White,"$100,000 to $149,999",Very worried,Always,Republican,,Conservative,Nebraska,1,NA,1,1,61,NA,NA,1,1,NA,1,2,1,6,3,4,122,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,virus4
123,84,NA,55,Chinese Virus,NA,NA,NA,3,0,NA,0,22,Hispanic,"$150,000 or more",Very worried,About half the time,Independent,Democratic,Moderate,California,1,NA,0,0,55,0,NA,3,3,NA,3,3,2,7,3,2,123,3-item,b,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,virus3
124,172,70,NA,COVID-19,NA,NA,2,NA,NA,NA,0,35,White,"$25,000 to $34,999",Somewhat worried,Most of the time,Democrat,,Liberal,Florida,0,1,NA,1,70,NA,2,NA,2,2,NA,4,3,2,2,3,124,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
125,153,65,NA,COVID-19,NA,NA,3,NA,NA,NA,1,27,White,"$50,000 to $74,999",Somewhat worried,Most of the time,Democrat,,Very Liberal,Illinois,0,1,NA,1,65,NA,3,NA,3,3,NA,5,3,4,2,3,125,4-item,a,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,covid4
126,113,70,NA,COVID-19,NA,NA,1,NA,NA,NA,1,30,White,"$50,000 to $74,999",Very worried,Never,Democrat,,Liberal,New Jersey,0,1,NA,1,70,NA,1,NA,1,1,NA,4,3,4,3,0,126,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
127,100,31,NA,COVID-19,NA,NA,2,NA,NA,NA,0,22,White,"Less than $25,000",Not too worried,About half the time,Independent,No opinion,Moderate,Ohio,0,1,NA,1,31,NA,2,NA,2,2,NA,3,2,1,1,2,127,4-item,a,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,covid4
128,125,NA,83,COVID-19,NA,NA,NA,2,0,NA,1,20,White,"$50,000 to $74,999",Very worried,Never,Democrat,,Liberal,Pennsylvania,1,NA,0,0,83,0,NA,2,2,NA,2,4,3,4,3,0,128,3-item,b,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,virus3
129,106,67,NA,COVID-19,NA,NA,1,NA,NA,NA,0,31,White,"$35,000 to $49,999",Very worried,Sometimes,Democrat,,Very Liberal,California,0,1,NA,1,67,NA,1,NA,1,1,NA,5,3,3,3,1,129,4-item,a,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
130,103,5,NA,COVID-19,NA,NA,2,NA,NA,NA,1,52,White,"$50,000 to $74,999",Not too worried,Sometimes,Republican,,Moderate,Texas,0,1,NA,1,5,NA,2,NA,2,2,NA,3,2,4,1,1,130,4-item,a,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,covid4
131,110,17,NA,COVID-19,1,0,NA,NA,NA,NA,0,34,White,"$50,000 to $74,999",Somewhat worried,Always,Independent,Democratic,Moderate,Pennsylvania,0,0,NA,0,17,0,1,NA,1,1,NA,3,2,4,2,4,131,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,covid3
132,110,85,NA,COVID-19,NA,NA,1,NA,NA,NA,1,41,White,"Less than $25,000",Somewhat worried,Never,Democrat,,Liberal,Pennsylvania,0,1,NA,1,85,NA,1,NA,1,1,NA,4,3,1,2,0,132,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,covid4
133,255,NA,5,Chinese Virus,NA,NA,NA,2,0,NA,1,60,Black,"$50,000 to $74,999",Somewhat worried,Sometimes,Democrat,,Liberal,North Carolina,1,NA,0,0,5,0,NA,2,2,NA,2,4,3,4,2,1,133,3-item,b,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,virus3
134,162,NA,0,Chinese Virus,NA,NA,NA,NA,NA,3,1,66,White,"$75,000 to $99,999",Somewhat worried,Never,Republican,,Very conservative,Michigan,1,NA,1,1,0,NA,NA,3,3,NA,3,1,1,5,2,0,134,4-item,b,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,virus4
135,73,NA,85,Chinese Virus,NA,NA,NA,NA,NA,1,1,31,White,"$100,000 to $149,999",Very worried,Never,Democrat,,Liberal,Washington,1,NA,1,1,85,NA,NA,1,1,NA,1,4,3,6,3,0,135,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,virus4
136,125,50,NA,COVID-19,NA,NA,1,NA,NA,NA,0,20,Hispanic,"Less than $25,000",Very worried,Most of the time,Independent,Democratic,Moderate,Texas,0,1,NA,1,50,NA,1,NA,1,1,NA,3,2,1,3,3,136,4-item,a,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,covid4
137,116,69,NA,COVID-19,NA,NA,2,NA,NA,NA,0,23,Hispanic,"Less than $25,000",Very worried,About half the time,Democrat,,Liberal,Florida,0,1,NA,1,69,NA,2,NA,2,2,NA,4,3,1,3,2,137,4-item,a,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,covid4
138,123,10,NA,COVID-19,1,0,NA,NA,NA,NA,0,37,White,"$100,000 to $149,999",Very worried,Always,Independent,No opinion,Conservative,Arizona,0,0,NA,0,10,0,1,NA,1,1,NA,2,1,6,3,4,138,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,covid3
139,61,100,NA,COVID-19,NA,NA,2,NA,NA,NA,0,27,White,"$100,000 to $149,999",Not too worried,Most of the time,Republican,,Very conservative,Indiana,0,1,NA,1,100,NA,2,NA,2,2,NA,1,1,6,1,3,139,4-item,a,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,covid4
140,244,75,NA,COVID-19,NA,NA,2,NA,NA,NA,0,40,Asian,"Less than $25,000",Somewhat worried,About half the time,Independent,No opinion,Moderate,New York,0,1,NA,1,75,NA,2,NA,2,2,NA,3,2,1,2,2,140,4-item,a,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,covid4
141,163,NA,80,Chinese Virus,NA,NA,NA,NA,NA,3,0,34,White,"$75,000 to $99,999",Very worried,About half the time,Democrat,,Very Liberal,Pennsylvania,1,NA,1,1,80,NA,NA,3,3,NA,3,5,3,5,3,2,141,4-item,b,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,virus4
142,208,NA,98,Chinese Virus,NA,NA,NA,NA,NA,2,1,56,White,"$75,000 to $99,999",Somewhat worried,Most of the time,Independent,Democratic,Moderate,Illinois,1,NA,1,1,98,NA,NA,2,2,NA,2,3,2,5,2,3,142,4-item,b,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,virus4
143,155,73,NA,COVID-19,2,1,NA,NA,NA,NA,0,34,White,"Less than $25,000",Very worried,About half the time,Democrat,,Liberal,California,0,0,NA,0,73,1,2,NA,2,3,NA,4,3,1,3,2,143,3-item,a,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,covid3
144,127,80,NA,COVID-19,1,0,NA,NA,NA,NA,0,23,White,"$25,000 to $34,999",Very worried,Never,Democrat,,Liberal,Wisconsin,0,0,NA,0,80,0,1,NA,1,1,NA,4,3,2,3,0,144,3-item,a,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid3
145,300,1,NA,COVID-19,NA,NA,2,NA,NA,NA,0,72,White,"$25,000 to $34,999",Very worried,Sometimes,Republican,,Very conservative,Arizona,0,1,NA,1,1,NA,2,NA,2,2,NA,1,1,2,3,1,145,4-item,a,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,covid4
146,172,73,NA,COVID-19,2,0,NA,NA,NA,NA,1,25,Hispanic,"$75,000 to $99,999",Very worried,Always,Democrat,,Liberal,Wisconsin,0,0,NA,0,73,0,2,NA,2,2,NA,4,3,5,3,4,146,3-item,a,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,covid3
147,212,NA,0,Chinese Virus,NA,NA,NA,NA,NA,2,1,61,White,"Less than $25,000",Somewhat worried,Never,Republican,,Conservative,Virginia,1,NA,1,1,0,NA,NA,2,2,NA,2,2,1,1,2,0,147,4-item,b,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,virus4
148,81,87,NA,COVID-19,1,0,NA,NA,NA,NA,1,34,Asian,"$75,000 to $99,999",Not too worried,Never,Democrat,,Liberal,New York,0,0,NA,0,87,0,1,NA,1,1,NA,4,3,5,1,0,148,3-item,a,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,covid3
149,120,NA,70,Chinese Virus,NA,NA,NA,2,0,NA,0,33,Asian,"$35,000 to $49,999",Somewhat worried,About half the time,Democrat,,Moderate,California,1,NA,0,0,70,0,NA,2,2,NA,2,3,2,3,2,2,149,3-item,b,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,virus3
150,163,50,NA,COVID-19,NA,NA,2,NA,NA,NA,0,25,White,"$100,000 to $149,999",Somewhat worried,Sometimes,Republican,,Conservative,Texas,0,1,NA,1,50,NA,2,NA,2,2,NA,2,1,6,2,1,150,4-item,a,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,covid4
151,609,NA,80,Chinese Virus,NA,NA,NA,NA,NA,1,1,53,White,"$35,000 to $49,999",Not too worried,Sometimes,Independent,Republican,Moderate,Missouri,1,NA,1,1,80,NA,NA,1,1,NA,1,3,2,3,1,1,151,4-item,b,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,virus4
152,150,NA,11,COVID-19,NA,NA,NA,2,0,NA,1,26,White,"$75,000 to $99,999",Somewhat worried,Most of the time,Democrat,,Liberal,Texas,1,NA,0,0,11,0,NA,2,2,NA,2,4,3,5,2,3,152,3-item,b,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,virus3
153,226,NA,0,COVID-19,NA,NA,NA,1,0,NA,0,44,White,"$100,000 to $149,999",Somewhat worried,Sometimes,Republican,,Conservative,,1,NA,0,0,0,0,NA,1,1,NA,1,2,1,6,2,1,153,3-item,b,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,virus3
154,103,30,NA,COVID-19,1,0,NA,NA,NA,NA,0,53,White,"Less than $25,000",Not too worried,Sometimes,Independent,Republican,Moderate,Virginia,0,0,NA,0,30,0,1,NA,1,1,NA,3,2,1,1,1,154,3-item,a,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,covid3
155,142,65,NA,COVID-19,NA,NA,2,NA,NA,NA,1,46,White,"$50,000 to $74,999",Somewhat worried,Sometimes,Independent,Democratic,Liberal,Florida,0,1,NA,1,65,NA,2,NA,2,2,NA,4,3,4,2,1,155,4-item,a,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,covid4
156,120,NA,5,Chinese Virus,NA,NA,NA,NA,NA,2,1,44,White,"Less than $25,000",Somewhat worried,Sometimes,Republican,,Moderate,West Virginia,1,NA,1,1,5,NA,NA,2,2,NA,2,3,2,1,2,1,156,4-item,b,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,virus4
